k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  7.9524924420125593|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.1983378231525421, 0.4988513588905334]                                        |  5.3609733581542969|      2.00000000|[2, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[1.1983378231525421, 0.4988513588905334]                                        |  5.3609733581542969|      1.00000000|[3, 2, 1, 3]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       3|[1.1983378231525421, 0.4988513588905334]                                        |  5.3609733581542969|      0.50000000|[5, 3, 2, 5]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       4|[0.7044238141155607, 0.5766263656537383]                                        |  2.4957529179497824|      1.00000000|[8, 3, 3, 7]                                                               |  | used linear model with 3 points | iterate success | actual_k=1
       5|[0.3523254087543851, 0.0221418194691985]                                        |  0.1561360061168671|      2.00000000|[10, 4, 3, 8]                                                              | | GPS sucess | actual_k=1
       6|[0.3523254087543851, 0.0221418194691985]                                        |  0.1561360061168671|      1.00000000|[12, 4, 4, 10]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       7|[0.3523254087543851, 0.0221418194691985]                                        |  0.1561360061168671|      0.50000000|[14, 5, 5, 12]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       8|[0.2317771753645307, 0.1323995121042578]                                        |  0.1555510163307190|      1.00000000|[16, 6, 5, 13]                                                             | | GPS sucess | actual_k=1
       9|[0.2317771753645307, 0.1323995121042578]                                        |  0.1555510163307190|      0.50000000|[17, 7, 6, 15]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
      10|[0.3133987477398282, 0.0411797441761343]                                        |  0.1371401399374008|      1.00000000|[19, 8, 6, 16]                                                             | | GPS sucess | actual_k=1
      11|[0.3133987477398282, 0.0411797441761343]                                        |  0.1371401399374008|      0.50000000|[21, 8, 7, 18]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
      12|[0.1040273597813016, 0.071008955709204]                                         |  0.0361704342067242|      1.00000000|[23, 9, 7, 19]                                                             | | GPS sucess | actual_k=1
      13|[0.1040273597813016, 0.071008955709204]                                         |  0.0361704342067242|      0.50000000|[24, 10, 8, 21]                                                            |  | used linear model with 3 points | iterate failure | actual_k=1
