k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |17984.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.1330696046352386, 4.025243818759918]                                         |6804.6665039062500000|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[1.2464770823717117, 3.567690283060074]                                         |3814.0895996093750000|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[-0.4575307816267014, 0.8871130049228668]                                       | 46.6052360534667969|      8.00000000|[13, 0, 0, 3]                                                              | | GPS sucess | actual_k=0
       4|[-0.4575307816267014, 0.8871130049228668]                                       | 46.6052360534667969|      4.00000000|[17, 0, 1, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[-0.4575307816267014, 0.8871130049228668]                                       | 46.6052360534667969|      2.00000000|[22, 0, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[0.5712567120790482, 0.355216771364212]                                         |  1.1589939594268799|      4.00000000|[27, 0, 2, 8]                                                              | | GPS sucess | actual_k=0
       7|[0.5712567120790482, 0.355216771364212]                                         |  1.1589939594268799|      2.00000000|[31, 0, 3, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[0.5712567120790482, 0.355216771364212]                                         |  1.1589939594268799|      1.00000000|[36, 0, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[0.5712567120790482, 0.355216771364212]                                         |  1.1589939594268799|      0.50000000|[41, 0, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.5712567120790482, 0.355216771364212]                                         |  1.1589939594268799|      0.25000000|[46, 0, 6, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[0.5712567120790482, 0.355216771364212]                                         |  1.1589939594268799|      0.12500000|[51, 0, 7, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[0.5712567120790482, 0.355216771364212]                                         |  1.1589939594268799|      0.06250000|[56, 0, 8, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
