k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |186382.3816574575030245|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.5364710092544556, -0.2803345918655396]                                      |182273.0156250000000000|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[-0.5364710092544556, -0.2803345918655396]                                      |182273.0156250000000000|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[-0.5364710092544556, -0.2803345918655396]                                      |182273.0156250000000000|      0.50000000|[14, 0, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[-0.1454199254512787, -0.5919097065925598]                                      |161940.9375000000000000|      1.00000000|[19, 0, 2, 6]                                                              | | GPS sucess | actual_k=0
       5|[-0.1454199254512787, -0.5919097065925598]                                      |161940.9375000000000000|      0.50000000|[23, 0, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[-0.1454199254512787, -0.5919097065925598]                                      |161940.9375000000000000|      0.25000000|[28, 0, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[-0.64277184009552, -0.5405182838439941]                                        |129205.1015625000000000|      0.50000000|[33, 0, 4, 11]                                                             | | GPS sucess | actual_k=0
       8|[-0.64277184009552, -0.5405182838439941]                                        |129205.1015625000000000|      0.25000000|[37, 0, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[-0.64277184009552, -0.5405182838439941]                                        |129205.1015625000000000|      0.12500000|[42, 0, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[-0.7675543427467346, -0.5478890128433704]                                      |120558.6250000000000000|      0.25000000|[47, 0, 6, 16]                                                             | | GPS sucess | actual_k=0
      11|[-0.7675543427467346, -0.5478890128433704]                                      |120558.6250000000000000|      0.12500000|[51, 0, 7, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[-0.7675543427467346, -0.5478890128433704]                                      |120558.6250000000000000|      0.06250000|[56, 0, 8, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
