k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-4.0, -0.1]                                                                    | 41.0311021275976984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.50000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       2|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.25000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.12500000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.06250000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.03125000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.01562500|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[-3.9977590553462505, -0.1154634676873684]                                      | 39.0034484863281250|      0.03125000|[35, 0, 6, 13]                                                             | | GPS sucess | actual_k=0
       8|[-3.9977590553462505, -0.1154634676873684]                                      | 39.0034484863281250|      0.01562500|[39, 0, 7, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[-4.012753069400787, -0.1110679920762777]                                       | 36.1470642089843750|      0.03125000|[44, 0, 7, 16]                                                             | | GPS sucess | actual_k=0
      10|[-4.012753069400787, -0.1110679920762777]                                       | 36.1470642089843750|      0.01562500|[48, 0, 8, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[-4.027884209528565, -0.1071706525050104]                                       | 35.5300369262695312|      0.03125000|[53, 0, 8, 19]                                                             | | GPS sucess | actual_k=0
      12|[-4.027884209528565, -0.1071706525050104]                                       | 35.5300369262695312|      0.01562500|[57, 0, 9, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
