k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 2.0]                                                                      |  2.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6769794821739197, 0.1180598735809326]                                        |  0.0571404621005058|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[-3.2313597798347473, -0.7333416938781738]                                      |-20.0422916412353516|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[-6.261278927326202, 1.8780927658081055]                                        |-224.9098815917968750|      8.00000000|[10, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
       4|[-14.20828515291214, 2.7973806858062744]                                        |-2821.4472656250000000|     16.00000000|[13, 4, 0, 4]                                                              | | GPS sucess | actual_k=1
       5|[-29.90902338721093, 5.877448687982227]                                         |-26640.5898437500000000|     32.00000000|[19, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[-61.01182566382226, 13.40179313225713]                                         |-226775.2031250000000000|     64.00000000|[22, 7, 0, 7]                                                              | | GPS sucess | actual_k=1
       7|[-113.48816691138086, 50.038302073907516]                                       |-1458931.8750000000000000|    128.00000000|[25, 8, 0, 8]                                                              | | GPS sucess | actual_k=1
       8|[-322.87451945044336, 197.32495368523564]                                       |-33619496.0000000000000000|    256.00000000|[28, 9, 0, 9]                                                              | | GPS sucess | actual_k=1
       9|[-760.0615922043496, 463.80472053093877]                                        |-438866272.0000000000000000|    512.00000000|[31, 10, 0, 10]                                                            | | GPS sucess | actual_k=1
      10|[-1255.8787919113809, 591.5127436022278]                                        |-1980459136.0000000000000000|   1024.00000000|[34, 11, 0, 11]                                                            | | GPS sucess | actual_k=1
      11|[-2238.228645427006, 880.5884882311341]                                         |-11212001280.0000000000000000|   2048.00000000|[37, 12, 0, 12]                                                            | | GPS sucess | actual_k=1
      12|[-4155.159919841069, 1601.475695262384]                                         |-71737729024.0000000000000000|   4096.00000000|[40, 13, 0, 13]                                                            | | GPS sucess | actual_k=1
      13|[-4952.724006755131, -2416.124402393866]                                        |-121481863168.0000000000000000|   8192.00000000|[43, 14, 0, 14]                                                            | | GPS sucess | actual_k=1
      14|[-18696.763069255132, 6502.221300731134]                                        |-6535765295104.0000000000000000|  16384.00000000|[46, 15, 0, 15]                                                            | | GPS sucess | actual_k=1
      15|[-35080.71424113013, 6541.950792918634]                                         |-43172264673280.0000000000000000|  32768.00000000|[49, 16, 0, 16]                                                            | | GPS sucess | actual_k=1
      16|[-84103.07361613013, -36952.59217583136]                                        |-594887196016640.0000000000000000|  65536.00000000|[52, 17, 0, 17]                                                            | | GPS sucess | actual_k=1
      17|[-122265.81189738013, -90230.85389458136]                                       |-1827734741319680.0000000000000000| 131072.00000000|[55, 18, 0, 18]                                                            | | GPS sucess | actual_k=1
      18|[-223392.28064738013, -6844.361707081363]                                       |-11148193207156736.0000000000000000| 262144.00000000|[58, 19, 0, 19]                                                            | | GPS sucess | actual_k=1
      19|[-455940.45252238016, 114154.91954291864]                                       |-94781664705642496.0000000000000000| 524288.00000000|[61, 20, 0, 20]                                                            | | GPS sucess | actual_k=1
