k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |106.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.8206274509429932, 1.5714635252952576]                                        | 44.7226104736328125|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[3.8205515146255493, 1.554048778489232]                                         | 27.1136035919189453|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[3.8205515146255493, 1.554048778489232]                                         | 27.1136035919189453|      2.00000000|[10, 3, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[3.200064539909363, -0.3472654800862074]                                        | 14.7626810073852539|      4.00000000|[14, 4, 1, 5]                                                              | | GPS sucess | actual_k=1
       5|[3.200064539909363, -0.3472654800862074]                                        | 14.7626810073852539|      2.00000000|[17, 5, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[3.200064539909363, -0.3472654800862074]                                        | 14.7626810073852539|      1.00000000|[21, 6, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[3.537015676498413, 0.5942565817385912]                                         | 14.1010417938232422|      2.00000000|[25, 7, 3, 10]                                                             | | GPS sucess | actual_k=1
       8|[3.969046950340271, -1.3585231881588697]                                        | 12.9298353195190430|      4.00000000|[28, 8, 3, 11]                                                             | | GPS sucess | actual_k=1
       9|[3.969046950340271, -1.3585231881588697]                                        | 12.9298353195190430|      2.00000000|[31, 9, 4, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[3.969046950340271, -1.3585231881588697]                                        | 12.9298353195190430|      1.00000000|[35, 10, 5, 15]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[3.3720543384552, -0.5562764387577772]                                          | 11.0468769073486328|      2.00000000|[39, 11, 5, 16]                                                            | | GPS sucess | actual_k=1
      12|[3.3720543384552, -0.5562764387577772]                                          | 11.0468769073486328|      1.00000000|[42, 12, 6, 18]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[3.3720543384552, -0.5562764387577772]                                          | 11.0468769073486328|      0.50000000|[46, 13, 7, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
