k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      1.00000000|[0, 0, 0, 0]                                                               | k=0
       1|[1.0181017377773818, 0.0148425046168268, 1.8810298740547637, 0.0042760876270392, 0.0096850092336535, 1.989519876802913, 0.4154673538095273, 0.0045275152474642, 2.1015067242540786, 0.782044043323338, -0.0006299815326929, 2.1400598052365667, 0.196211865905826, -0.0057874745875597, 2.1917260589190546, 2.662285214288314, -0.0109449695050716, 2.2486375817015425, 0.93127453542015, -0.0161024625599384, 2.352756528246676, 2.2290990905532904, -0.0212599630653858, 2.4455107213665186, 14.308202871473133, -0.0264174561202526, 2.511164361211652, 12.111843974418266, -0.0315749491751194, 2.653748610731495, 0.2216633816381092, -0.0367324459552765, 2.882005592776628, 0.1832894460832424, -0.0418899390101433, 2.903074437771181, 1.0997581273030854, -0.0470474320650101, 3.0605202868163137, 0.1069714780482185, -0.0522049251198769, 3.1524002721614472, 0.0397518037933517, -0.0573624181747436, 3.1760917592065803, 3.666223483438485, -0.0625199261307716, 3.295946505601133, 0.7475428121330375, -0.0676774191856384, 3.580153024646266, 0.0677187829781708, -0.0728349122405052, 3.6274482225913993, 0.290500925123304, -0.077992405295372, 3.7315671692365324, 0.8217465430684372, -0.0831498983502388, 3.854044550131085, 0.1530533525629898, -0.0883073988556862, 3.9424276894762187, 1.959217848708123, -0.093464891910553, 4.059659808721352, 1.8280475873532562, -0.0986223849654198, 4.310646290166485, 1.3621391404983894, 0.0504021053016186, 4.433997875210457, 0.3544180496423615, -0.1089373785257339, 4.470802542406171, 0.3610286501380753, -0.1140948641300201, 4.568802000900723, 0.1914473941326278, -0.1192523646354675, 4.659807782196437, 0.6973022875283417, -0.1244098502397537, 4.82249889299099, 0.3121968166228943, -0.1295673507452011, 5.243956627586703, 0.3379367566186081, -0.1347248363494873, 5.262402838081256, 0.8279847587131607, -0.1398823368549347, 2.42480003747697, -0.1812037594922867, -0.1450398522615433, 3.6951171253703614, 0.0969299749022659, -0.1501973378658295, 5.0266290491660754]|3637848.7500000000000000|      1.11111111|[17, 0, 0, 1]                                                              | 
       2|[1.044852937514573, 0.0729749183915556, 1.8956510563996176, 0.0438770075591662, 0.0273590418323874, 2.0951029634127534, 0.2953109762555875, 0.0392836467176676, 2.112496473126895, 0.7599268141447901, -0.063189370110631, 2.252166612766493, 0.2706216487923311, 0.0617400058358908, 2.130409997154099, 2.725221207363685, 0.0026630596071482, 2.259483804452385, 0.8774838282789891, 0.0646846075356007, 2.4825951737048975, 2.1841111661562986, 0.0289716874063015, 2.4262816743661104, 14.26875763887316, -0.1041106055676937, 2.548054867956037, 12.037726909942252, -0.0656498442590237, 2.7587858752573853, 0.2679000643213387, -0.1324232476949692, 2.900545602632852, 0.1490933375036068, -0.0713263577967882, 2.785595508311132, 1.1070785839755453, -0.0944981794059277, 3.1240327909171133, 0.0457335654231442, -0.0484978819917887, 3.0887220969504945, 0.0539259829673577, -0.1013898956775665, 3.2157305280881396, 3.6206867492747237, -0.1085812184214592, 3.266459139744366, 0.7037835108282203, -0.0232297475636005, 3.523399839999898, 0.0091779991556343, -0.0680396030843258, 3.6262497027552194, 0.3064035691466032, -0.0680650570616126, 3.7173645549216783, 0.891445830482988, -0.0644301991164684, 3.757079706559899, 0.189733823715057, -0.0753151918947697, 3.7494399047329097, 1.9246968650121392, -0.1076620402932167, 4.0727986310012225, 1.808289968225625, -0.1405460420250892, 4.3041886880269224, 1.3771437856001154, 0.0047207218408585, 4.452243788298778, 0.3450856013982666, -0.1588253858685493, 4.561721150415986, 0.3670278208474766, -0.1231850166991353, 4.659185247441746, 0.2256639880836147, -0.0987593042850494, 4.693432230078613, 0.6233025026415047, -0.1087110671401024, 4.867971809206648, 0.2414332510229759, -0.1111889011412859, 5.201488362887721, 0.3791475868302475, -0.116035880073905, 5.306271864086524, 0.8207404395238208, -0.0809589992463589, 2.3571142918204795, -0.174026203558692, -0.1343857371434569, 3.6206289623759766, 0.0696105454599794, -0.1180243301391602, 5.0970218068202655]|1770877.2500000000000000|      1.23456790|[33, 0, 0, 2]                                                              | 
       3|[1.0441286487632018, 0.0718884852062911, 1.8942024788968752, 0.0420662857389459, 0.0251861754618585, 2.092567952491916, 0.2924138212501027, 0.0360243471618742, 2.1088750294864544, 0.7559432257212102, -0.0675351028516889, 2.247458735707957, 0.265551626950656, 0.0563078401423991, 2.1246156871431294, 2.719064752569576, -0.0038555395044386, 2.2526030610233203, 0.8702409409981077, 0.05707957547158, 2.4746279968577376, 2.175781845457322, 0.0202802219241858, 2.4172280641008554, 14.259341884756088, -0.113888503536582, 2.5379148242726868, 12.027224722407086, -0.0639198481990024, 2.7475593990872627, 0.2563114442993994, -0.1443740134313702, 2.8882326930446345, 0.136418284994895, -0.0843635560199618, 2.772196166236142, 1.0933170971174158, -0.1086218110471964, 3.1095470163553505, 0.0308856460782421, -0.06370794611983, 3.073149888039314, 0.037991629273038, -0.1176863941550255, 3.1990718866901866, 3.6036659630936314, -0.1259641493856907, 3.2487140639969954, 0.6856762902977104, -0.0416991110146046, 3.5045683317657548, -0.0128092043529812, -0.0875953990221024, 3.6063317601716585, 0.286123481779903, -0.0887072873488069, 3.696360179851345, 0.8700793124921604, -0.0861588618904352, 3.734988899002793, 0.1672808713748117, -0.0981302890181541, 3.726262664689031, 1.9011574801851214, -0.1315635717660188, 4.048534954745281, 1.7836641490491896, -0.1655340059846639, 4.278838583009499, 1.3514315357995526, -0.0213536746054888, 4.425807247069292, 0.3182869172482861, -0.1859862148016691, 4.534198176699727, 0.3391427004854333, -0.1514322799816727, 4.630575839376069, 0.1966924389600891, -0.1280929981917143, 4.663736391388809, 0.5932445173059162, -0.1391311953961849, 4.837189536167426, 0.2102888332006149, -0.142695461884141, 5.169619655499082, 0.3469167327958237, -0.1486288770288229, 5.273316724211112, 0.7874231567279147, -0.114638424962759, 2.323072719458295, -0.2084299225666609, -0.1691515990719199, 3.5855009575270196, 1.2865918372309144, -0.1538766245543957, 5.060807365759246]|1726028.1250000000000000|      1.37174211|[49, 0, 0, 3]                                                              | 
       4|[1.043885489985026, 0.0715237470681313, 1.8937161613405238, 0.0414583887935066, 0.024456699185539, 2.091716896768301, 0.2914411861373998, 0.0349301326600835, 2.107659235595576, 0.7546058524412438, -0.0689940554043278, 2.2458782035333997, 0.2638495155034261, 0.0544841491896659, 2.1226704169177237, 2.716997902838667, -0.00604396850802, 2.2502930527470664, 0.8678093532163506, 0.0545264081843197, 2.4719532502978048, 2.172985519391886, 0.0173623168189079, 2.4141885794900744, 14.256180820406973, -0.1171711471583694, 2.534510601378227, 12.023698920239953, 1.3060030281590298, 2.743790437909124, 0.252420903848588, -0.1483861333876848, 2.8840989935828167, 0.1321630064932353, -0.0887404140271246, 2.767697728723476, 1.0886970805649079, -0.1133634075708687, 3.1046838407918362, 0.0259008910092247, -0.0747651171591133, 3.0679219744249515, 0.0326421361531724, -0.1231574667803943, 3.1934792345593146, 3.5979517319229175, -0.1317999595962465, 3.242756673815275, 0.6795973210761482, -0.0478996602073312, 3.498246203067525, -0.0192529120910529, -0.0941606862656772, 3.5996448934225804, 0.2793150359909831, -0.0956373121775687, 3.68930857551708, 0.8629061286523922, -0.0934536257013679, 3.7275725561520185, 0.159742949018534, -0.105789790879935, 3.7184815837874083, 1.8932548197779955, -0.139587811678648, 4.040389136258471, 1.775396750125554, -0.1739229844138026, 4.2703280260061796, 1.3427993983594075, -0.0301073906198144, 4.416931951549463, 0.3092900422229541, -0.1951046693325043, 4.524958143594711, 0.3297810869435918, -0.1609154730290174, 4.620971067754544, 0.1869660878330606, -0.1272011642181314, 4.653766881250774, 0.5831534285937008, -0.1493438645452261, 4.826855288444205, 0.19983300597189, -0.1532728695496917, 5.15892066925935, 0.3360961670505892, -0.1595710222795606, 5.262253000386194, 0.7762378524661707, -0.1259453087300062, 2.311644257116867, -0.2199799653449144, -0.1808232194930315, 3.5737077566690822, 1.274677056867474, -0.1659129844233394, 5.048649427316121]|638039.7500000000000000|      1.52415790|[65, 0, 0, 4]                                                              | 
       5|[1.0432604984973144, 0.0705862598947715, 1.8924661783651004, 0.0398959100742274, 0.0225817248388194, 2.08952942656131, 0.2889412201865532, 0.032117670965381, 2.1045342781570175, 0.7511683992588296, -0.0727440040977672, 2.2418157586304432, 0.2594745750894444, 0.0497967127989978, 2.1176704850160304, 2.7116854754259485, -0.0116688918974251, 2.244355633846636, 0.8615594383392339, 0.0479639973305166, 2.4650783439329764, 2.1657981175160326, 0.0098624194320291, 2.406376185660848, 14.24805593060106, -0.1256085320096463, 2.5132095497764593, 12.014636543435303, 1.2966281553776935, 2.7341030700824236, 0.2424210400452013, -0.158698493167758, 2.8734741387573797, 0.1212256556911118, -0.0999902608059347, 2.7561353859679794, 1.0768222427640475, -0.1255507422797382, 3.092184011037603, 0.0130885652783049, -0.0878899388667196, 3.0544846576719813, 0.0188923234235157, -0.1372197745554149, 3.1791044308076075, 3.5832644312632014, -0.1467997543700039, 3.227444381202186, 0.6639725334176952, -0.0638369419798255, 3.481996423455699, -0.0358151876795653, -0.111035455968231, 3.58245762774334, 0.2618152743350564, -0.1134495698101819, 3.67118382190778, 0.8444688809290513, -0.1122033712640405, 3.7085103146126595, 0.1403682133651336, -0.1254770225100219, 3.698481856180635, 1.8729425961945356, -0.1602125312387943, 4.019451922584284, 1.75414704047468, 1.3395105912163854, 4.2484533244019325, 1.320612200778474, -0.0526070841774344, 4.394119762015157, 0.2861653567119611, -0.2185418508201837, 4.50120846799299, 0.3057189135025393, -0.1852901424467563, 4.636211853420354, 0.1619664283245939, -0.1525133215659298, 4.628142229788934, 0.5572162811551746, -0.1755935079604387, 4.800293150914951, 0.1729583724659495, -0.1804599990323186, 5.131421043800037, 0.3082840456145893, -0.1876956378296018, 5.233815888859466, 0.7474882449627566, -0.1550074122101069, 2.282269655797435, -0.2496670626410332, -0.2108228090405464, 3.5433956692822357, 1.2440524716412957, -0.1968500637635589, 5.017399851999215]|500937.3125000000000000|      1.69350878|[81, 0, 0, 5]                                                              | 
       6|[1.1438481496308517, 0.0951551920257043, 2.287450870700229, -0.1278157352905339, -0.3982931986288167, 1.7221669571265719, 0.6367097951396323, 0.2393807383300737, 2.5413543679740647, 0.7500131639198735, 0.0538587498990819, 2.400305820390392, 0.2738366718759434, 0.0310835030209273, 1.61432827376954, 2.199387785511245, -0.2379986506607384, 2.4630815237678245, 0.221696006885529, -0.1203545127250254, 2.4461532992473742, 2.022150461671344, -0.3152575527969748, 2.791119518523702, 14.030446539984643, -0.2764607949834317, 2.931159911743546, 12.010838044663219, 1.3218262480618432, 2.47022582727885, 0.3012768455912466, 0.0706781954318285, 2.9646638808456975, 0.2303907430333741, 0.1334078935720027, 2.6902777520196532, 1.4661485469613589, -0.491727228295058, 3.5645248332574515, 0.2410655729057921, -0.1425602019485086, 3.0461945121257834, -0.3651580160368573, -1.053301203083247, 2.7314971817860774, 3.202766320015185, 0.2117947228066623, 3.084385723556007, 0.8445960796604092, 0.0765608898177743, 3.5876719494190055, 0.9007813847195741, 0.2004534108377993, 3.0287192721067435, 0.3793832978378831, 0.0492080636136234, 3.529454094520352, 0.8492796383984371, 0.1387828769907355, 3.1892064563324776, 0.5689908465838989, -0.2909728801064193, 3.9588231130375533, 1.8163575525257887, -0.090331829637289, 3.7201032106168155, 1.8102378089013367, 0.8333360268548131, 4.26072141874786, 1.694177725594987, -0.8752026208862662, 4.328695275020413, 0.2726229690774453, -0.3913521073013544, 4.264678447159975, 0.1009838281343829, 0.1698934291303158, 4.664974227493621, 0.2420392112583059, -0.0929932222538628, 4.589789110743438, 0.4226513449941334, 0.7503866427391768, 4.7427509013545945, 0.3464314773005061, -0.196464170254767, 4.83334834806792, -0.3276371346336712, -0.5133323227241635, 5.273511419989303, 0.6811735104442286, -0.7191049358993769, 2.851236223313762, -0.6476972841032829, 0.4454669472575188, 3.408939779818811, 1.7745915074384149, 0.0856853700056672, 4.616092567167215]|94267.8750000000000000|      1.88167642|[97, 0, 0, 6]                                                              | 
       7|[1.1436481895227038, 0.0948552518489305, 2.2866630818145834, -0.1283156355463518, -0.3988930789823644, 1.7223376305303444, 0.6359099547070406, 0.2384809178579599, 2.540354567462429, 0.7489133832523003, 0.0526589891919866, 2.39900607976019, 0.272436951089804, 0.0295838023116812, 1.6127285929043564, 2.1976881246065396, 1.6427799004409462, 2.4611819026676596, 0.2196964058622574, -0.1224540937878191, 2.443953737912228, 2.0198509205295063, -0.3176570742111653, 2.78862001730282, 14.02784705872424, -0.2791602565161884, 2.9283604701712673, 12.007938623051418, 1.318826846643351, 2.467126445588005, 0.2980774838608797, 0.0673788536619395, 2.9612645590362865, 0.2268914414172716, 0.1298086116835475, 2.6865784903245067, 1.462349304761029, -0.4956264503020793, 3.560525631210908, 0.236966390586896, -0.1467593640740961, 3.0418953701935045, -0.3695571387071501, -1.0578003055602312, 2.7268980995024017, 3.1980672574591567, 0.2069956799782813, 3.0794867009209344, 0.8395970772186453, 0.0714619071036577, 3.5824729868981975, 0.8954824419264135, 0.195054487772286, 3.0232203692345387, 0.3737844146933256, 0.0435092001967132, 3.5236552512967503, 0.8433808153681441, 0.1327840741537512, 3.1831076732231405, 0.5627920832022091, -0.2972716232948005, 3.9524243895768194, 1.809858848792702, -0.096930513177067, 3.713404546804685, 1.8034391652825146, 0.8264374034292996, 4.253722815515655, 1.6870791416247681, -0.8824011846631765, 4.321396731436812, 0.2652244456871522, -0.3988506114296615, 4.257079962759315, 0.0932853648583543, 0.1620949851162732, 4.657075802741565, 0.2340408071652192, -0.1010916066193022, 4.581590746105646, 0.4143530010153111, 0.7419883184880018, 4.734252595899744, 0.3378331934359484, -0.205162435323, 4.8245501027273345, -0.336535359315287, -0.522330527678132, 5.264413235694304, 0.6719753458768772, -0.7284030807390809, 2.841838098201705, -0.6571953885563697, 0.4358688616007567, 3.399241714821019, 1.76479346216827, 0.0757873444631696, 4.606094562283687]|75662.5234375000000000|      2.09075158|[113, 0, 0, 7]                                                             | 
       8|[1.1432156000238896, 0.094206367629813, 2.285797902816955, -0.1293971093224912, -0.4001908474205993, 1.7208235674300139, 0.6341795967117838, 0.2365342653170228, 2.53819161991015, 0.7465341411543414, 0.0500634523155168, 2.39619424833804, 0.269408824889143, 0.0263393810996786, 1.6092678769138429, 2.1940111140703458, 1.638886595359072, 2.457072302574444, 0.2153705107577001, -0.1269962829723954, 2.43919525371631, 2.014876141322247, -0.322848147964105, 2.7832126490042, 14.022223395879939, -0.2850002143718302, 2.922304217769945, 12.001666075638754, 1.3123380042193458, 2.4604213086183195, 0.2911560518798526, 0.0602411276008934, 2.953910537963899, 2.3138679695849964, 0.1220220015197993, 2.678575585149417, 1.4541301045745976, -0.5040619445685297, 3.5518738410017936, 0.2280983062977625, -0.1558437424432486, 3.0325946968130104, -0.3790741070989858, -1.0675335680320859, 2.716948541087883, 3.1879014040332962, 0.1966135324724019, 3.068888259335036, 0.8287823406214053, 0.0604308754950762, 3.571225661209597, 0.8840188202951488, 0.1833745720610023, 3.0113241585119135, 0.3616719098906814, 0.0311804003827274, 3.511110156471423, 0.8306194264627977, 0.1198063893057406, 3.169913694295111, 0.549381809262838, -0.3108981922455132, 3.938581525614765, 1.7957996916819514, -0.1112059652991593, 3.698912799671251, 1.7887311231377392, 0.8115130672045052, 4.238582183348196, 1.671722214445968, -0.897974404990673, 4.305607215166651, 0.2492186353369725, -0.4150727177225053, 4.240641562386452, 0.0766306704054724, 0.1452239965833724, 4.639988520128645, 0.2167372267469901, -0.0884246901446022, 4.563854577527379, 0.3964005364943799, 0.7238195617496967, 4.715867543218775, 0.3192318466749601, -0.2239800780266523, 4.805516165943663, -0.3557855920416225, -0.4994080322980881, 5.244730414807931, 0.6520762290478396, -0.7485184897854924, 2.8215063913499843, -0.6777433876254644, 0.4151045665889979, 3.378261125729241, 1.7435965789964731, 0.0543741653487086, 4.584465089089207]|53764.2617187500000000|      2.32305731|[129, 0, 0, 8]                                                             | 
       9|[1.1428725801826507, 0.0936918378097471, 2.2851118631344773, -0.130254658983796, -0.4012199070607312, 1.710848214174146, 0.6328075173468284, 0.2349906759150326, 2.5364765205875406, 0.744647531794697, 0.048005333035253, 2.3939646190207413, 0.2670076857676403, 0.0237667321739718, 1.606523718183932, 2.1910954453034, 1.6357994165550918, 2.4538136139662594, 0.2119403121124809, -0.1305979916546494, 2.4354220349970213, 2.010931412798754, -0.3269643865246326, 5.1041309706136975, 14.017764137245342, -0.2896309825778007, 2.91750193952694, 11.996692287358714, 1.3071927063679323, 2.4551045011955326, 0.2856677344200308, 0.0545813001040369, 2.9480792004300076, 2.3078651220140705, 0.1158476439118385, 2.6722297179700827, 1.4476127273582287, -0.5107508318219334, 3.545013443711355, 0.2210663989702893, -0.1630471598077565, 3.0252197694114678, -0.3866205445375632, -1.075251515507698, 2.7090590840408972, 3.1798404364836146, 0.1883810553513467, 3.060484271711285, 0.8202068434262807, 0.0516838687285781, 3.562307143940403, 0.8749287934545812, 0.1741130356490612, 3.0018911115972764, 0.3520673534046708, 0.0214043333940208, 3.501162579911343, 0.8205003394000216, 0.1095157936029136, 3.159451588089588, 0.5387481944172641, -0.3217033185251057, 3.9276048906951218, 1.784651546259612, -0.1057225102744996, 3.687421634174842, 1.7770684480699568, 0.7996788816340268, 4.226576488206344, 1.65954500880142, -0.9103231202065944, 4.293086990379356, 0.2365269009783042, -0.4279359625838697, 4.227606807953714, 0.0634244054700386, 0.131846222076565, 4.6264392351191415, 0.2030164321661133, -0.1023169952281751, 4.549790762872433, 0.3821652113367375, 0.7094127270206809, 4.701289197987063, 0.3044819918718748, -0.2389014424011111, 4.790423291066508, -0.3710499764901508, -0.5148439272493124, 5.229123011216656, 0.6362973149538683, -0.7644689143821597, 2.805384456250621, -0.6940368313648786, 0.3986396123468876, 3.3616246609844347, 1.7267886037489708, 0.0373946814611554, 4.567314094698958]|49053.1875000000000000|      2.58117479|[145, 0, 0, 9]                                                             | 
