k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | k=1
       1|[1.3117158114910126, -0.9755589962005615]                                       |  0.9251934885978699|      1.33333333|[4, 1, 0, 1]                                                               | 
       2|[2.325494259595871, -0.1095157265663147]                                        |  0.9001794457435608|      1.77777778|[10, 3, 0, 3]                                                              | 
       3|[2.325494259595871, -0.1095157265663147]                                        |  0.9001794457435608|      1.33333333|[16, 5, 0, 5]                                                              | 
       4|[2.387466549873352, -1.441408097743988]                                         |  0.6568908095359802|      1.77777778|[19, 6, 0, 6]                                                              | 
       5|[2.387466549873352, -1.441408097743988]                                         |  0.6568908095359802|      1.33333333|[25, 8, 0, 8]                                                              | 
       6|[1.7208030819892883, -1.4393324106931686]                                       |  0.4324530661106110|      1.77777778|[28, 9, 0, 9]                                                              | 
       7|[1.7208030819892883, -1.4393324106931686]                                       |  0.4324530661106110|      1.33333333|[34, 11, 0, 11]                                                            | 
       8|[1.7208030819892883, -1.4393324106931686]                                       |  0.4324530661106110|      1.00000000|[40, 13, 0, 13]                                                            | 
       9|[2.4822283387184143, -0.7910796254873276]                                       |  0.4217196702957153|      1.33333333|[43, 14, 0, 14]                                                            | 
      10|[2.4822283387184143, -0.7910796254873276]                                       |  0.4217196702957153|      1.00000000|[49, 16, 0, 16]                                                            | 
      11|[2.4822283387184143, -0.7910796254873276]                                       |  0.4217196702957153|      0.75000000|[55, 18, 0, 18]                                                            | 
      12|[2.261677712202072, -1.0943656712770462]                                        |  0.1593885123729706|      1.00000000|[61, 20, 0, 20]                                                            | 
