k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 400000.0, 25000.0]                                                        |4515242701191391.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | k=1
       1|[1.6303792297840118, 400000.17852802575, 25000.28549644351]                     |2998469409112064.0000000000000000|      5.00000000|[4, 1, 0, 1]                                                               | 
       2|[-1.4401881396770477, 399996.8753501922, 24998.126646727324]                    |2354694882066432.0000000000000000|     25.00000000|[10, 3, 0, 3]                                                              | 
       3|[-1.4401881396770477, 399996.8753501922, 24998.126646727324]                    |2354694882066432.0000000000000000|      5.00000000|[16, 5, 0, 5]                                                              | 
       4|[-0.0715498626232147, 399992.1353237182, 24998.938422709703]                    |6037336227840.0000000000000000|     25.00000000|[19, 6, 0, 6]                                                              | 
       5|[-0.0715498626232147, 399992.1353237182, 24998.938422709703]                    |6037336227840.0000000000000000|      5.00000000|[25, 8, 0, 8]                                                              | 
       6|[-0.0715498626232147, 399992.1353237182, 24998.938422709703]                    |6037336227840.0000000000000000|      1.00000000|[31, 10, 0, 10]                                                            | 
       7|[-0.0206172280013561, 399991.93202999234, 24997.960630625486]                   |555089461248.0000000000000000|      5.00000000|[34, 11, 0, 11]                                                            | 
       8|[-0.0206172280013561, 399991.93202999234, 24997.960630625486]                   |555089461248.0000000000000000|      1.00000000|[40, 13, 0, 13]                                                            | 
       9|[-0.0206172280013561, 399991.93202999234, 24997.960630625486]                   |555089461248.0000000000000000|      0.20000000|[46, 15, 0, 15]                                                            | 
      10|[0.0118403472006321, 399991.91254423, 24997.868073560297]                       |122665435136.0000000000000000|      1.00000000|[49, 16, 0, 16]                                                            | 
      11|[0.0118403472006321, 399991.91254423, 24997.868073560297]                       |122665435136.0000000000000000|      0.20000000|[55, 18, 0, 18]                                                            | 
      12|[0.0118403472006321, 399991.91254423, 24997.868073560297]                       |122665435136.0000000000000000|      0.04000000|[61, 20, 0, 20]                                                            | 
      13|[-0.0079063735902309, 399991.88921848126, 24997.89388008043]                    |101440241664.0000000000000000|      0.20000000|[67, 22, 0, 22]                                                            | 
      14|[-0.0079063735902309, 399991.88921848126, 24997.89388008043]                    |101440241664.0000000000000000|      0.04000000|[73, 24, 0, 24]                                                            | 
      15|[0.0030427323654294, 399991.9274440091, 24997.889529677108]                     |4088687360.0000000000000000|      0.20000000|[76, 25, 0, 25]                                                            | 
      16|[0.0030427323654294, 399991.9274440091, 24997.889529677108]                     |4088687360.0000000000000000|      0.04000000|[82, 27, 0, 27]                                                            | 
      17|[0.0030427323654294, 399991.9274440091, 24997.889529677108]                     |4088687360.0000000000000000|      0.00800000|[88, 29, 0, 29]                                                            | 
      18|[0.0030427323654294, 399991.9274440091, 24997.889529677108]                     |4088687360.0000000000000000|      0.00160000|[94, 31, 0, 31]                                                            | 
