k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.45606654847651, 3.28718970047926, 0.6179915556968698, 40.28888371646352, -0.7634579565655476, -1.0821099653659483, 25.600662469963925, -0.4813211170619984, 1.1187404443601043]|938.6671752929687500|      2.00000000|[31, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[10.45606654847651, 3.28718970047926, 0.6179915556968698, 40.28888371646352, -0.7634579565655476, -1.0821099653659483, 25.600662469963925, -0.4813211170619984, 1.1187404443601043]|938.6671752929687500|      1.00000000|[61, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[10.50822909174409, 3.416131615933811, 0.0934849871563679, 40.227302402326, -0.3477355553831656, -0.9452050115981689, 26.275700752804024, -0.7089837688185501, 1.0669852000828843]|899.8852539062500000|      2.00000000|[91, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       4|[10.50822909174409, 3.416131615933811, 0.0934849871563679, 40.227302402326, -0.3477355553831656, -0.9452050115981689, 26.275700752804024, -0.7089837688185501, 1.0669852000828843]|899.8852539062500000|      1.00000000|[121, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[10.50822909174409, 3.416131615933811, 0.0934849871563679, 40.227302402326, -0.3477355553831656, -0.9452050115981689, 26.275700752804024, -0.7089837688185501, 1.0669852000828843]|899.8852539062500000|      0.50000000|[151, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[10.55999632669554, 3.352846285697323, 0.4112095266764387, 40.356867871627806, -0.5015937876943324, -1.1481282497722816, 26.118011755366112, -0.5196912139202182, 1.0613870736278503]|865.5771484375000000|      1.00000000|[181, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       7|[10.55999632669554, 3.352846285697323, 0.4112095266764387, 40.356867871627806, -0.5015937876943324, -1.1481282497722816, 26.118011755366112, -0.5196912139202182, 1.0613870736278503]|865.5771484375000000|      0.50000000|[211, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[10.55999632669554, 3.352846285697323, 0.4112095266764387, 40.356867871627806, -0.5015937876943324, -1.1481282497722816, 26.118011755366112, -0.5196912139202182, 1.0613870736278503]|865.5771484375000000|      0.25000000|[241, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[10.687976811398412, 3.274055276314405, 0.4731749799960693, 40.373551922625545, -0.6063932142195572, -1.184028365243841, 26.25666481458587, -0.5618366396714523, 1.11160909647837]|853.4847412109375000|      0.50000000|[271, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      10|[10.687976811398412, 3.274055276314405, 0.4731749799960693, 40.373551922625545, -0.6063932142195572, -1.184028365243841, 26.25666481458587, -0.5618366396714523, 1.11160909647837]|853.4847412109375000|      0.25000000|[301, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
