k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0199324746544702, 0.1686821946995584, 0.6559144607750775, 0.0408704702431044, 0.5726663047450151, -0.104605738792545, 1.4617737170274403, 0.1494300650752963, -0.0562486281824859, 0.0327394205836573, 1.257431359825333, -0.1019925325077139, 0.3053207941111237, 0.162821201044704, 1.2187143728382261, -0.0390903758488079, 4.658044335372724, -0.053989325366753, 4.42492827588542, 0.042397177551077, 0.2032131309082439, 0.1267399468613234, 0.3407017334395391, 0.0926573412918816, 0.7021091038179357, 0.0928813241645087, 0.0643236860448176, 0.2497003839095353, -0.1208284823276585, -0.0435983026077741, 1.6126008308415734, 0.0830604521216311, 0.0258534043933096, 0.1285798005218067, -0.1808076913003339, 0.0161665972916611, -0.0138733048426478, 0.0280897762453315, 0.3020433809691363, 0.2105901692333911, 0.249474368944905, 0.0319345659317714, 0.7571081172359693, 0.2098197394042808, 1.0456797439860885, 0.2097245542618127, 1.041368882601065, 0.0345524615934762, 0.2814507066224745, 0.0585088980764385, 0.6560584788175088, 0.2991065789387257, 0.2344708472049407, -0.1094613401265109, 0.6303593036095767, 0.1014596836888503, 0.1468276530285209, 0.0459064908433776, 0.3390920332816086, -0.0424537767395751, 0.2160727719177572, -0.0700723553037828, -0.0620247208018561, -0.043666121915378, 0.3905571837168877, 0.0935958904966328]|197937.0312500000000000|      2.00000000|[43, 6, 0, 3]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | iterate success | actual_k=2
       2|[1.3246759331842883, 0.274531684191304, 0.6211481533783978, 0.1482798992061753, 0.2248421131876708, -0.3747932529494089, 1.3348800723854612, 0.1409522940315976, 0.056548219905968, -0.0350275839711184, 1.3894680396737134, -0.3442654113406909, 0.3981886862714208, -0.2929776270084774, 1.1967816609610216, 0.1982162852011262, 4.3092426840922275, -0.124611240562049, 4.407917934646175, 0.1572219813744967, -0.1549568539525858, 0.1659645096902295, 0.5850196630174194, 0.4630533473496521, 0.8886483204435501, -0.2905239645383656, 0.434944536337136, 0.1681868676358187, 0.3563550083108261, 0.0822971612132231, 1.3650821428766529, 0.3823637282269499, 0.3851073517368689, -0.0633831114237477, 0.0991259466206355, 0.3010893438820346, -0.7277617612727031, 0.0893201532666118, -0.1514228877721256, 0.3837933405056962, 0.4382946369697416, 0.2865883441736256, 1.0468561438701633, 0.5127560213281809, 1.221225676188537, 0.0240947915276262, 0.6497228947514352, 0.1821614196689123, 0.7038047962567086, -0.1139677080916167, 0.6297924183091628, 0.4310352109724596, 0.0516136598702284, -0.0491933921768815, 0.5756186949108557, 0.1289825812500467, 0.2840021307244353, 0.2849231625383166, 0.1727791352525586, -0.0794434039184944, 0.1324496894308634, -0.09168424373411, 0.1797356398009109, -0.1630027822222593, 0.3766328479731362, -0.1818235546054552]|38126.8632812500000000|      4.00000000|[100, 14, 1, 8]                                                            |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 44 points | iterate success | actual_k=2
       3|[1.3246759331842883, 0.274531684191304, 0.6211481533783978, 0.1482798992061753, 0.2248421131876708, -0.3747932529494089, 1.3348800723854612, 0.1409522940315976, 0.056548219905968, -0.0350275839711184, 1.3894680396737134, -0.3442654113406909, 0.3981886862714208, -0.2929776270084774, 1.1967816609610216, 0.1982162852011262, 4.3092426840922275, -0.124611240562049, 4.407917934646175, 0.1572219813744967, -0.1549568539525858, 0.1659645096902295, 0.5850196630174194, 0.4630533473496521, 0.8886483204435501, -0.2905239645383656, 0.434944536337136, 0.1681868676358187, 0.3563550083108261, 0.0822971612132231, 1.3650821428766529, 0.3823637282269499, 0.3851073517368689, -0.0633831114237477, 0.0991259466206355, 0.3010893438820346, -0.7277617612727031, 0.0893201532666118, -0.1514228877721256, 0.3837933405056962, 0.4382946369697416, 0.2865883441736256, 1.0468561438701633, 0.5127560213281809, 1.221225676188537, 0.0240947915276262, 0.6497228947514352, 0.1821614196689123, 0.7038047962567086, -0.1139677080916167, 0.6297924183091628, 0.4310352109724596, 0.0516136598702284, -0.0491933921768815, 0.5756186949108557, 0.1289825812500467, 0.2840021307244353, 0.2849231625383166, 0.1727791352525586, -0.0794434039184944, 0.1324496894308634, -0.09168424373411, 0.1797356398009109, -0.1630027822222593, 0.3766328479731362, -0.1818235546054552]|38126.8632812500000000|      2.00000000|[184, 26, 1, 14]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[1.3246759331842883, 0.274531684191304, 0.6211481533783978, 0.1482798992061753, 0.2248421131876708, -0.3747932529494089, 1.3348800723854612, 0.1409522940315976, 0.056548219905968, -0.0350275839711184, 1.3894680396737134, -0.3442654113406909, 0.3981886862714208, -0.2929776270084774, 1.1967816609610216, 0.1982162852011262, 4.3092426840922275, -0.124611240562049, 4.407917934646175, 0.1572219813744967, -0.1549568539525858, 0.1659645096902295, 0.5850196630174194, 0.4630533473496521, 0.8886483204435501, -0.2905239645383656, 0.434944536337136, 0.1681868676358187, 0.3563550083108261, 0.0822971612132231, 1.3650821428766529, 0.3823637282269499, 0.3851073517368689, -0.0633831114237477, 0.0991259466206355, 0.3010893438820346, -0.7277617612727031, 0.0893201532666118, -0.1514228877721256, 0.3837933405056962, 0.4382946369697416, 0.2865883441736256, 1.0468561438701633, 0.5127560213281809, 1.221225676188537, 0.0240947915276262, 0.6497228947514352, 0.1821614196689123, 0.7038047962567086, -0.1139677080916167, 0.6297924183091628, 0.4310352109724596, 0.0516136598702284, -0.0491933921768815, 0.5756186949108557, 0.1289825812500467, 0.2840021307244353, 0.2849231625383166, 0.1727791352525586, -0.0794434039184944, 0.1324496894308634, -0.09168424373411, 0.1797356398009109, -0.1630027822222593, 0.3766328479731362, -0.1818235546054552]|38126.8632812500000000|      1.00000000|[270, 38, 3, 22]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 44 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 58 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[1.3246759331842883, 0.274531684191304, 0.6211481533783978, 0.1482798992061753, 0.2248421131876708, -0.3747932529494089, 1.3348800723854612, 0.1409522940315976, 0.056548219905968, -0.0350275839711184, 1.3894680396737134, -0.3442654113406909, 0.3981886862714208, -0.2929776270084774, 1.1967816609610216, 0.1982162852011262, 4.3092426840922275, -0.124611240562049, 4.407917934646175, 0.1572219813744967, -0.1549568539525858, 0.1659645096902295, 0.5850196630174194, 0.4630533473496521, 0.8886483204435501, -0.2905239645383656, 0.434944536337136, 0.1681868676358187, 0.3563550083108261, 0.0822971612132231, 1.3650821428766529, 0.3823637282269499, 0.3851073517368689, -0.0633831114237477, 0.0991259466206355, 0.3010893438820346, -0.7277617612727031, 0.0893201532666118, -0.1514228877721256, 0.3837933405056962, 0.4382946369697416, 0.2865883441736256, 1.0468561438701633, 0.5127560213281809, 1.221225676188537, 0.0240947915276262, 0.6497228947514352, 0.1821614196689123, 0.7038047962567086, -0.1139677080916167, 0.6297924183091628, 0.4310352109724596, 0.0516136598702284, -0.0491933921768815, 0.5756186949108557, 0.1289825812500467, 0.2840021307244353, 0.2849231625383166, 0.1727791352525586, -0.0794434039184944, 0.1324496894308634, -0.09168424373411, 0.1797356398009109, -0.1630027822222593, 0.3766328479731362, -0.1818235546054552]|38126.8632812500000000|      0.50000000|[355, 50, 4, 29]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 44 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 72 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[1.403552235627093, 0.3328876034389426, 0.7136925379205215, 0.1301122712346084, 0.2056940821986588, -0.4818924322024908, 1.3270289535737836, 0.1807155096479554, 0.0970532239943552, -0.089219012224982, 1.4073560374975804, -0.372284064023586, 0.4046059340760018, -0.4095580812055306, 1.2304700653003682, 0.1908621017970175, 4.399535482444792, -0.2473155796437927, 4.415260830943935, 0.2045157208579725, -0.0778302048392933, 0.2279142933254335, 0.5783356442218848, 0.5238622045242233, 0.9048237754559733, -0.3042366410113829, 0.4502521230349853, 0.2206603949778378, 0.3930526722068644, 0.1450778714092824, 1.2767909146671312, 0.4050620578741787, 0.2832839073500522, -0.1458012077498879, 0.1618887394134383, 0.2724282188856971, -0.6151078986408763, 0.1245800630536942, -0.1142149418304208, 0.3919673519691972, 0.4382946988837821, 0.2353196603670168, 0.9082286632738231, 0.6276116516469367, 1.226361944675924, 0.0447859941341477, 0.692139670912698, 0.1973251069273505, 0.6977051270307051, -0.1007731812089132, 0.691749307159237, 0.4551129253181494, 0.0003761624580726, 0.0494206875978753, 0.586456550191312, 0.1525837284571307, 0.2458387182964006, 0.2462148598332645, 0.0462832265569327, -0.0276209999167457, 0.1523582084716992, -0.0217049772725327, 0.1532790507985189, -0.2137710904871519, 0.5100664571350821, -0.1513047127905275]|17946.6953125000000000|      1.00000000|[383, 54, 4, 31]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       7|[1.403552235627093, 0.3328876034389426, 0.7136925379205215, 0.1301122712346084, 0.2056940821986588, -0.4818924322024908, 1.3270289535737836, 0.1807155096479554, 0.0970532239943552, -0.089219012224982, 1.4073560374975804, -0.372284064023586, 0.4046059340760018, -0.4095580812055306, 1.2304700653003682, 0.1908621017970175, 4.399535482444792, -0.2473155796437927, 4.415260830943935, 0.2045157208579725, -0.0778302048392933, 0.2279142933254335, 0.5783356442218848, 0.5238622045242233, 0.9048237754559733, -0.3042366410113829, 0.4502521230349853, 0.2206603949778378, 0.3930526722068644, 0.1450778714092824, 1.2767909146671312, 0.4050620578741787, 0.2832839073500522, -0.1458012077498879, 0.1618887394134383, 0.2724282188856971, -0.6151078986408763, 0.1245800630536942, -0.1142149418304208, 0.3919673519691972, 0.4382946988837821, 0.2353196603670168, 0.9082286632738231, 0.6276116516469367, 1.226361944675924, 0.0447859941341477, 0.692139670912698, 0.1973251069273505, 0.6977051270307051, -0.1007731812089132, 0.691749307159237, 0.4551129253181494, 0.0003761624580726, 0.0494206875978753, 0.586456550191312, 0.1525837284571307, 0.2458387182964006, 0.2462148598332645, 0.0462832265569327, -0.0276209999167457, 0.1523582084716992, -0.0217049772725327, 0.1532790507985189, -0.2137710904871519, 0.5100664571350821, -0.1513047127905275]|17946.6953125000000000|      0.50000000|[467, 66, 4, 37]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[1.403552235627093, 0.3328876034389426, 0.7136925379205215, 0.1301122712346084, 0.2056940821986588, -0.4818924322024908, 1.3270289535737836, 0.1807155096479554, 0.0970532239943552, -0.089219012224982, 1.4073560374975804, -0.372284064023586, 0.4046059340760018, -0.4095580812055306, 1.2304700653003682, 0.1908621017970175, 4.399535482444792, -0.2473155796437927, 4.415260830943935, 0.2045157208579725, -0.0778302048392933, 0.2279142933254335, 0.5783356442218848, 0.5238622045242233, 0.9048237754559733, -0.3042366410113829, 0.4502521230349853, 0.2206603949778378, 0.3930526722068644, 0.1450778714092824, 1.2767909146671312, 0.4050620578741787, 0.2832839073500522, -0.1458012077498879, 0.1618887394134383, 0.2724282188856971, -0.6151078986408763, 0.1245800630536942, -0.1142149418304208, 0.3919673519691972, 0.4382946988837821, 0.2353196603670168, 0.9082286632738231, 0.6276116516469367, 1.226361944675924, 0.0447859941341477, 0.692139670912698, 0.1973251069273505, 0.6977051270307051, -0.1007731812089132, 0.691749307159237, 0.4551129253181494, 0.0003761624580726, 0.0494206875978753, 0.586456550191312, 0.1525837284571307, 0.2458387182964006, 0.2462148598332645, 0.0462832265569327, -0.0276209999167457, 0.1523582084716992, -0.0217049772725327, 0.1532790507985189, -0.2137710904871519, 0.5100664571350821, -0.1513047127905275]|17946.6953125000000000|      0.25000000|[551, 78, 4, 43]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[1.403552235627093, 0.3328876034389426, 0.7136925379205215, 0.1301122712346084, 0.2056940821986588, -0.4818924322024908, 1.3270289535737836, 0.1807155096479554, 0.0970532239943552, -0.089219012224982, 1.4073560374975804, -0.372284064023586, 0.4046059340760018, -0.4095580812055306, 1.2304700653003682, 0.1908621017970175, 4.399535482444792, -0.2473155796437927, 4.415260830943935, 0.2045157208579725, -0.0778302048392933, 0.2279142933254335, 0.5783356442218848, 0.5238622045242233, 0.9048237754559733, -0.3042366410113829, 0.4502521230349853, 0.2206603949778378, 0.3930526722068644, 0.1450778714092824, 1.2767909146671312, 0.4050620578741787, 0.2832839073500522, -0.1458012077498879, 0.1618887394134383, 0.2724282188856971, -0.6151078986408763, 0.1245800630536942, -0.1142149418304208, 0.3919673519691972, 0.4382946988837821, 0.2353196603670168, 0.9082286632738231, 0.6276116516469367, 1.226361944675924, 0.0447859941341477, 0.692139670912698, 0.1973251069273505, 0.6977051270307051, -0.1007731812089132, 0.691749307159237, 0.4551129253181494, 0.0003761624580726, 0.0494206875978753, 0.586456550191312, 0.1525837284571307, 0.2458387182964006, 0.2462148598332645, 0.0462832265569327, -0.0276209999167457, 0.1523582084716992, -0.0217049772725327, 0.1532790507985189, -0.2137710904871519, 0.5100664571350821, -0.1513047127905275]|17946.6953125000000000|      0.12500000|[637, 90, 6, 51]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 58 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[1.403651689866731, 0.3039494500052084, 0.7302563213453227, 0.1354875660026686, 0.2354268515245729, -0.4852471563269357, 1.3322765073152028, 0.2224181483659865, 0.1312565495903877, -0.0894128870455314, 1.4221627589846828, -0.3803391033481759, 0.4222941250012104, -0.4268885587248509, 1.235725801740711, 0.1735676132045375, 4.394593850729648, -0.2616635619791523, 4.428116326308822, 0.2055892361489642, -0.0669314823738891, 0.215820186133925, 0.569266224261856, 0.5350613034292269, 0.9256218950157787, -0.3004219670764713, 0.4605293936809068, 0.2078268079466179, 0.4179604638031877, 0.1588900816225919, 1.3014005794273649, 0.3933582044677829, 0.2889739543236203, -0.1280907742928387, 0.1474791788122409, 0.2635743396366957, -0.6318004914233986, 0.1264079073196063, -0.1248056565789165, 0.3887432718288657, 0.4170794379704038, 0.2257446866313224, 0.9189889099699183, 0.6153836685205217, 1.2077139385095519, 0.0695189040532371, 0.6807882549811676, 0.2013802053630721, 0.6992173241191071, -0.0939989662858286, 0.7040692878075582, 0.4632211262126114, 0.0056458131972588, 0.0242723312539835, 0.5796913393299316, 0.1566369162514873, 0.2360520637349252, 0.2555668793416994, 0.0452775642913404, -0.0207498073019154, 0.1368595091173309, -0.04859476314775, 0.1681269277479243, -0.2131259053551725, 0.5351122143424476, -0.1337458273170182]|14747.0058593750000000|      0.25000000|[665, 94, 6, 53]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
