k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0, 10.0, 0.0, 0.0, 0.0, 0.0]                                    |1607.3529257951240652|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.293001027135867, 9.886007767398318, 9.539307155411219, 9.542200342585156, 0.0171062586851079, 0.0418933492921964, 0.1374571158948394, -0.2107075328028077]|1569.6433169950087176|      2.00000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       2|[8.574054116059711, 9.072200602477718, 8.735113688337702, 8.309139343304594, 0.2894148717096806, 0.4235209225865553, 0.7244337618582629, -0.5095946496463909]|1479.2744320602660082|      4.00000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       3|[7.351676893636488, 7.590537118200746, 8.154123607639733, 5.47453370641148, 1.4685143902830826, 1.9336499515981727, 0.2520592540659355, -0.7194174804103911]|906.3356928119598024|      8.00000000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       4|[4.617078396942102, 5.540681517480758, 5.362469884001161, 1.1579580820884328, 4.256101541419021, 1.4896213765739035, 4.343925912423288, 0.3681169762740281]|256.6583617894161193|     16.00000000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       5|[4.617078396942102, 5.540681517480758, 5.362469884001161, 1.1579580820884328, 4.256101541419021, 1.4896213765739035, 4.343925912423288, 0.3681169762740281]|256.6583617894161193|      8.00000000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       6|[4.617078396942102, 5.540681517480758, 5.362469884001161, 1.1579580820884328, 4.256101541419021, 1.4896213765739035, 4.343925912423288, 0.3681169762740281]|256.6583617894161193|      4.00000000|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       7|[4.604150171590917, 2.8057045601101556, 4.856573201691102, 1.0990198120579993, 3.447158581392533, -0.9715769964360021, 4.328940437234889, -0.8761571183068063]|142.9844694424903935|      8.00000000|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
       8|[4.604150171590917, 2.8057045601101556, 4.856573201691102, 1.0990198120579993, 3.447158581392533, -0.9715769964360021, 4.328940437234889, -0.8761571183068063]|142.9844694424903935|      4.00000000|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       9|[1.7883181064653786, 1.784971076150881, 2.7866623865340863, 0.8197988158492096, 3.116307914226619, 0.1569890896175501, 3.280918275862669, -1.3065334222847718]| 83.4508566659303739|      8.00000000|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
      10|[1.7883181064653786, 1.784971076150881, 2.7866623865340863, 0.8197988158492096, 3.116307914226619, 0.1569890896175501, 3.280918275862669, -1.3065334222847718]| 83.4508566659303739|      4.00000000|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      11|[0.2368184379932867, 0.1637584578461042, 1.2864224920713305, -0.7502074011754887, 2.9247311874939563, -0.0083811905231538, 2.781751510604329, -3.7428549797210318]| 57.1406502212259113|      8.00000000|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      12|[0.2368184379932867, 0.1637584578461042, 1.2864224920713305, -0.7502074011754887, 2.9247311874939563, -0.0083811905231538, 2.781751510604329, -3.7428549797210318]| 57.1406502212259113|      4.00000000|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[0.2368184379932867, 0.1637584578461042, 1.2864224920713305, -0.7502074011754887, 2.9247311874939563, -0.0083811905231538, 2.781751510604329, -3.7428549797210318]| 57.1406502212259113|      2.00000000|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[0.528922404580036, 0.7871257222597212, 1.6226929876219032, -0.5194671448029092, 1.2705246295614938, -0.7483103776253699, 2.5129329791576374, -3.80295217758742]| 14.2593477135717261|      4.00000000|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      15|[0.528922404580036, 0.7871257222597212, 1.6226929876219032, -0.5194671448029092, 1.2705246295614938, -0.7483103776253699, 2.5129329791576374, -3.80295217758742]| 14.2593477135717261|      2.00000000|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[0.528922404580036, 0.7871257222597212, 1.6226929876219032, -0.5194671448029092, 1.2705246295614938, -0.7483103776253699, 2.5129329791576374, -3.80295217758742]| 14.2593477135717261|      1.00000000|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      17|[0.5380503065152384, 0.2375083230223703, 1.6746000928570846, -0.615831303110542, 1.3650244204003068, -1.2261365632517882, 2.9721773597210155, -3.3154036958302884]|  6.0632888335642434|      2.00000000|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      18|[0.5380503065152384, 0.2375083230223703, 1.6746000928570846, -0.615831303110542, 1.3650244204003068, -1.2261365632517882, 2.9721773597210155, -3.3154036958302884]|  6.0632888335642434|      1.00000000|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[0.5380503065152384, 0.2375083230223703, 1.6746000928570846, -0.615831303110542, 1.3650244204003068, -1.2261365632517882, 2.9721773597210155, -3.3154036958302884]|  6.0632888335642434|      0.50000000|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      20|[0.3126161811658823, 0.1113964927331466, 1.94986370644424, -0.4835836232641498, 1.2247755329067802, -1.4581867553651335, 2.895048144131271, -3.212691488187971]|  4.3135330984215052|      1.00000000|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      21|[0.3126161811658823, 0.1113964927331466, 1.94986370644424, -0.4835836232641498, 1.2247755329067802, -1.4581867553651335, 2.895048144131271, -3.212691488187971]|  4.3135330984215052|      0.50000000|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
