k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.601811911580587, -1.1611110637289452, 0.5412429889453021, -0.6116747762755186, 0.3055997116394662, 0.2497490929270729, 0.10820589678026]|100150.0688652874814579|      2.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 9 points | iterate success | actual_k=0
       2|[10.429347279526269, -1.1992985727475993, -1.0088885552943616, -0.8726393281182202, 0.1695492831457799, -0.0235256349685737, -0.7575468572949967]|48064.6229220754103153|      4.00000000|[18, 0, 2, 6]                                                              |  | used linear model with 9 points | iterate success | actual_k=0
       3|[12.27760219733674, -0.7151880280353442, -0.8641308111971138, -3.1306050974530324, 0.5732662533680972, -2.639279294942047, -1.231964308084724]|40066.9650727343687322|      8.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 9 points | iterate success | actual_k=0
       4|[12.27760219733674, -0.7151880280353442, -0.8641308111971138, -3.1306050974530324, 0.5732662533680972, -2.639279294942047, -1.231964308084724]|40066.9650727343687322|      4.00000000|[36, 0, 4, 12]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       5|[14.203623451087568, -1.517540889836821, -1.7257682709932363, -6.396580344101321, 0.275630957354345, -2.2707552068562995, -1.347124277185034]|29037.2995445266715251|      8.00000000|[45, 0, 5, 15]                                                             |  | used linear model with 9 points | iterate success | actual_k=0
       6|[14.203623451087568, -1.517540889836821, -1.7257682709932363, -6.396580344101321, 0.275630957354345, -2.2707552068562995, -1.347124277185034]|29037.2995445266715251|      4.00000000|[54, 0, 6, 18]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       7|[14.203623451087568, -1.517540889836821, -1.7257682709932363, -6.396580344101321, 0.275630957354345, -2.2707552068562995, -1.347124277185034]|29037.2995445266715251|      2.00000000|[63, 0, 7, 21]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       8|[14.203623451087568, -1.517540889836821, -1.7257682709932363, -6.396580344101321, 0.275630957354345, -2.2707552068562995, -1.347124277185034]|29037.2995445266715251|      1.00000000|[72, 0, 8, 24]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       9|[14.351298599054651, -1.5377834256498686, -1.9827218567256355, -6.7959583087897215, 0.263713838215402, -2.214848903896939, -0.4816840111480213]|6615.1232412610752363|      2.00000000|[81, 0, 9, 27]                                                             |  | used linear model with 9 points | iterate success | actual_k=0
      10|[14.351298599054651, -1.5377834256498686, -1.9827218567256355, -6.7959583087897215, 0.263713838215402, -2.214848903896939, -0.4816840111480213]|6615.1232412610752363|      1.00000000|[90, 0, 10, 30]                                                            |  | used linear model with 9 points | iterate failure | actual_k=0
      11|[14.351298599054651, -1.5377834256498686, -1.9827218567256355, -6.7959583087897215, 0.263713838215402, -2.214848903896939, -0.4816840111480213]|6615.1232412610752363|      0.50000000|[99, 0, 11, 33]                                                            |  | used linear model with 9 points | iterate failure | actual_k=0
      12|[14.351298599054651, -1.5377834256498686, -1.9827218567256355, -6.7959583087897215, 0.263713838215402, -2.214848903896939, -0.4816840111480213]|6615.1232412610752363|      0.25000000|[108, 0, 12, 36]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      13|[14.351298599054651, -1.5377834256498686, -1.9827218567256355, -6.7959583087897215, 0.263713838215402, -2.214848903896939, -0.4816840111480213]|6615.1232412610752363|      0.12500000|[117, 0, 13, 39]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      14|[14.351298599054651, -1.5377834256498686, -1.9827218567256355, -6.7959583087897215, 0.263713838215402, -2.214848903896939, -0.4816840111480213]|6615.1232412610752363|      0.06250000|[126, 0, 14, 42]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      15|[14.351298599054651, -1.5377834256498686, -1.9827218567256355, -6.7959583087897215, 0.263713838215402, -2.214848903896939, -0.4816840111480213]|6615.1232412610752363|      0.03125000|[135, 0, 15, 45]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      16|[14.36174494453447, -1.5361953506459285, -1.9945168051027151, -6.7884006423702425, 0.2819469303041612, -2.2247109222434545, -0.4662253500809089]|6468.2630763569850387|      0.06250000|[144, 0, 16, 48]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      17|[14.36174494453447, -1.5361953506459285, -1.9945168051027151, -6.7884006423702425, 0.2819469303041612, -2.2247109222434545, -0.4662253500809089]|6468.2630763569850387|      0.03125000|[153, 0, 17, 51]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      18|[14.351362412644587, -1.5303673817460262, -1.998279088558648, -6.792546492947073, 0.2739549377749966, -2.230799003883212, -0.4397202416372413]|6427.5891420767684394|      0.06250000|[162, 0, 18, 54]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      19|[14.351362412644587, -1.5303673817460262, -1.998279088558648, -6.792546492947073, 0.2739549377749966, -2.230799003883212, -0.4397202416372413]|6427.5891420767684394|      0.03125000|[171, 0, 19, 57]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
