k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.50000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       2|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.25000000|[34, 0, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       3|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.12500000|[51, 0, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       4|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.06250000|[68, 0, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       5|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.03125000|[85, 0, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=0
       6|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.01562500|[102, 0, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       7|[999.9984119482571, 1000.0002423027265, 399.99955317247407, 39.998797402605405, 0.6979796177286339, 0.3051669263852007, 0.0155384980750088]|2491217.0736958193592727|      0.03125000|[119, 0, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       8|[1000.0006298717492, 1000.0009234930551, 399.99798996456104, 39.99999742587054, 0.6924182301660946, 0.3144987059497891, -0.0136039877290546]|1568318.9810011095833033|      0.06250000|[136, 0, 8, 16]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       9|[1000.0006298717492, 1000.0009234930551, 399.99798996456104, 39.99999742587054, 0.6924182301660946, 0.3144987059497891, -0.0136039877290546]|1568318.9810011095833033|      0.03125000|[153, 0, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
      10|[1000.0016066843276, 999.9998584975398, 399.9977678519064, 40.00101393048809, 0.6919507654924361, 0.3146552426846779, -0.0447993155699317]|1409236.7703195544891059|      0.06250000|[170, 0, 10, 20]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      11|[1000.0016066843276, 999.9998584975398, 399.9977678519064, 40.00101393048809, 0.6919507654924361, 0.3146552426846779, -0.0447993155699317]|1409236.7703195544891059|      0.03125000|[187, 0, 11, 22]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      12|[1000.0024621025773, 1000.0002263381057, 399.9967764578054, 40.00118156839671, 0.7135612105298739, 0.2934877556980427, -0.0525201088037154]|1320609.4528530079405755|      0.06250000|[204, 0, 12, 24]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      13|[1000.0038719565222, 1000.0006979937712, 400.0057213129127, 40.00201768649851, 0.7729577874899295, 0.2775511509665122, -0.0589545164280082]|1180974.9744846727699041|      0.12500000|[221, 0, 13, 26]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      14|[1000.0038719565222, 1000.0006979937712, 400.0057213129127, 40.00201768649851, 0.7729577874899295, 0.2775511509665122, -0.0589545164280082]|1180974.9744846727699041|      0.06250000|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      15|[1000.0038719565222, 1000.0006979937712, 400.0057213129127, 40.00201768649851, 0.7729577874899295, 0.2775511509665122, -0.0589545164280082]|1180974.9744846727699041|      0.03125000|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      16|[1000.0023526702488, 1000.0009152616191, 400.00682972970617, 40.00289452320076, 0.7937784813283648, 0.2772793900475223, -0.0821630167587182]|1166272.0093508018180728|      0.06250000|[272, 0, 16, 32]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      17|[1000.0023526702488, 1000.0009152616191, 400.00682972970617, 40.00289452320076, 0.7937784813283648, 0.2772793900475223, -0.0821630167587182]|1166272.0093508018180728|      0.03125000|[289, 0, 17, 34]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      18|[1000.0023526702488, 1000.0009152616191, 400.00682972970617, 40.00289452320076, 0.7937784813283648, 0.2772793900475223, -0.0821630167587182]|1166272.0093508018180728|      0.01562500|[306, 0, 18, 36]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      19|[1000.0023793777483, 1000.000887214733, 400.0068492321765, 40.00287088953817, 0.8025821878204119, 0.2768498027230035, -0.06926152874695]|1123172.9160472473595291|      0.03125000|[323, 0, 19, 38]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      20|[1000.0023608386559, 1000.0001676081902, 400.0099185717229, 40.00403200024488, 0.8308311545987653, 0.2743448509962722, -0.0819499641195094]|1082220.1240059009287506|      0.06250000|[340, 0, 20, 40]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      21|[1000.0023608386559, 1000.0001676081902, 400.0099185717229, 40.00403200024488, 0.8308311545987653, 0.2743448509962722, -0.0819499641195094]|1082220.1240059009287506|      0.03125000|[357, 0, 21, 42]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      22|[1000.0023608386559, 1000.0001676081902, 400.0099185717229, 40.00403200024488, 0.8308311545987653, 0.2743448509962722, -0.0819499641195094]|1082220.1240059009287506|      0.01562500|[374, 0, 22, 44]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      23|[1000.0023533043023, 1000.0001572013398, 400.00992024556024, 40.00415913549182, 0.8431457388314056, 0.274835168772934, -0.0723460640047991]|1075012.7361111675854772|      0.03125000|[391, 0, 23, 46]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      24|[1000.0023533043023, 1000.0001572013398, 400.00992024556024, 40.00415913549182, 0.8431457388314056, 0.274835168772934, -0.0723460640047991]|1075012.7361111675854772|      0.01562500|[408, 0, 24, 48]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      25|[1000.0024550075317, 1000.0001611088061, 400.0100436499114, 40.00442373248495, 0.8454812562830473, 0.2769105380745871, -0.0876523772930154]|1066390.0863298245240003|      0.03125000|[425, 0, 25, 50]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
