k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |772166.1146731314947829|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.9194469410597617, 1.1471503229871864, 0.9314474624648832, 1.0271489616027447, 0.9439555237853896, 0.9197238787451643, 0.489982219759323, 0.1653035908175909]|77015.0625000000000000|      2.00000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[0.9194469410597617, 1.1471503229871864, 0.9314474624648832, 1.0271489616027447, 0.9439555237853896, 0.9197238787451643, 0.489982219759323, 0.1653035908175909]|77015.0625000000000000|      1.00000000|[58, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.9194469410597617, 1.1471503229871864, 0.9314474624648832, 1.0271489616027447, 0.9439555237853896, 0.9197238787451643, 0.489982219759323, 0.1653035908175909]|77015.0625000000000000|      0.50000000|[87, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.9796814187563031, 1.1619328792635712, 0.9196996923814653, 0.999459617500402, 0.8933849533173392, 0.8460601616729128, 0.2872867292017137, -0.277617831271085]|1137.9774169921875000|      1.00000000|[115, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | iterate success | actual_k=1
       5|[0.9796814187563031, 1.1619328792635712, 0.9196996923814653, 0.999459617500402, 0.8933849533173392, 0.8460601616729128, 0.2872867292017137, -0.277617831271085]|1137.9774169921875000|      0.50000000|[144, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.9796814187563031, 1.1619328792635712, 0.9196996923814653, 0.999459617500402, 0.8933849533173392, 0.8460601616729128, 0.2872867292017137, -0.277617831271085]|1137.9774169921875000|      0.25000000|[172, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.9796814187563031, 1.1619328792635712, 0.9196996923814653, 0.999459617500402, 0.8933849533173392, 0.8460601616729128, 0.2872867292017137, -0.277617831271085]|1137.9774169921875000|      0.12500000|[200, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.9968726837554067, 1.1286410923839527, 0.972799190488789, 0.9197074051680542, 0.9175048171666118, 0.8382232750938143, 0.3187987265865181, -0.2192658419271213]|282.6018676757812500|      0.25000000|[228, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       9|[0.9968726837554067, 1.1286410923839527, 0.972799190488789, 0.9197074051680542, 0.9175048171666118, 0.8382232750938143, 0.3187987265865181, -0.2192658419271213]|282.6018676757812500|      0.12500000|[257, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.9968726837554067, 1.1286410923839527, 0.972799190488789, 0.9197074051680542, 0.9175048171666118, 0.8382232750938143, 0.3187987265865181, -0.2192658419271213]|282.6018676757812500|      0.06250000|[285, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.9968726837554067, 1.1286410923839527, 0.972799190488789, 0.9197074051680542, 0.9175048171666118, 0.8382232750938143, 0.3187987265865181, -0.2192658419271213]|282.6018676757812500|      0.03125000|[314, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
