k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 2.0, 2.0, 2.0]                                                            |2648.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.5918280873338766, 2.0854454150102737, 2.669147200976192, 2.4412262679421692] |1617.1282195092901475|      2.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 9 points | iterate success | actual_k=1
       2|[2.5918280873338766, 2.0854454150102737, 2.669147200976192, 2.4412262679421692] |1617.1282195092901475|      1.00000000|[14, 4, 2, 6]                                                              |  | used linear model with 9 points | iterate failure | actual_k=1
       3|[2.5918280873338766, 2.0854454150102737, 2.669147200976192, 2.4412262679421692] |1617.1282195092901475|      0.50000000|[21, 6, 3, 9]                                                              |  | used linear model with 9 points | iterate failure | actual_k=1
       4|[2.133486647983701, 2.1378612590161237, 2.476449623590613, 2.434642352595464]   | 37.6719333970610109|      1.00000000|[28, 8, 4, 12]                                                             |  | used linear model with 9 points | iterate success | actual_k=1
       5|[2.133486647983701, 2.1378612590161237, 2.476449623590613, 2.434642352595464]   | 37.6719333970610109|      0.50000000|[35, 10, 5, 15]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       6|[2.133486647983701, 2.1378612590161237, 2.476449623590613, 2.434642352595464]   | 37.6719333970610109|      0.25000000|[42, 12, 6, 18]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       7|[2.133486647983701, 2.1378612590161237, 2.476449623590613, 2.434642352595464]   | 37.6719333970610109|      0.12500000|[49, 14, 7, 21]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       8|[2.133486647983701, 2.1378612590161237, 2.476449623590613, 2.434642352595464]   | 37.6719333970610109|      0.06250000|[56, 16, 8, 24]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       9|[2.133486647983701, 2.1378612590161237, 2.476449623590613, 2.434642352595464]   | 37.6719333970610109|      0.03125000|[63, 18, 9, 27]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
      10|[2.1258658090565827, 2.1240000619389154, 2.454954113792729, 2.4183851822339655] | 34.0210053932784433|      0.06250000|[70, 20, 10, 30]                                                           |  | used linear model with 9 points | iterate success | actual_k=1
      11|[2.1258658090565827, 2.1240000619389154, 2.454954113792729, 2.4183851822339655] | 34.0210053932784433|      0.03125000|[77, 22, 11, 33]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      12|[2.1258658090565827, 2.1240000619389154, 2.454954113792729, 2.4183851822339655] | 34.0210053932784433|      0.01562500|[84, 24, 12, 36]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      13|[2.1329385522312747, 2.129393893247351, 2.465031196339562, 2.426352359911493]   | 33.3273407440056531|      0.03125000|[91, 26, 13, 39]                                                           |  | used linear model with 9 points | iterate success | actual_k=1
      14|[2.1329385522312747, 2.129393893247351, 2.465031196339562, 2.426352359911493]   | 33.3273407440056531|      0.01562500|[98, 28, 14, 42]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
