k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[71, 10, 1, 6]                                                             |  | used linear model with 81 points | iterate failure | actual_k=2
       2|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.25000000|[142, 20, 2, 12]                                                           |  | used linear model with 81 points | iterate failure | actual_k=2
       3|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.12500000|[213, 30, 3, 18]                                                           |  | used linear model with 81 points | iterate failure | actual_k=2
       4|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.06250000|[284, 40, 4, 24]                                                           |  | used linear model with 81 points | iterate failure | actual_k=2
       5|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.03125000|[355, 50, 5, 30]                                                           |  | used linear model with 81 points | iterate failure | actual_k=2
       6|[1.0203756619619422, 0.0197524299149094, 0.0152990429150684, 0.0182651903943854, 0.426824512578823, 0.0245153288331176, 0.8039726081045778, 0.0202217859919213, 0.2193600878346416, 0.0156622670027291, 2.6918475298267968, 0.0158279957782348, 0.811968170994871, 0.0178042149486335, 2.271959649225573, 0.0186248105381059, 14.354394053115143, 0.0398965213567096, 12.159215787213766, 0.0362624201057555, 0.2761239855441505, 0.0168004658701013, 0.2451676095246162, 0.0209162076693429, 1.1669617934027499, 0.0190358252006815, 0.179317699266508, 0.0161180932787338, 0.1149791481559329, 0.0199649437368299, 3.7462866058040905, 0.0205350979719835, 0.8362216372314732, 0.0207093864475453, 0.1623202830964646, 0.0224199044896916, 0.3866743470233164, 0.0164664317364667, 0.922546728001974, 0.02173650024482, 0.2630443149447653, 0.0227984679907335, 2.0738983000147546, 0.0234004920905389, 1.94751383465781, 0.0203735618449497, 1.4858105347537554, 0.0211476956312869, 0.4807942381276856, 0.0189149343482039, 0.4913923135579801, 0.019915698481154, 0.3312789136343801, 0.0202696488373166, 0.8415829838033204, 0.0168245914574232, 0.4597417711271676, 0.0189677573978085, 0.4899642812489631, 0.019840848560355, 0.9827575990789247, 0.0200746702674464, -0.0179074006741934, 0.0201335103071677, 0.2659556524297653, 0.0229605499516343]|2296569.8623540527187288|      0.06250000|[426, 60, 6, 36]                                                           |  | used linear model with 81 points | iterate success | actual_k=2
       7|[1.0203756619619422, 0.0197524299149094, 0.0152990429150684, 0.0182651903943854, 0.426824512578823, 0.0245153288331176, 0.8039726081045778, 0.0202217859919213, 0.2193600878346416, 0.0156622670027291, 2.6918475298267968, 0.0158279957782348, 0.811968170994871, 0.0178042149486335, 2.271959649225573, 0.0186248105381059, 14.354394053115143, 0.0398965213567096, 12.159215787213766, 0.0362624201057555, 0.2761239855441505, 0.0168004658701013, 0.2451676095246162, 0.0209162076693429, 1.1669617934027499, 0.0190358252006815, 0.179317699266508, 0.0161180932787338, 0.1149791481559329, 0.0199649437368299, 3.7462866058040905, 0.0205350979719835, 0.8362216372314732, 0.0207093864475453, 0.1623202830964646, 0.0224199044896916, 0.3866743470233164, 0.0164664317364667, 0.922546728001974, 0.02173650024482, 0.2630443149447653, 0.0227984679907335, 2.0738983000147546, 0.0234004920905389, 1.94751383465781, 0.0203735618449497, 1.4858105347537554, 0.0211476956312869, 0.4807942381276856, 0.0189149343482039, 0.4913923135579801, 0.019915698481154, 0.3312789136343801, 0.0202696488373166, 0.8415829838033204, 0.0168245914574232, 0.4597417711271676, 0.0189677573978085, 0.4899642812489631, 0.019840848560355, 0.9827575990789247, 0.0200746702674464, -0.0179074006741934, 0.0201335103071677, 0.2659556524297653, 0.0229605499516343]|2296569.8623540527187288|      0.03125000|[497, 70, 7, 42]                                                           |  | used linear model with 81 points | iterate failure | actual_k=2
       8|[1.0213414442561597, 0.0184752436644783, 0.0174288644539651, 0.0175379243416898, 0.4280520957248651, 0.0189988847199436, 0.8023227548519688, 0.0206132756315307, 0.2203568599124827, 0.0174433991068357, 2.6966705087579657, 0.0205921909744457, 0.8132209120777576, 0.0153979003819698, 2.2715001217274606, 0.0152767209252136, 14.355367070715907, 0.0568462307678351, 12.16439310971094, 0.0509354967714137, 0.2781322210182105, 0.0195342660746555, 0.2418131115567937, 0.019553530235769, 1.1652119262166063, 0.0214526963510639, 0.1791588998174559, 0.017018572037407, 0.1156555203486401, 0.0189656482809355, 3.748988336474895, 0.0256030244541048, 0.8368005649627149, 0.0227957948742485, 0.160347879205332, 0.0220940538396941, 0.3933015553763927, 0.0223783075343364, 0.919433567061211, 0.0191394992666406, 0.2622977772303599, 0.0182744233473302, 2.0745457517537487, 0.0259282896926471, 1.950120737561702, 0.0209731541315838, 1.490413851641665, 0.018845043483542, 0.4826611042996735, 0.0199750727252719, 0.4901656297794328, 0.0219059681789377, 0.3336123295169863, 0.0207520433933321, 0.8431145688077936, 0.0160126818966577, 0.4652758547708681, 0.0229886314798795, 0.4911827489940029, 0.0195655019138206, 0.9850118332604867, 0.0230432983528317, -0.0210707297842017, 0.0209757027368564, 0.2685506509803173, 0.0244262698544704]|1921648.5960355035495013|      0.06250000|[568, 80, 8, 48]                                                           |  | used linear model with 81 points | iterate success | actual_k=2
       9|[1.0213414442561597, 0.0184752436644783, 0.0174288644539651, 0.0175379243416898, 0.4280520957248651, 0.0189988847199436, 0.8023227548519688, 0.0206132756315307, 0.2203568599124827, 0.0174433991068357, 2.6966705087579657, 0.0205921909744457, 0.8132209120777576, 0.0153979003819698, 2.2715001217274606, 0.0152767209252136, 14.355367070715907, 0.0568462307678351, 12.16439310971094, 0.0509354967714137, 0.2781322210182105, 0.0195342660746555, 0.2418131115567937, 0.019553530235769, 1.1652119262166063, 0.0214526963510639, 0.1791588998174559, 0.017018572037407, 0.1156555203486401, 0.0189656482809355, 3.748988336474895, 0.0256030244541048, 0.8368005649627149, 0.0227957948742485, 0.160347879205332, 0.0220940538396941, 0.3933015553763927, 0.0223783075343364, 0.919433567061211, 0.0191394992666406, 0.2622977772303599, 0.0182744233473302, 2.0745457517537487, 0.0259282896926471, 1.950120737561702, 0.0209731541315838, 1.490413851641665, 0.018845043483542, 0.4826611042996735, 0.0199750727252719, 0.4901656297794328, 0.0219059681789377, 0.3336123295169863, 0.0207520433933321, 0.8431145688077936, 0.0160126818966577, 0.4652758547708681, 0.0229886314798795, 0.4911827489940029, 0.0195655019138206, 0.9850118332604867, 0.0230432983528317, -0.0210707297842017, 0.0209757027368564, 0.2685506509803173, 0.0244262698544704]|1921648.5960355035495013|      0.03125000|[639, 90, 9, 54]                                                           |  | used linear model with 81 points | iterate failure | actual_k=2
      10|[1.022188398120699, 0.0173087378248657, 0.0200439020254596, 0.0160800063738088, 0.4329278087662553, 0.0193644451523743, 0.8059104239466226, 0.0266429961069821, 0.2192788640837115, 0.0166211232104661, 2.697959048332574, 0.0286207065609405, 0.8116874453150554, 0.0133068824804084, 2.2640029422267784, 0.0280539880054575, 14.350958570593672, 0.0649718198641769, 12.164227211824361, 0.0649139445390414, 0.277061789150463, 0.0205786315219097, 0.2366658534831602, 0.0225167866699849, 1.1686450398457513, 0.0279659844308794, 0.1769561169233233, 0.0204968008055593, 0.112697147345613, 0.0156773372175388, 3.751992563421529, 0.0269148788877345, 0.8349786152800683, 0.0232096741887358, 0.1580051702165325, 0.0193571589136039, 0.3931822678796947, 0.0180021061806363, 0.921245530147144, 0.0201306854731717, 0.2647305926349047, 0.0182985952339541, 2.0745656149471303, 0.0263300928833256, 1.9517024231954434, 0.0233884424772715, 1.4887320953415677, 0.0209435579637286, 0.4817930433016532, 0.0243715988334065, 0.4891183087321219, 0.0225194036481175, 0.3280301162352848, 0.026171060429258, 0.841159360339694, 0.0168626847929588, 0.4646166577617933, 0.0223504407348421, 0.4947932495132278, 0.0188335865423353, 0.9863894857598359, 0.024579826179336, -0.0220133357765624, 0.0186567591466476, 0.2696913407471045, 0.0264151868910173]|1753545.2935781283304095|      0.06250000|[710, 100, 10, 60]                                                         |  | used linear model with 81 points | iterate success | actual_k=2
      11|[1.022188398120699, 0.0173087378248657, 0.0200439020254596, 0.0160800063738088, 0.4329278087662553, 0.0193644451523743, 0.8059104239466226, 0.0266429961069821, 0.2192788640837115, 0.0166211232104661, 2.697959048332574, 0.0286207065609405, 0.8116874453150554, 0.0133068824804084, 2.2640029422267784, 0.0280539880054575, 14.350958570593672, 0.0649718198641769, 12.164227211824361, 0.0649139445390414, 0.277061789150463, 0.0205786315219097, 0.2366658534831602, 0.0225167866699849, 1.1686450398457513, 0.0279659844308794, 0.1769561169233233, 0.0204968008055593, 0.112697147345613, 0.0156773372175388, 3.751992563421529, 0.0269148788877345, 0.8349786152800683, 0.0232096741887358, 0.1580051702165325, 0.0193571589136039, 0.3931822678796947, 0.0180021061806363, 0.921245530147144, 0.0201306854731717, 0.2647305926349047, 0.0182985952339541, 2.0745656149471303, 0.0263300928833256, 1.9517024231954434, 0.0233884424772715, 1.4887320953415677, 0.0209435579637286, 0.4817930433016532, 0.0243715988334065, 0.4891183087321219, 0.0225194036481175, 0.3280301162352848, 0.026171060429258, 0.841159360339694, 0.0168626847929588, 0.4646166577617933, 0.0223504407348421, 0.4947932495132278, 0.0188335865423353, 0.9863894857598359, 0.024579826179336, -0.0220133357765624, 0.0186567591466476, 0.2696913407471045, 0.0264151868910173]|1753545.2935781283304095|      0.03125000|[781, 110, 11, 66]                                                         |  | used linear model with 81 points | iterate failure | actual_k=2
