k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0]                                                              |83210000.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.837395171255915, 10.08438660562418, 9.016923924378009]                       |33321013.4195022471249104|      2.00000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=0
       2|[10.39096194536077, 10.068134990110945, 7.095127964448768]                      |4184450.7752412543632090|      4.00000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       3|[10.39096194536077, 10.068134990110945, 7.095127964448768]                      |4184450.7752412543632090|      2.00000000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[10.003477656201069, 10.364542206864405, 5.155540717761765]                     |1409675.8681262833997607|      4.00000000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       5|[10.003477656201069, 10.364542206864405, 5.155540717761765]                     |1409675.8681262833997607|      2.00000000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[10.30159283943283, 8.893306742229202, 3.833953208314762]                       |860173.3938885750249028|      4.00000000|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       7|[12.728770090508561, 6.1355220347825306, 2.2517287933742844]                    |279163.1035591397667304|      8.00000000|[35, 0, 7, 14]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       8|[12.728770090508561, 6.1355220347825306, 2.2517287933742844]                    |279163.1035591397667304|      4.00000000|[40, 0, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[11.114044135495659, 2.5408237705863472, 1.5655768571439679]                    |29589.0526541554281721|      8.00000000|[45, 0, 9, 18]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
      10|[11.114044135495659, 2.5408237705863472, 1.5655768571439679]                    |29589.0526541554281721|      4.00000000|[50, 0, 10, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[9.007294480634956, -0.6853917567601515, 2.639420077941426]                     |2387.8939545260345767|      8.00000000|[55, 0, 11, 22]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      12|[9.007294480634956, -0.6853917567601515, 2.639420077941426]                     |2387.8939545260345767|      4.00000000|[60, 0, 12, 24]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[9.007294480634956, -0.6853917567601515, 2.639420077941426]                     |2387.8939545260345767|      2.00000000|[65, 0, 13, 26]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      14|[9.007294480634956, -0.6853917567601515, 2.639420077941426]                     |2387.8939545260345767|      1.00000000|[70, 0, 14, 28]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      15|[9.007294480634956, -0.6853917567601515, 2.639420077941426]                     |2387.8939545260345767|      0.50000000|[75, 0, 15, 30]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
