k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.50000000|[29, 4, 1, 3]                                                              |  | used linear model with 33 points | iterate failure | actual_k=2
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.25000000|[58, 8, 2, 6]                                                              |  | used linear model with 33 points | iterate failure | actual_k=2
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.12500000|[87, 12, 3, 9]                                                             |  | used linear model with 33 points | iterate failure | actual_k=2
       4|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.06250000|[116, 16, 4, 12]                                                           |  | used linear model with 33 points | iterate failure | actual_k=2
       5|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.03125000|[145, 20, 5, 15]                                                           |  | used linear model with 33 points | iterate failure | actual_k=2
       6|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.01562500|[174, 24, 6, 18]                                                           |  | used linear model with 33 points | iterate failure | actual_k=2
       7|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.00781250|[203, 28, 7, 21]                                                           |  | used linear model with 33 points | iterate failure | actual_k=2
       8|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.00390625|[232, 32, 8, 24]                                                           |  | used linear model with 33 points | iterate failure | actual_k=2
       9|[-0.0037599214959399, 0.000158867118484, 9.18872245781e-05, -0.0001465655653473, 8.42931961414e-05, 0.0008457743861516, -0.0003269012064673, 9.015304379e-07, 0.0002868270161937, -0.000133681830939, 7.28231587834e-05, 0.0002390835966301, -0.0002543580094015, 8.94142013126e-05, 0.9999551289882322]|2121.4884544363635541|      0.00781250|[261, 36, 9, 27]                                                           |  | used linear model with 33 points | iterate success | actual_k=2
      10|[-0.0037599214959399, 0.000158867118484, 9.18872245781e-05, -0.0001465655653473, 8.42931961414e-05, 0.0008457743861516, -0.0003269012064673, 9.015304379e-07, 0.0002868270161937, -0.000133681830939, 7.28231587834e-05, 0.0002390835966301, -0.0002543580094015, 8.94142013126e-05, 0.9999551289882322]|2121.4884544363635541|      0.00390625|[290, 40, 10, 30]                                                          |  | used linear model with 33 points | iterate failure | actual_k=2
      11|[-0.0037599214959399, 0.000158867118484, 9.18872245781e-05, -0.0001465655653473, 8.42931961414e-05, 0.0008457743861516, -0.0003269012064673, 9.015304379e-07, 0.0002868270161937, -0.000133681830939, 7.28231587834e-05, 0.0002390835966301, -0.0002543580094015, 8.94142013126e-05, 0.9999551289882322]|2121.4884544363635541|      0.00195312|[319, 44, 11, 33]                                                          |  | used linear model with 33 points | iterate failure | actual_k=2
      12|[-0.001912646461033, -1.42973682198e-05, 0.0001926467510061, -4.26153418249e-05, 5.1936679726e-05, 0.0012138642580963, -0.0002691598015713, -0.0002173325042575, 0.0002387972555737, 6.79672190309e-05, 0.0001754095572292, 0.0002454952417069, -0.0005302055368317, -2.92240529669e-05, 1.000097008195151]|2117.3209864119703525|      0.00390625|[348, 48, 12, 36]                                                          |  | used linear model with 33 points | iterate success | actual_k=2
      13|[-0.001912646461033, -1.42973682198e-05, 0.0001926467510061, -4.26153418249e-05, 5.1936679726e-05, 0.0012138642580963, -0.0002691598015713, -0.0002173325042575, 0.0002387972555737, 6.79672190309e-05, 0.0001754095572292, 0.0002454952417069, -0.0005302055368317, -2.92240529669e-05, 1.000097008195151]|2117.3209864119703525|      0.00195312|[377, 52, 13, 39]                                                          |  | used linear model with 33 points | iterate failure | actual_k=2
      14|[-0.001912646461033, -1.42973682198e-05, 0.0001926467510061, -4.26153418249e-05, 5.1936679726e-05, 0.0012138642580963, -0.0002691598015713, -0.0002173325042575, 0.0002387972555737, 6.79672190309e-05, 0.0001754095572292, 0.0002454952417069, -0.0005302055368317, -2.92240529669e-05, 1.000097008195151]|2117.3209864119703525|      0.00097656|[406, 56, 14, 42]                                                          |  | used linear model with 33 points | iterate failure | actual_k=2
      15|[-0.0028161123043089, -7.71257453314e-05, 0.0001202785993182, 7.6474738142e-05, 5.47657755755e-05, 0.0014863012236632, -0.0002840839971104, -0.0001862952354844, 0.0001078563555208, 0.0001916855056362, 0.0001224475259584, 0.0002543425072912, -0.0005218356730168, -7.50434537599e-05, 1.0001307184393964]|2115.3055154441449304|      0.00195312|[435, 60, 15, 45]                                                          |  | used linear model with 33 points | iterate success | actual_k=2
      16|[-0.0028161123043089, -7.71257453314e-05, 0.0001202785993182, 7.6474738142e-05, 5.47657755755e-05, 0.0014863012236632, -0.0002840839971104, -0.0001862952354844, 0.0001078563555208, 0.0001916855056362, 0.0001224475259584, 0.0002543425072912, -0.0005218356730168, -7.50434537599e-05, 1.0001307184393964]|2115.3055154441449304|      0.00097656|[464, 64, 16, 48]                                                          |  | used linear model with 33 points | iterate failure | actual_k=2
      17|[-0.0028161123043089, -7.71257453314e-05, 0.0001202785993182, 7.6474738142e-05, 5.47657755755e-05, 0.0014863012236632, -0.0002840839971104, -0.0001862952354844, 0.0001078563555208, 0.0001916855056362, 0.0001224475259584, 0.0002543425072912, -0.0005218356730168, -7.50434537599e-05, 1.0001307184393964]|2115.3055154441449304|      0.00048828|[493, 68, 17, 51]                                                          |  | used linear model with 33 points | iterate failure | actual_k=2
      18|[-0.002444091580631, -0.0001049653730411, 7.40882875227e-05, 0.0002591710410261, 4.89015818494e-05, 0.0015954920493538, -0.0003176548086761, -0.0001935367578247, 6.46737211707e-05, 0.0001983881521345, 0.0002857910174405, 0.0001802396092969, -0.0005293354964486, -0.0001777746856058, 1.0002075573146294]|2115.0096650233303990|      0.00097656|[522, 72, 18, 54]                                                          |  | used linear model with 33 points | iterate success | actual_k=2
