k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 1.0]                                                                      |217.3621226801203932|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.2364716158025333, 0.3542257309827174]                                        |121.5085196846337681|      2.00000000|[7, 2, 1, 3]                                                               |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       2|[2.2364716158025333, 0.3542257309827174]                                        |121.5085196846337681|      1.00000000|[14, 4, 1, 5]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[1.2377243199115304, 0.3041873562048578]                                        | 91.4137191772460938|      2.00000000|[20, 6, 1, 7]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[1.2377243199115304, 0.3041873562048578]                                        | 91.4137191772460938|      1.00000000|[26, 8, 2, 10]                                                             |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.3970298164772056, -0.2373223407492357]                                       | 65.6460571289062500|      2.00000000|[33, 10, 2, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[0.3970298164772056, -0.2373223407492357]                                       | 65.6460571289062500|      1.00000000|[39, 12, 2, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.3970298164772056, -0.2373223407492357]                                       | 65.6460571289062500|      0.50000000|[45, 14, 3, 17]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.3970298164772056, -0.2373223407492357]                                       | 65.6460571289062500|      0.25000000|[52, 16, 3, 19]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.1510084637956388, -0.1928983154393636]                                       | 37.0945892333984375|      0.50000000|[58, 18, 3, 21]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
