k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7504728856305292|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4067287439101127, 0.5545021581506219, 5.174954393160749, 5.580377740060862, 6.163168205206055, 7.6732759086159925]|168.9834764877510338|      2.00000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       2|[-1.0664887701998431, 0.7880344279212224, 4.2407034002441995, 5.930238795686893, 5.3155947960057, 7.921236540778926]| 62.3586457720647758|      4.00000000|[34, 0, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       3|[-3.2013751748693524, 3.296260663240224, 4.35981141050245, 5.114121035045948, 4.700764373155981, 9.94430594774744]| 18.4262111641800068|      8.00000000|[51, 0, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       4|[-3.2013751748693524, 3.296260663240224, 4.35981141050245, 5.114121035045948, 4.700764373155981, 9.94430594774744]| 18.4262111641800068|      4.00000000|[68, 0, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       5|[-3.2013751748693524, 3.296260663240224, 4.35981141050245, 5.114121035045948, 4.700764373155981, 9.94430594774744]| 18.4262111641800068|      2.00000000|[85, 0, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=0
       6|[-3.2584028165937258, 4.7107213952345495, 4.4410200093570396, 4.231106804770201, 3.7391789937037627, 9.4103646809851]|  8.1910765121562950|      4.00000000|[102, 0, 6, 12]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       7|[-3.2584028165937258, 4.7107213952345495, 4.4410200093570396, 4.231106804770201, 3.7391789937037627, 9.4103646809851]|  8.1910765121562950|      2.00000000|[119, 0, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       8|[-3.2584028165937258, 4.7107213952345495, 4.4410200093570396, 4.231106804770201, 3.7391789937037627, 9.4103646809851]|  8.1910765121562950|      1.00000000|[136, 0, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       9|[-3.877399428178312, 4.709857086199601, 3.912971749875229, 4.252527334692067, 3.161867289024468, 9.475632130859271]|  2.0152494814823600|      2.00000000|[153, 0, 9, 18]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
      10|[-3.877399428178312, 4.709857086199601, 3.912971749875229, 4.252527334692067, 3.161867289024468, 9.475632130859271]|  2.0152494814823600|      1.00000000|[170, 0, 10, 20]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      11|[-3.7344747640134983, 5.163560987806005, 4.023788880225768, 3.4535981150724187, 2.810961250376467, 9.480314837307569]|  0.4387121834035009|      2.00000000|[187, 0, 11, 22]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
