k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.50000000|[65, 0, 1, 5]                                                              |  | used linear model with 65 points | iterate failure | actual_k=0
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.25000000|[130, 0, 2, 10]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.12500000|[195, 0, 3, 15]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       4|[0.0168877054153609, 0.0186213199984001, -0.0072893272416628, -0.0029672670915494, 0.0234898321857702, 0.0031939332973854, -0.0193551254045786, 0.0122538868387686, -0.0192964939324791, -0.0052513692882106, -0.0052531701619272, -0.0069972514133831, 0.0012777640762895, -0.0319362835483369, -0.0011684178266625, 0.0108005993336333, -0.0064660729670921, 0.0015579352910528, -0.0068809689847211, -0.0062890972795917, 0.0119770505467816, -0.0233020756338037, 4.58848311868e-05, 0.005259585506499, 0.0049950525906235, -0.0293073484415508, -0.0337761550089704, 0.0147885442913743, -0.0120865574979749, 0.0158814054620673, 0.0333575343051034, 0.0069246978911278, -0.0187347415404945, -0.0057011478312086, 0.0274549161835621, -0.0115231958649029, 0.0012369578886757, -0.0223243400823678, -0.0148305807081107, 0.0180979556023297, 0.0182103189058872, -0.0127703838393219, 0.0086675249811919, 0.0196042296297329, 0.0080560530863434, 0.0257280829973652, 0.0035332690072673, -0.029564624815595, 0.0138713849906524, -0.0073720390273906, -0.0218475941634359, 0.0042826859807286, 0.029149501012313, -0.0097717572712974, 0.0171508438249685, -0.0257299844224587, -0.0072051938817993]|90966.8955541479954263|      0.25000000|[260, 0, 4, 20]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
       5|[0.0168877054153609, 0.0186213199984001, -0.0072893272416628, -0.0029672670915494, 0.0234898321857702, 0.0031939332973854, -0.0193551254045786, 0.0122538868387686, -0.0192964939324791, -0.0052513692882106, -0.0052531701619272, -0.0069972514133831, 0.0012777640762895, -0.0319362835483369, -0.0011684178266625, 0.0108005993336333, -0.0064660729670921, 0.0015579352910528, -0.0068809689847211, -0.0062890972795917, 0.0119770505467816, -0.0233020756338037, 4.58848311868e-05, 0.005259585506499, 0.0049950525906235, -0.0293073484415508, -0.0337761550089704, 0.0147885442913743, -0.0120865574979749, 0.0158814054620673, 0.0333575343051034, 0.0069246978911278, -0.0187347415404945, -0.0057011478312086, 0.0274549161835621, -0.0115231958649029, 0.0012369578886757, -0.0223243400823678, -0.0148305807081107, 0.0180979556023297, 0.0182103189058872, -0.0127703838393219, 0.0086675249811919, 0.0196042296297329, 0.0080560530863434, 0.0257280829973652, 0.0035332690072673, -0.029564624815595, 0.0138713849906524, -0.0073720390273906, -0.0218475941634359, 0.0042826859807286, 0.029149501012313, -0.0097717572712974, 0.0171508438249685, -0.0257299844224587, -0.0072051938817993]|90966.8955541479954263|      0.12500000|[325, 0, 5, 25]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       6|[0.0203513444037691, 0.0417811236664486, 0.0130778056534409, -0.0027985954660913, 0.0106201045929789, -0.0034709036294867, -0.0148249227662651, 0.0267692168228753, -0.0061270563106664, -0.0217261436110743, 0.0013778401495161, 0.0108011730344577, 0.0059730710770445, -0.0371411634326998, 0.0032309125510168, 0.0230851372735641, -0.0245714344783628, 0.0149438567785881, 0.0079550788574645, -0.0001841409920642, 0.0091626015586425, -0.0152831148448473, 0.0363334814471504, -0.0060205353619392, -0.0034652923399702, -0.0314526753563268, -0.0380755955990593, -0.0042766830424651, -0.0318806092250124, 0.0440731615357911, 0.047633538920252, 0.0304912930005555, -0.0266508762994654, -0.0204839366122016, 0.0327970180596075, -0.016871418483813, 0.0231725709905719, -0.0051519902455982, -0.0212901733856361, 0.0493794965274264, 0.0406582373203642, -0.0290660508716928, 0.0038147406403429, 0.0480368389175699, 0.00833666461253, 0.0057228618943937, 0.0340962071265864, -0.0111417889898279, 0.043199977681609, -0.0186710516525632, -0.022163577089446, 0.0296550100784706, 0.0428698812031113, -0.0268653360989137, 0.0196662731318037, 0.0049597686472586, -0.0008186625090714]|62318.8010915608028881|      0.25000000|[390, 0, 6, 30]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
       7|[0.0203513444037691, 0.0417811236664486, 0.0130778056534409, -0.0027985954660913, 0.0106201045929789, -0.0034709036294867, -0.0148249227662651, 0.0267692168228753, -0.0061270563106664, -0.0217261436110743, 0.0013778401495161, 0.0108011730344577, 0.0059730710770445, -0.0371411634326998, 0.0032309125510168, 0.0230851372735641, -0.0245714344783628, 0.0149438567785881, 0.0079550788574645, -0.0001841409920642, 0.0091626015586425, -0.0152831148448473, 0.0363334814471504, -0.0060205353619392, -0.0034652923399702, -0.0314526753563268, -0.0380755955990593, -0.0042766830424651, -0.0318806092250124, 0.0440731615357911, 0.047633538920252, 0.0304912930005555, -0.0266508762994654, -0.0204839366122016, 0.0327970180596075, -0.016871418483813, 0.0231725709905719, -0.0051519902455982, -0.0212901733856361, 0.0493794965274264, 0.0406582373203642, -0.0290660508716928, 0.0038147406403429, 0.0480368389175699, 0.00833666461253, 0.0057228618943937, 0.0340962071265864, -0.0111417889898279, 0.043199977681609, -0.0186710516525632, -0.022163577089446, 0.0296550100784706, 0.0428698812031113, -0.0268653360989137, 0.0196662731318037, 0.0049597686472586, -0.0008186625090714]|62318.8010915608028881|      0.12500000|[455, 0, 7, 35]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       8|[0.0072464335858286, 0.0526220675312782, 0.0216437719260288, -0.0384554257424093, 0.017493725499703, 0.0176675816752194, -0.0119534744755047, 0.0185018082856189, -0.0145103464046625, -0.0195017998932835, 0.0103082708160999, 0.0078709123610305, 0.0060369536584621, -0.0391630929741488, 0.0018879687441184, 0.003752514488671, -0.0136822734230306, 0.0102157852129432, 0.0098656634452486, -0.0138309908890993, -0.0164227906765147, 0.0137862797351845, 0.0352511839318141, 0.0099672973432462, -0.0388070482739221, -0.0294681875500719, -0.0218485217086935, -0.0024617526802304, -0.0209284617009847, 0.0459625618013875, 0.0891064876953107, 0.0372106887618702, -0.0361577357350119, -0.018722045558976, 0.0469632819158556, 0.0082881785322367, -0.0059234883451933, -0.006410139652211, -0.0179585062516073, 0.0583098850929033, 0.0487152775827482, -0.0433688287696675, 0.0063233752595517, 0.0214277318132402, 0.0339954166400323, 0.0038981743990774, 0.0193375026882964, -0.0225243281656566, 0.0676165960659738, 0.0216076755861622, -0.0418574966789898, 0.0399668606482554, 0.0667247781963478, -0.0317850363782079, 0.0295949210633274, 0.0140287132701666, -0.0067891075194624]|43845.0944155488759861|      0.25000000|[520, 0, 8, 40]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
       9|[0.0072464335858286, 0.0526220675312782, 0.0216437719260288, -0.0384554257424093, 0.017493725499703, 0.0176675816752194, -0.0119534744755047, 0.0185018082856189, -0.0145103464046625, -0.0195017998932835, 0.0103082708160999, 0.0078709123610305, 0.0060369536584621, -0.0391630929741488, 0.0018879687441184, 0.003752514488671, -0.0136822734230306, 0.0102157852129432, 0.0098656634452486, -0.0138309908890993, -0.0164227906765147, 0.0137862797351845, 0.0352511839318141, 0.0099672973432462, -0.0388070482739221, -0.0294681875500719, -0.0218485217086935, -0.0024617526802304, -0.0209284617009847, 0.0459625618013875, 0.0891064876953107, 0.0372106887618702, -0.0361577357350119, -0.018722045558976, 0.0469632819158556, 0.0082881785322367, -0.0059234883451933, -0.006410139652211, -0.0179585062516073, 0.0583098850929033, 0.0487152775827482, -0.0433688287696675, 0.0063233752595517, 0.0214277318132402, 0.0339954166400323, 0.0038981743990774, 0.0193375026882964, -0.0225243281656566, 0.0676165960659738, 0.0216076755861622, -0.0418574966789898, 0.0399668606482554, 0.0667247781963478, -0.0317850363782079, 0.0295949210633274, 0.0140287132701666, -0.0067891075194624]|43845.0944155488759861|      0.12500000|[585, 0, 9, 45]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
      10|[0.0072464335858286, 0.0526220675312782, 0.0216437719260288, -0.0384554257424093, 0.017493725499703, 0.0176675816752194, -0.0119534744755047, 0.0185018082856189, -0.0145103464046625, -0.0195017998932835, 0.0103082708160999, 0.0078709123610305, 0.0060369536584621, -0.0391630929741488, 0.0018879687441184, 0.003752514488671, -0.0136822734230306, 0.0102157852129432, 0.0098656634452486, -0.0138309908890993, -0.0164227906765147, 0.0137862797351845, 0.0352511839318141, 0.0099672973432462, -0.0388070482739221, -0.0294681875500719, -0.0218485217086935, -0.0024617526802304, -0.0209284617009847, 0.0459625618013875, 0.0891064876953107, 0.0372106887618702, -0.0361577357350119, -0.018722045558976, 0.0469632819158556, 0.0082881785322367, -0.0059234883451933, -0.006410139652211, -0.0179585062516073, 0.0583098850929033, 0.0487152775827482, -0.0433688287696675, 0.0063233752595517, 0.0214277318132402, 0.0339954166400323, 0.0038981743990774, 0.0193375026882964, -0.0225243281656566, 0.0676165960659738, 0.0216076755861622, -0.0418574966789898, 0.0399668606482554, 0.0667247781963478, -0.0317850363782079, 0.0295949210633274, 0.0140287132701666, -0.0067891075194624]|43845.0944155488759861|      0.06250000|[650, 0, 10, 50]                                                           |  | used linear model with 65 points | iterate failure | actual_k=0
      11|[0.0170235396556505, 0.0542966597774784, 0.005692307198978, -0.0403577204424902, 0.0221011682524178, 0.0074828159179392, -0.0076120940129044, 0.0186161759002705, -0.0215862321755619, -0.0288099729430652, 0.0179309731583025, 0.0030974608228398, 0.0123451689274661, -0.0378980304664393, -0.0038875879070514, -0.0012800798292438, -0.0215009043469459, 0.005559542216997, 0.0140150475473422, -0.0211446750248406, -0.0232322983944684, 0.0046473049316819, 0.0161357635057592, 0.0072108251232735, -0.0392833699792602, -0.0334559737552293, -0.0103473015657689, -0.0038795371459158, -0.0175519069311433, 0.0391271169429949, 0.0983358986800366, 0.0445868588349749, -0.0557848330303926, -0.008878478836158, 0.0512139510833289, 0.0090431425167731, -0.0061218071848771, -0.0112855891301839, -0.0211447459319542, 0.0731112081766197, 0.041814147235435, -0.0641699178143859, 0.0066105360150102, 0.0350056260599482, 0.0237050023271775, 0.0062715003358809, 0.0272333965681665, -0.0190182466156619, 0.0609347559240426, 0.0123451156653553, -0.0384340456840215, 0.042436122983388, 0.0795414553750101, -0.0307287714020899, 0.0398163739769474, 0.0193225911250252, -0.0010540785461616]|27335.5427329539961647|      0.12500000|[715, 0, 11, 55]                                                           |  | used linear model with 65 points | iterate success | actual_k=0
