k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[39, 6, 0, 3]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[78, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[100.04571919553791, 0.0746886720281487, 0.1824169708744718, 0.9772309680158218, 100.05387324124219, 0.0223945582753355, 0.2160432798975877, 0.8289916951922377, 100.018569771341, -0.0144904570493339, 0.2661728704501248, 0.8022241719972414, 99.89254986051134, 0.1588616602230405, 0.3800616298099334, 0.5512294647353663, 100.01703825931415, 0.2697342737995056, 0.4955814694588168, 0.3062511294909958, 99.98794887031372, 0.6218049411216633, 0.6509596887961692, 0.0292985092949102, 299.9891787284109, 299.96202300639425, 300.02662304778306, 300.07804281580525, 300.03007284955993]|444.3919067382812500|      0.50000000|[104, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | iterate success | actual_k=2
       4|[100.04571919553791, 0.0746886720281487, 0.1824169708744718, 0.9772309680158218, 100.05387324124219, 0.0223945582753355, 0.2160432798975877, 0.8289916951922377, 100.018569771341, -0.0144904570493339, 0.2661728704501248, 0.8022241719972414, 99.89254986051134, 0.1588616602230405, 0.3800616298099334, 0.5512294647353663, 100.01703825931415, 0.2697342737995056, 0.4955814694588168, 0.3062511294909958, 99.98794887031372, 0.6218049411216633, 0.6509596887961692, 0.0292985092949102, 299.9891787284109, 299.96202300639425, 300.02662304778306, 300.07804281580525, 300.03007284955993]|444.3919067382812500|      0.25000000|[143, 22, 0, 11]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[100.05259431103951, 0.1795151034343628, 0.2774767021761393, 0.9738020557785023, 100.07181514492224, 0.1011139536764304, 0.2450760426608272, 0.7749684821371509, 99.97219451455612, 0.0593268646126677, 0.2942661708111836, 0.8595813542879381, 99.88267438831703, 0.0717614950141204, 0.4273485478359252, 0.5365250718772537, 99.94891524451707, 0.2737078356881726, 0.4768927482130851, 0.28554903798524, 99.98507020590543, 0.627015156620644, 0.6735526648922708, 0.0317667126459605, 300.0059681179224, 299.99065313207274, 300.0819798777095, 300.0894101238756, 300.0363571485985]|236.0673065185546875|      0.50000000|[169, 26, 0, 13]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       6|[100.05259431103951, 0.1795151034343628, 0.2774767021761393, 0.9738020557785023, 100.07181514492224, 0.1011139536764304, 0.2450760426608272, 0.7749684821371509, 99.97219451455612, 0.0593268646126677, 0.2942661708111836, 0.8595813542879381, 99.88267438831703, 0.0717614950141204, 0.4273485478359252, 0.5365250718772537, 99.94891524451707, 0.2737078356881726, 0.4768927482130851, 0.28554903798524, 99.98507020590543, 0.627015156620644, 0.6735526648922708, 0.0317667126459605, 300.0059681179224, 299.99065313207274, 300.0819798777095, 300.0894101238756, 300.0363571485985]|236.0673065185546875|      0.25000000|[207, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[100.05259431103951, 0.1795151034343628, 0.2774767021761393, 0.9738020557785023, 100.07181514492224, 0.1011139536764304, 0.2450760426608272, 0.7749684821371509, 99.97219451455612, 0.0593268646126677, 0.2942661708111836, 0.8595813542879381, 99.88267438831703, 0.0717614950141204, 0.4273485478359252, 0.5365250718772537, 99.94891524451707, 0.2737078356881726, 0.4768927482130851, 0.28554903798524, 99.98507020590543, 0.627015156620644, 0.6735526648922708, 0.0317667126459605, 300.0059681179224, 299.99065313207274, 300.0819798777095, 300.0894101238756, 300.0363571485985]|236.0673065185546875|      0.12500000|[245, 38, 0, 19]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[100.04191798452047, 0.204080021182323, 0.2799731141612023, 0.988355241490891, 100.05958459790388, 0.0937903387730463, 0.2775716031566085, 0.7825117553730113, 99.9657475640819, 0.0125786616366685, 0.2740407040038447, 0.8609599732179015, 99.84599029699862, 0.0965173137990044, 0.4268255090629934, 0.5708760989845539, 99.9493410156266, 0.20810129611128, 0.4379288077950836, 0.28528898717921, 99.9898876738083, 0.6326875486149849, 0.6890326858038803, 0.0454448740478142, 300.00951356420796, 300.00167952418616, 300.0954876128896, 300.1202124001265, 300.03120461276364]|209.2240905761718750|      0.25000000|[272, 42, 0, 21]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[100.04191798452047, 0.204080021182323, 0.2799731141612023, 0.988355241490891, 100.05958459790388, 0.0937903387730463, 0.2775716031566085, 0.7825117553730113, 99.9657475640819, 0.0125786616366685, 0.2740407040038447, 0.8609599732179015, 99.84599029699862, 0.0965173137990044, 0.4268255090629934, 0.5708760989845539, 99.9493410156266, 0.20810129611128, 0.4379288077950836, 0.28528898717921, 99.9898876738083, 0.6326875486149849, 0.6890326858038803, 0.0454448740478142, 300.00951356420796, 300.00167952418616, 300.0954876128896, 300.1202124001265, 300.03120461276364]|209.2240905761718750|      0.12500000|[310, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[100.03206720142619, 0.1943744306099397, 0.2582201360125121, 0.9697496281125729, 100.07226259707247, 0.132617682350797, 0.2845766800248679, 0.7940304267315689, 99.94062048654523, 0.0296258828122101, 0.295536593185089, 0.8415313106957348, 99.84129190401629, 0.0353282860816666, 0.4027216137375958, 0.5585110761911853, 99.95057691479163, 0.2169877206715951, 0.4816948290474161, 0.2701535474405798, 99.97113358330418, 0.6727264357237945, 0.7061691378280509, 0.0143044059654821, 300.03227416794533, 299.9996202752905, 300.0754759124727, 300.13080532936726, 300.0361592898978]|157.6852416992187500|      0.25000000|[336, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
