k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0]                                                                      |  1.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0]                                                                      |  1.0000000000000000|      0.50000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       2|[0.3477054706101598, 0.3593061448232792]                                        |  0.1168234022613708|      1.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       3|[0.3477054706101598, 0.3593061448232792]                                        |  0.1168234022613708|      0.50000000|[12, 3, 2, 5]                                                              |  | used linear model with 5 points | actual_k=1
       4|[0.3507273667012584, 0.8592970128839015]                                        |  0.0254343733221349|      1.00000000|[15, 4, 3, 7]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       5|[0.3507273667012584, 0.8592970128839015]                                        |  0.0254343733221349|      0.50000000|[19, 5, 4, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[0.3507273667012584, 0.8592970128839015]                                        |  0.0254343733221349|      0.25000000|[23, 6, 5, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.3507273667012584, 0.8592970128839015]                                        |  0.0254343733221349|      0.12500000|[27, 7, 6, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.465871402046945, 0.8106467186986527]                                         |  0.0027929388258396|      0.25000000|[31, 8, 7, 15]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       9|[0.465871402046945, 0.8106467186986527]                                         |  0.0027929388258396|      0.12500000|[35, 9, 8, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[0.5678661175045148, 0.7383827718182796]                                        |  0.0003286271551482|      0.25000000|[39, 10, 9, 19]                                                            |  | used linear model with 5 points | iterate success | actual_k=1
      11|[0.5678661175045148, 0.7383827718182796]                                        |  0.0003286271551482|      0.12500000|[43, 11, 9, 20]                                                            |  | used linear model with 5 points | actual_k=1
