k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]| 27.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.9022552138057118, 0.9221181332975178, 0.929453468460505, 0.9178361566079609, 1.0463753005258145, 1.0267376573310838, 1.0015418336797182, 0.9269332931453497, 1.153703681477974, 0.8672781963380715, 1.0162768982891306, 0.838251409873489, 1.825073800989462, 1.0440171019155493, 0.8823822121827296, 0.9547699419810407, 1.2578585719095123, 1.0474816752777778, 0.9754316006981302, 0.9138155117330432, 1.1867634676997874, 0.7440771329493524, 0.8891098605807534, 0.9072916930697321, 0.9869977837521716]|  5.2405524002879815|      2.00000000|[33, 0, 1, 3]                                                              |  | used linear model with 33 points | iterate success | actual_k=0
       2|[0.9022552138057118, 0.9221181332975178, 0.929453468460505, 0.9178361566079609, 1.0463753005258145, 1.0267376573310838, 1.0015418336797182, 0.9269332931453497, 1.153703681477974, 0.8672781963380715, 1.0162768982891306, 0.838251409873489, 1.825073800989462, 1.0440171019155493, 0.8823822121827296, 0.9547699419810407, 1.2578585719095123, 1.0474816752777778, 0.9754316006981302, 0.9138155117330432, 1.1867634676997874, 0.7440771329493524, 0.8891098605807534, 0.9072916930697321, 0.9869977837521716]|  5.2405524002879815|      1.00000000|[66, 0, 2, 6]                                                              |  | used linear model with 33 points | iterate failure | actual_k=0
       3|[0.9022552138057118, 0.9221181332975178, 0.929453468460505, 0.9178361566079609, 1.0463753005258145, 1.0267376573310838, 1.0015418336797182, 0.9269332931453497, 1.153703681477974, 0.8672781963380715, 1.0162768982891306, 0.838251409873489, 1.825073800989462, 1.0440171019155493, 0.8823822121827296, 0.9547699419810407, 1.2578585719095123, 1.0474816752777778, 0.9754316006981302, 0.9138155117330432, 1.1867634676997874, 0.7440771329493524, 0.8891098605807534, 0.9072916930697321, 0.9869977837521716]|  5.2405524002879815|      0.50000000|[99, 0, 3, 9]                                                              |  | used linear model with 33 points | iterate failure | actual_k=0
       4|[0.9022552138057118, 0.9221181332975178, 0.929453468460505, 0.9178361566079609, 1.0463753005258145, 1.0267376573310838, 1.0015418336797182, 0.9269332931453497, 1.153703681477974, 0.8672781963380715, 1.0162768982891306, 0.838251409873489, 1.825073800989462, 1.0440171019155493, 0.8823822121827296, 0.9547699419810407, 1.2578585719095123, 1.0474816752777778, 0.9754316006981302, 0.9138155117330432, 1.1867634676997874, 0.7440771329493524, 0.8891098605807534, 0.9072916930697321, 0.9869977837521716]|  5.2405524002879815|      0.25000000|[132, 0, 4, 12]                                                            |  | used linear model with 33 points | iterate failure | actual_k=0
       5|[0.8966627036465489, 0.8775409990665592, 0.8255955352115318, 0.9384707620833429, 0.9825566168806263, 0.9955353365475557, 1.038138191874315, 0.9701913815203806, 1.0725849294144496, 0.8431153021158624, 1.0073541127958938, 0.8457613566168887, 1.9248986507225125, 0.9764737657152901, 0.9358609503338609, 0.891256635471101, 1.2641749686843518, 1.0007839345484342, 1.0180221202695532, 0.882361332207877, 1.2234814593992565, 0.8119596958907512, 0.8653451427987494, 0.9297361462056883, 0.9714225648309983]|  4.6098428030629517|      0.50000000|[165, 0, 5, 15]                                                            |  | used linear model with 33 points | iterate success | actual_k=0
       6|[0.8966627036465489, 0.8775409990665592, 0.8255955352115318, 0.9384707620833429, 0.9825566168806263, 0.9955353365475557, 1.038138191874315, 0.9701913815203806, 1.0725849294144496, 0.8431153021158624, 1.0073541127958938, 0.8457613566168887, 1.9248986507225125, 0.9764737657152901, 0.9358609503338609, 0.891256635471101, 1.2641749686843518, 1.0007839345484342, 1.0180221202695532, 0.882361332207877, 1.2234814593992565, 0.8119596958907512, 0.8653451427987494, 0.9297361462056883, 0.9714225648309983]|  4.6098428030629517|      0.25000000|[198, 0, 6, 18]                                                            |  | used linear model with 33 points | iterate failure | actual_k=0
       7|[0.8966627036465489, 0.8775409990665592, 0.8255955352115318, 0.9384707620833429, 0.9825566168806263, 0.9955353365475557, 1.038138191874315, 0.9701913815203806, 1.0725849294144496, 0.8431153021158624, 1.0073541127958938, 0.8457613566168887, 1.9248986507225125, 0.9764737657152901, 0.9358609503338609, 0.891256635471101, 1.2641749686843518, 1.0007839345484342, 1.0180221202695532, 0.882361332207877, 1.2234814593992565, 0.8119596958907512, 0.8653451427987494, 0.9297361462056883, 0.9714225648309983]|  4.6098428030629517|      0.12500000|[231, 0, 7, 21]                                                            |  | used linear model with 33 points | iterate failure | actual_k=0
       8|[0.9043354088206675, 0.8476433032326657, 0.8336379748221573, 0.9367444657622055, 0.9868863788537275, 1.0038042180693636, 1.0111022232841878, 0.9866671847769722, 1.0588101651910649, 0.8391276747772585, 1.0049010440434478, 0.8041962297684319, 1.9312284077617987, 0.9767065135168761, 1.0059648942860488, 0.8916181732397425, 1.2738810533063931, 0.98680747798654, 1.0183664721156633, 0.870726313671416, 1.2022521420331058, 0.8024402531273608, 0.8669607597074691, 0.8888021555511538, 0.9083638932032092]|  4.0144727154126523|      0.25000000|[264, 0, 8, 24]                                                            |  | used linear model with 33 points | iterate success | actual_k=0
       9|[0.8950420487749733, 0.8603366706704094, 0.8383628529272055, 1.0013593359468298, 0.8662029411808471, 0.9592794115264869, 1.0453165166667902, 0.9989569477135505, 1.07413919161979, 0.8154547583351314, 1.0042695770060952, 0.778859617504023, 1.8754760405368982, 0.923135538636719, 1.1180460646795383, 0.8428633295017123, 1.2153541753702994, 1.043443084442953, 1.0556762361580965, 0.8492046787270512, 1.1551379842707439, 0.8759360088158938, 0.9018275441151369, 0.8703958701282577, 0.8954282578972746]|  3.6634683993886243|      0.50000000|[297, 0, 9, 27]                                                            |  | used linear model with 33 points | iterate success | actual_k=0
      10|[0.8950420487749733, 0.8603366706704094, 0.8383628529272055, 1.0013593359468298, 0.8662029411808471, 0.9592794115264869, 1.0453165166667902, 0.9989569477135505, 1.07413919161979, 0.8154547583351314, 1.0042695770060952, 0.778859617504023, 1.8754760405368982, 0.923135538636719, 1.1180460646795383, 0.8428633295017123, 1.2153541753702994, 1.043443084442953, 1.0556762361580965, 0.8492046787270512, 1.1551379842707439, 0.8759360088158938, 0.9018275441151369, 0.8703958701282577, 0.8954282578972746]|  3.6634683993886243|      0.25000000|[330, 0, 10, 30]                                                           |  | used linear model with 33 points | iterate failure | actual_k=0
      11|[0.945169803089176, 0.8228222842200745, 0.9375681090395647, 0.9691722827264311, 0.8862151916344418, 0.9488067812415654, 1.0405908937870512, 0.9604901505572889, 1.0529718709820846, 0.7852784794386367, 0.9882912436513133, 0.6989921417205331, 1.9723067293286936, 0.9107444136020011, 1.1866303468887653, 0.856731095068206, 1.2065955800720394, 0.9608737783457326, 1.031314946226749, 0.8361511530714615, 1.1428428608082501, 0.9428947998301573, 0.8761861398050377, 0.7971544653096536, 0.8250246529635152]|  3.0776082347533791|      0.50000000|[363, 0, 11, 33]                                                           |  | used linear model with 33 points | iterate success | actual_k=0
