k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      0.50000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       2|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      0.25000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       3|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      0.12500000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       4|[0.0759293095974623, 0.0958183596310539, 0.0896761757923339, 0.0498406686988869, 0.0879511911384094, 0.0531787055770642, 0.0902234397338812, 0.0447830455740612, 0.0432945220543527, 0.0391053034957525]|  1.0420892928937997|      0.25000000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate success | actual_k=4
       5|[0.0759293095974623, 0.0958183596310539, 0.0896761757923339, 0.0498406686988869, 0.0879511911384094, 0.0531787055770642, 0.0902234397338812, 0.0447830455740612, 0.0432945220543527, 0.0391053034957525]|  1.0420892928937997|      0.12500000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       6|[0.0759293095974623, 0.0958183596310539, 0.0896761757923339, 0.0498406686988869, 0.0879511911384094, 0.0531787055770642, 0.0902234397338812, 0.0447830455740612, 0.0432945220543527, 0.0391053034957525]|  1.0420892928937997|      0.06250000|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       7|[0.0991027788150433, 0.1018597045392637, 0.1086577689675023, 0.0203720603928616, 0.0889504096465865, 0.0362801282899676, 0.1070707521752616, 0.0506290099243893, 0.0244311027737675, 0.0052874598837284]|  0.9367266243072480|      0.12500000|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=4
       8|[0.0991027788150433, 0.1018597045392637, 0.1086577689675023, 0.0203720603928616, 0.0889504096465865, 0.0362801282899676, 0.1070707521752616, 0.0506290099243893, 0.0244311027737675, 0.0052874598837284]|  0.9367266243072480|      0.06250000|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
       9|[0.0807793752991899, 0.1104331727256292, 0.1169829055240327, 0.011741575799538, 0.0954714613774262, -0.0007680063604158, 0.0870438004363899, 0.0408939710258367, -0.0131033018726845, 0.0110698172431339]|  0.7377949083926814|      0.12500000|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate success | actual_k=4
      10|[0.0807793752991899, 0.1104331727256292, 0.1169829055240327, 0.011741575799538, 0.0954714613774262, -0.0007680063604158, 0.0870438004363899, 0.0408939710258367, -0.0131033018726845, 0.0110698172431339]|  0.7377949083926814|      0.06250000|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      11|[0.089128252458421, 0.112785815657511, 0.111002672651353, 0.0049023290468421, 0.0555914477352881, 0.0063923877745131, 0.0566079244397646, 0.0092508168103194, -0.0255634812018136, 0.00618123028045]|  0.3920987347372228|      0.12500000|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
