k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 2.0, 0.0]                                                                 |629.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.5227227043896654, 2.509580897383235, -0.6834385732]                          |326.8864746093750000|      2.00000000|[5, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.5227227043896654, 2.509580897383235, -0.6834385732]                          |326.8864746093750000|      1.00000000|[10, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[1.5227227043896654, 2.509580897383235, -0.6834385732]                          |326.8864746093750000|      0.50000000|[15, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.5227227043896654, 2.509580897383235, -0.6834385732]                          |326.8864746093750000|      0.25000000|[20, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[1.5227227043896654, 2.509580897383235, -0.6834385732]                          |326.8864746093750000|      0.12500000|[24, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.4673875006015333, 2.442159895578479, -0.5938985054237859]                    |292.9884643554687500|      0.25000000|[28, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[1.452870856712137, 2.2049644826308064, -0.6715361453078745]                    |260.1264953613281250|      0.50000000|[33, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[1.452870856712137, 2.2049644826308064, -0.6715361453078745]                    |260.1264953613281250|      0.25000000|[38, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[1.452870856712137, 2.2049644826308064, -0.6715361453078745]                    |260.1264953613281250|      0.12500000|[42, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[1.452870856712137, 2.2049644826308064, -0.6715361453078745]                    |260.1264953613281250|      0.06250000|[47, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[1.4390890153451117, 2.1545350263132197, -0.7057878720387532]                   |251.3300628662109375|      0.12500000|[52, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[1.4390890153451117, 2.1545350263132197, -0.7057878720387532]                   |251.3300628662109375|      0.06250000|[57, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[1.4390890153451117, 2.1545350263132197, -0.7057878720387532]                   |251.3300628662109375|      0.03125000|[62, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[1.4272093666579797, 2.125901420550657, -0.7097316098728955]                    |248.0957794189453125|      0.06250000|[67, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[1.4300063133676797, 2.0635167408856923, -0.7071666864426832]                   |244.3934020996093750|      0.12500000|[72, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
