k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.2088840780396769, 0.1672967529589328, -0.5200946035335111, -0.3376160544119022, 0.6248037062269922, -0.2214773735788846, -0.0290338459066191, 0.2650128669735191, 0.1827281023201738]|444722.9196681699831970|      2.00000000|[29, 4, 1, 3]                                                              |  | trying quadratic partial model with 15 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=2
       2|[-0.2088840780396769, 0.1672967529589328, -0.5200946035335111, -0.3376160544119022, 0.6248037062269922, -0.2214773735788846, -0.0290338459066191, 0.2650128669735191, 0.1827281023201738]|444722.9196681699831970|      1.00000000|[86, 12, 1, 7]                                                             |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 43 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[-0.0197273764438758, 0.2570917883976509, -0.3133353815386568, 0.3385510820775758, 1.1810665438301284, 0.1188039910930747, -0.0983025736100086, 0.2010503198996236, 0.3313756915926822]|121324.2968750000000000|      2.00000000|[114, 16, 1, 9]                                                            |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
       4|[-0.0197273764438758, 0.2570917883976509, -0.3133353815386568, 0.3385510820775758, 1.1810665438301284, 0.1188039910930747, -0.0983025736100086, 0.2010503198996236, 0.3313756915926822]|121324.2968750000000000|      1.00000000|[171, 24, 2, 14]                                                           |  | trying quadratic partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 30 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 44 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[-0.0197273764438758, 0.2570917883976509, -0.3133353815386568, 0.3385510820775758, 1.1810665438301284, 0.1188039910930747, -0.0983025736100086, 0.2010503198996236, 0.3313756915926822]|121324.2968750000000000|      0.50000000|[227, 32, 2, 18]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 43 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[0.1730143430248282, 0.1198361296029984, -0.272019131969311, -0.0388262401599841, 1.0680821672982541, 0.1677545113111916, 0.0628845315173893, 0.1075251054245148, 0.3323588068144879]|7754.6669921875000000|      1.00000000|[255, 36, 2, 20]                                                           |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
       7|[0.1730143430248282, 0.1198361296029984, -0.272019131969311, -0.0388262401599841, 1.0680821672982541, 0.1677545113111916, 0.0628845315173893, 0.1075251054245148, 0.3323588068144879]|7754.6669921875000000|      0.50000000|[311, 44, 3, 25]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 43 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[0.1730143430248282, 0.1198361296029984, -0.272019131969311, -0.0388262401599841, 1.0680821672982541, 0.1677545113111916, 0.0628845315173893, 0.1075251054245148, 0.3323588068144879]|7754.6669921875000000|      0.25000000|[368, 52, 3, 29]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 43 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[0.1777186388000843, 0.1352216648558849, -0.2461425536257896, -0.0321170373694289, 1.055324610386181, -0.0324360251481024, -0.0524264667064908, 0.0761883741605837, 0.416078105745306]|1774.2443847656250000|      0.50000000|[396, 56, 3, 31]                                                           |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
      10|[0.1777186388000843, 0.1352216648558849, -0.2461425536257896, -0.0321170373694289, 1.055324610386181, -0.0324360251481024, -0.0524264667064908, 0.0761883741605837, 0.416078105745306]|1774.2443847656250000|      0.25000000|[453, 64, 4, 36]                                                           |  | trying quadratic partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 30 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 44 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[0.1777186388000843, 0.1352216648558849, -0.2461425536257896, -0.0321170373694289, 1.055324610386181, -0.0324360251481024, -0.0524264667064908, 0.0761883741605837, 0.416078105745306]|1774.2443847656250000|      0.12500000|[510, 72, 6, 42]                                                           |  | trying quadratic partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 30 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 44 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      12|[0.1777186388000843, 0.1352216648558849, -0.2461425536257896, -0.0321170373694289, 1.055324610386181, -0.0324360251481024, -0.0524264667064908, 0.0761883741605837, 0.416078105745306]|1774.2443847656250000|      0.06250000|[567, 80, 6, 46]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 43 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      13|[0.1752110698173946, 0.137614902693652, -0.2405488975842852, 0.0144133696178041, 1.0656345334724806, 0.0040157254675407, -0.0674013964716897, 0.070694957528071, 0.413177077758665]|191.0070190429687500|      0.12500000|[595, 84, 6, 48]                                                           |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
      14|[0.1752110698173946, 0.137614902693652, -0.2405488975842852, 0.0144133696178041, 1.0656345334724806, 0.0040157254675407, -0.0674013964716897, 0.070694957528071, 0.413177077758665]|191.0070190429687500|      0.06250000|[651, 92, 6, 52]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 43 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      15|[0.1652091228611196, 0.1299106045738119, -0.2733383281292706, -0.0105387784597437, 1.0801271861731931, 0.0187450566528148, -0.0656283507795125, 0.1015963856761444, 0.4389465609962105]| 71.9172821044921875|      0.12500000|[679, 96, 6, 54]                                                           |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
      16|[0.1652091228611196, 0.1299106045738119, -0.2733383281292706, -0.0105387784597437, 1.0801271861731931, 0.0187450566528148, -0.0656283507795125, 0.1015963856761444, 0.4389465609962105]| 71.9172821044921875|      0.06250000|[736, 104, 7, 59]                                                          |  | trying quadratic partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 30 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 44 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      17|[0.1652091228611196, 0.1299106045738119, -0.2733383281292706, -0.0105387784597437, 1.0801271861731931, 0.0187450566528148, -0.0656283507795125, 0.1015963856761444, 0.4389465609962105]| 71.9172821044921875|      0.03125000|[793, 112, 8, 64]                                                          |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 44 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      18|[0.1652091228611196, 0.1299106045738119, -0.2733383281292706, -0.0105387784597437, 1.0801271861731931, 0.0187450566528148, -0.0656283507795125, 0.1015963856761444, 0.4389465609962105]| 71.9172821044921875|      0.01562500|[850, 120, 9, 69]                                                          |  | trying quadratic partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 30 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 44 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      19|[0.1652091228611196, 0.1299106045738119, -0.2733383281292706, -0.0105387784597437, 1.0801271861731931, 0.0187450566528148, -0.0656283507795125, 0.1015963856761444, 0.4389465609962105]| 71.9172821044921875|      0.00781250|[906, 128, 9, 73]                                                          |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 43 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      20|[0.1659350084923188, 0.1308883754611994, -0.2719793469355056, -0.003364928233549, 1.0787155544921192, 0.0207052047818754, -0.0650619031257896, 0.1014743666103195, 0.438680822117588]| 36.7303009033203125|      0.01562500|[934, 132, 9, 75]                                                          |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
      21|[0.167225853335896, 0.1291059429949576, -0.273492055963984, -0.0017512057801052, 1.06533881897579, 0.0148942053210378, -0.0646553532817352, 0.1048469164939216, 0.4354932294474454]| 25.4835433959960938|      0.03125000|[990, 140, 9, 79]                                                          |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 43 points | iterate success | actual_k=2
      22|[0.167225853335896, 0.1291059429949576, -0.273492055963984, -0.0017512057801052, 1.06533881897579, 0.0148942053210378, -0.0646553532817352, 0.1048469164939216, 0.4354932294474454]| 25.4835433959960938|      0.01562500|[1046, 148, 9, 83]                                                         |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 43 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      23|[0.167225853335896, 0.1291059429949576, -0.273492055963984, -0.0017512057801052, 1.06533881897579, 0.0148942053210378, -0.0646553532817352, 0.1048469164939216, 0.4354932294474454]| 25.4835433959960938|      0.00781250|[1102, 156, 9, 87]                                                         |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 43 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      24|[0.1677996311452575, 0.1294389951612163, -0.2729712704185454, -0.0022110276482045, 1.0612475579494192, 0.0213002513768509, -0.063990335574287, 0.1049586803081478, 0.4368650075777655]| 15.9249401092529297|      0.01562500|[1144, 162, 9, 90]                                                         |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | iterate success | actual_k=2
