k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.50000000|[113, 16, 1, 3]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       2|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.25000000|[226, 32, 2, 6]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       3|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.12500000|[339, 48, 3, 9]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       4|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.06250000|[452, 64, 4, 12]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       5|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.03125000|[565, 80, 5, 15]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       6|[0.6892071619325564, 0.0222344735714951, 0.6649207080737081, 0.0210583233778552, 0.6219658432321709, 0.0178320157196453, 1.3262206313957705, 0.0218151062190673, 0.0038666367602479, 0.0220903176950314, 1.2513610289998778, 0.0187196213017724, 0.2310108897655625, 0.0198239982527045, 1.2284574908001062, 0.0205747617104487, 4.588214388604135, 0.0379571042273369, 4.451836535861441, 0.0395580702384983, 0.0845120988107324, 0.0199882702881453, 0.2447428042044962, 0.0231672033729059, 0.7145295006210733, 0.0213858356683057, 0.2060522014402254, 0.0200528463977828, -0.0605769243425972, 0.0167473289962917, 1.4032851195023315, 0.0195972465680517, 0.245558859552978, 0.0234486479253662, 0.0626002711719827, 0.0201717254245546, 0.021866463260871, 0.0201810935092917, 0.4282546855935767, 0.0198828486062149, 0.2662469118890989, 0.0219447702544106, 0.8384253444870146, 0.0207331743743218, 1.0286592030865183, 0.023157595671891, 0.7946662042907602, 0.0205639764236087, 0.2486773192525678, 0.0209197854257907, 0.5017871014558298, 0.0200715752967186, 0.2706031365204393, 0.0241046613195065, 0.3838234804859271, 0.0180872097789718, 0.1653976277380493, 0.0210866214665543, 0.2974260605688641, 0.021014719389175, 0.1858306595767275, 0.0228033974408577, 0.0048799634668572, 0.0184123293828854, 0.1600778541640169, 0.0200554749412314]|343938.3132131804013625|      0.06250000|[678, 96, 6, 18]                                                           |  | used linear model with 129 points | iterate success | actual_k=8
       7|[0.6892071619325564, 0.0222344735714951, 0.6649207080737081, 0.0210583233778552, 0.6219658432321709, 0.0178320157196453, 1.3262206313957705, 0.0218151062190673, 0.0038666367602479, 0.0220903176950314, 1.2513610289998778, 0.0187196213017724, 0.2310108897655625, 0.0198239982527045, 1.2284574908001062, 0.0205747617104487, 4.588214388604135, 0.0379571042273369, 4.451836535861441, 0.0395580702384983, 0.0845120988107324, 0.0199882702881453, 0.2447428042044962, 0.0231672033729059, 0.7145295006210733, 0.0213858356683057, 0.2060522014402254, 0.0200528463977828, -0.0605769243425972, 0.0167473289962917, 1.4032851195023315, 0.0195972465680517, 0.245558859552978, 0.0234486479253662, 0.0626002711719827, 0.0201717254245546, 0.021866463260871, 0.0201810935092917, 0.4282546855935767, 0.0198828486062149, 0.2662469118890989, 0.0219447702544106, 0.8384253444870146, 0.0207331743743218, 1.0286592030865183, 0.023157595671891, 0.7946662042907602, 0.0205639764236087, 0.2486773192525678, 0.0209197854257907, 0.5017871014558298, 0.0200715752967186, 0.2706031365204393, 0.0241046613195065, 0.3838234804859271, 0.0180872097789718, 0.1653976277380493, 0.0210866214665543, 0.2974260605688641, 0.021014719389175, 0.1858306595767275, 0.0228033974408577, 0.0048799634668572, 0.0184123293828854, 0.1600778541640169, 0.0200554749412314]|343938.3132131804013625|      0.03125000|[791, 112, 7, 21]                                                          |  | used linear model with 129 points | iterate failure | actual_k=8
       8|[0.6891804157634127, 0.0256447929523395, 0.6594567368374845, 0.0220314017110338, 0.6230940203421238, 0.0193993007267425, 1.3314942482870815, 0.0288728104209253, 0.0065625667424316, 0.0196746771270322, 1.2494702386003715, 0.0248222929008482, 0.2350244944154983, 0.0199780574578633, 1.22566747214325, 0.0256494056829458, 4.58855180754919, 0.0527405989618903, 4.454166307976357, 0.0534217694717395, 0.0824518742586362, 0.019159473138388, 0.245274780608072, 0.0239814864082217, 0.715945617163725, 0.0205610301902778, 0.2061175315944407, 0.0214536740230944, -0.0616193471811655, 0.019290438847319, 1.4057514095086694, 0.0308607117029077, 0.2469544244350214, 0.0234657596372848, 0.0634491038482678, 0.0169839531095566, 0.019398172908265, 0.0173405452748221, 0.4256668835861026, 0.0200683798576379, 0.2653777780635023, 0.0226239768754402, 0.8391413370368119, 0.0270467530093817, 1.0257571789512994, 0.0234674960247049, 0.7959906070579047, 0.0257752125258291, 0.2496481149994623, 0.0211910295711018, 0.4997236691235954, 0.021912849116045, 0.2726157259139279, 0.0252409617745269, 0.3810638976617393, 0.0204184516795642, 0.1673221908003851, 0.0233845545479907, 0.3002662343113886, 0.0211639738652038, 0.1813815345191295, 0.0230810281768829, 0.0056860122344448, 0.018634447242943, 0.158415441356279, 0.0213419668092853]|294763.3338783553917892|      0.06250000|[904, 128, 8, 24]                                                          |  | used linear model with 129 points | iterate success | actual_k=8
       9|[0.6891804157634127, 0.0256447929523395, 0.6594567368374845, 0.0220314017110338, 0.6230940203421238, 0.0193993007267425, 1.3314942482870815, 0.0288728104209253, 0.0065625667424316, 0.0196746771270322, 1.2494702386003715, 0.0248222929008482, 0.2350244944154983, 0.0199780574578633, 1.22566747214325, 0.0256494056829458, 4.58855180754919, 0.0527405989618903, 4.454166307976357, 0.0534217694717395, 0.0824518742586362, 0.019159473138388, 0.245274780608072, 0.0239814864082217, 0.715945617163725, 0.0205610301902778, 0.2061175315944407, 0.0214536740230944, -0.0616193471811655, 0.019290438847319, 1.4057514095086694, 0.0308607117029077, 0.2469544244350214, 0.0234657596372848, 0.0634491038482678, 0.0169839531095566, 0.019398172908265, 0.0173405452748221, 0.4256668835861026, 0.0200683798576379, 0.2653777780635023, 0.0226239768754402, 0.8391413370368119, 0.0270467530093817, 1.0257571789512994, 0.0234674960247049, 0.7959906070579047, 0.0257752125258291, 0.2496481149994623, 0.0211910295711018, 0.4997236691235954, 0.021912849116045, 0.2726157259139279, 0.0252409617745269, 0.3810638976617393, 0.0204184516795642, 0.1673221908003851, 0.0233845545479907, 0.3002662343113886, 0.0211639738652038, 0.1813815345191295, 0.0230810281768829, 0.0056860122344448, 0.018634447242943, 0.158415441356279, 0.0213419668092853]|294763.3338783553917892|      0.03125000|[1017, 144, 9, 27]                                                         |  | used linear model with 129 points | iterate failure | actual_k=8
      10|[0.6885573727822681, 0.0306962610507168, 0.6580044811020573, 0.0286836999036367, 0.6215060037732433, 0.0231682672151776, 1.3296099387815004, 0.0313830779005119, 0.0092346266304376, 0.0198922189610918, 1.245667752783092, 0.0299908618227366, 0.2340248938437143, 0.0211166988154642, 1.2265417700248866, 0.0313387971877298, 4.590129916438937, 0.0663674227320584, 4.449052227616306, 0.065077409324508, 0.0852114935891234, 0.0217146865210413, 0.2478406514269015, 0.0217740717605484, 0.7170297623785384, 0.0275746013331591, 0.2045000915729955, 0.0158980778033054, -0.0600711840604439, 0.0216152945392276, 1.4035767309570173, 0.0402297606586666, 0.2423941685784814, 0.027995197475077, 0.0584063708007591, 0.0137669218981784, 0.0217478914017758, 0.0162014436132017, 0.4263940956000012, 0.0205951108390655, 0.2662155023578439, 0.0258074155274324, 0.837907205571544, 0.0288585964084603, 1.0261779807028213, 0.0300444098190126, 0.7950062025608234, 0.0289821959492537, 0.2512583545963033, 0.018294995394862, 0.4998124796870018, 0.0257368420637666, 0.2748396726892088, 0.0257965113406458, 0.3812828125385886, 0.0181851389689288, 0.1717310614263742, 0.0257376439526211, 0.3011555457922171, 0.0184210403158495, 0.1804210762824749, 0.0251332221860021, 0.0040979337529236, 0.0194099045555847, 0.1571989781256503, 0.0214369806367332]|269801.8758696989971213|      0.06250000|[1130, 160, 10, 30]                                                        |  | used linear model with 129 points | iterate success | actual_k=8
      11|[0.6885573727822681, 0.0306962610507168, 0.6580044811020573, 0.0286836999036367, 0.6215060037732433, 0.0231682672151776, 1.3296099387815004, 0.0313830779005119, 0.0092346266304376, 0.0198922189610918, 1.245667752783092, 0.0299908618227366, 0.2340248938437143, 0.0211166988154642, 1.2265417700248866, 0.0313387971877298, 4.590129916438937, 0.0663674227320584, 4.449052227616306, 0.065077409324508, 0.0852114935891234, 0.0217146865210413, 0.2478406514269015, 0.0217740717605484, 0.7170297623785384, 0.0275746013331591, 0.2045000915729955, 0.0158980778033054, -0.0600711840604439, 0.0216152945392276, 1.4035767309570173, 0.0402297606586666, 0.2423941685784814, 0.027995197475077, 0.0584063708007591, 0.0137669218981784, 0.0217478914017758, 0.0162014436132017, 0.4263940956000012, 0.0205951108390655, 0.2662155023578439, 0.0258074155274324, 0.837907205571544, 0.0288585964084603, 1.0261779807028213, 0.0300444098190126, 0.7950062025608234, 0.0289821959492537, 0.2512583545963033, 0.018294995394862, 0.4998124796870018, 0.0257368420637666, 0.2748396726892088, 0.0257965113406458, 0.3812828125385886, 0.0181851389689288, 0.1717310614263742, 0.0257376439526211, 0.3011555457922171, 0.0184210403158495, 0.1804210762824749, 0.0251332221860021, 0.0040979337529236, 0.0194099045555847, 0.1571989781256503, 0.0214369806367332]|269801.8758696989971213|      0.03125000|[1243, 176, 11, 33]                                                        |  | used linear model with 129 points | iterate failure | actual_k=8
