k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      0.50000000|[13, 0, 1, 4]                                                              |  | used linear model with 13 points | iterate failure | actual_k=0
       2|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      0.25000000|[26, 0, 2, 8]                                                              |  | used linear model with 13 points | iterate failure | actual_k=0
       3|[0.1218357828511083, 0.245516500991869, 0.2903528581088246, 0.2640457588456739, 0.3960040332902714, 0.6661685097697947, 0.8275855281983335, 0.8530954199828558, 0.9065447752005109, 1.0839128488489342]| 18.3553178676303617|      0.50000000|[39, 0, 3, 12]                                                             |  | used linear model with 13 points | iterate success | actual_k=0
       4|[0.1218357828511083, 0.245516500991869, 0.2903528581088246, 0.2640457588456739, 0.3960040332902714, 0.6661685097697947, 0.8275855281983335, 0.8530954199828558, 0.9065447752005109, 1.0839128488489342]| 18.3553178676303617|      0.25000000|[52, 0, 4, 16]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       5|[0.1218357828511083, 0.245516500991869, 0.2903528581088246, 0.2640457588456739, 0.3960040332902714, 0.6661685097697947, 0.8275855281983335, 0.8530954199828558, 0.9065447752005109, 1.0839128488489342]| 18.3553178676303617|      0.12500000|[65, 0, 5, 20]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       6|[0.1685579646356719, 0.2302623372960333, 0.2645337740547898, 0.2908390150026967, 0.3282272180926894, 0.7434595117983499, 0.8156320564414845, 0.819798916671349, 0.9088362273579015, 1.0832379439402364]|  9.6344121661139006|      0.25000000|[78, 0, 6, 24]                                                             |  | used linear model with 13 points | iterate success | actual_k=0
       7|[0.1685579646356719, 0.2302623372960333, 0.2645337740547898, 0.2908390150026967, 0.3282272180926894, 0.7434595117983499, 0.8156320564414845, 0.819798916671349, 0.9088362273579015, 1.0832379439402364]|  9.6344121661139006|      0.12500000|[91, 0, 7, 28]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       8|[0.179653598311064, 0.2006438715280697, 0.2564718772707342, 0.2596673050636722, 0.295068875788063, 0.8180545911641507, 0.8611702071181737, 0.7886692622193587, 0.8812914957527176, 1.0273579708185683]|  6.3035192169601251|      0.25000000|[104, 0, 8, 32]                                                            |  | used linear model with 13 points | iterate success | actual_k=0
       9|[0.179653598311064, 0.2006438715280697, 0.2564718772707342, 0.2596673050636722, 0.295068875788063, 0.8180545911641507, 0.8611702071181737, 0.7886692622193587, 0.8812914957527176, 1.0273579708185683]|  6.3035192169601251|      0.12500000|[117, 0, 9, 36]                                                            |  | used linear model with 13 points | iterate failure | actual_k=0
      10|[0.1797243414201649, 0.1931749542460111, 0.2449138132203436, 0.2720197527903185, 0.3148944736496641, 0.8445738271549057, 0.864622935600717, 0.8253159537685982, 0.8874020751849102, 0.9142453113323987]|  4.9495675084934536|      0.25000000|[130, 0, 10, 40]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      11|[0.1797243414201649, 0.1931749542460111, 0.2449138132203436, 0.2720197527903185, 0.3148944736496641, 0.8445738271549057, 0.864622935600717, 0.8253159537685982, 0.8874020751849102, 0.9142453113323987]|  4.9495675084934536|      0.12500000|[143, 0, 11, 44]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
