k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[126, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[251, 0, 0, 4]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[376, 0, 0, 6]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[119.98472288753022, -0.0119499145918988, 0.8750008633452562, 110.00789235372115, 0.188541725684634, 0.8496668261958019, 100.00230294565925, 0.2810039705536573, 0.7041544632232091, 87.99634097858703, 0.3156252596728414, 0.7080677291605367, 85.98399044704315, 0.3539384075872244, 0.6392620443010497, 84.00732440778033, 0.495242576282157, 0.529364164396589, 79.99838575553595, 0.6449345704667214, 0.336080150972952, 76.00924486998035, 0.8875236110849789, 0.1371888424580916, 886.3620928013174, 910.0168697825374, 922.5247768839099, 926.4540171057401, 935.5638640955043, 952.835126199527, 975.7234666600549]|2404.6442871093750000|      0.25000000|[501, 0, 0, 8]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       5|[119.98472288753022, -0.0119499145918988, 0.8750008633452562, 110.00789235372115, 0.188541725684634, 0.8496668261958019, 100.00230294565925, 0.2810039705536573, 0.7041544632232091, 87.99634097858703, 0.3156252596728414, 0.7080677291605367, 85.98399044704315, 0.3539384075872244, 0.6392620443010497, 84.00732440778033, 0.495242576282157, 0.529364164396589, 79.99838575553595, 0.6449345704667214, 0.336080150972952, 76.00924486998035, 0.8875236110849789, 0.1371888424580916, 886.3620928013174, 910.0168697825374, 922.5247768839099, 926.4540171057401, 935.5638640955043, 952.835126199527, 975.7234666600549]|2404.6442871093750000|      0.12500000|[626, 0, 0, 10]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[119.98472288753022, -0.0119499145918988, 0.8750008633452562, 110.00789235372115, 0.188541725684634, 0.8496668261958019, 100.00230294565925, 0.2810039705536573, 0.7041544632232091, 87.99634097858703, 0.3156252596728414, 0.7080677291605367, 85.98399044704315, 0.3539384075872244, 0.6392620443010497, 84.00732440778033, 0.495242576282157, 0.529364164396589, 79.99838575553595, 0.6449345704667214, 0.336080150972952, 76.00924486998035, 0.8875236110849789, 0.1371888424580916, 886.3620928013174, 910.0168697825374, 922.5247768839099, 926.4540171057401, 935.5638640955043, 952.835126199527, 975.7234666600549]|2404.6442871093750000|      0.06250000|[751, 0, 0, 12]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[119.98518086064777, 0.0154733969401026, 0.8830104797389917, 110.00854347742772, 0.1389158248379804, 0.8305399040501318, 100.00395862191823, 0.2856893334801545, 0.708582518273706, 87.99756097849743, 0.3270460889602388, 0.7129575398603563, 85.98263099847269, 0.3546232226006577, 0.6408188660809446, 84.0057643129439, 0.4941695003256842, 0.527628856608134, 80.00051059510588, 0.6476550713068496, 0.3384234233484617, 76.01036406310513, 0.8855775618367459, 0.1378892348472333, 886.3641767182886, 910.0150688039106, 922.5249782877225, 926.4527610408081, 935.5621152957854, 952.8371404242129, 975.7202846791517]|1410.8995361328125000|      0.12500000|[876, 0, 0, 14]                                                            |  | trying linear partial model with 65 points | iterate success | actual_k=0
       8|[119.98518086064777, 0.0154733969401026, 0.8830104797389917, 110.00854347742772, 0.1389158248379804, 0.8305399040501318, 100.00395862191823, 0.2856893334801545, 0.708582518273706, 87.99756097849743, 0.3270460889602388, 0.7129575398603563, 85.98263099847269, 0.3546232226006577, 0.6408188660809446, 84.0057643129439, 0.4941695003256842, 0.527628856608134, 80.00051059510588, 0.6476550713068496, 0.3384234233484617, 76.01036406310513, 0.8855775618367459, 0.1378892348472333, 886.3641767182886, 910.0150688039106, 922.5249782877225, 926.4527610408081, 935.5621152957854, 952.8371404242129, 975.7202846791517]|1410.8995361328125000|      0.06250000|[1001, 0, 0, 16]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[119.98296684497542, -0.0253536169734809, 0.8627469861291232, 110.01102847420995, 0.1415533233295822, 0.830701812962187, 100.00335394542716, 0.2557787880286578, 0.7041347852911419, 87.9964052787682, 0.3502808042060834, 0.7184369161607996, 85.98138342158857, 0.362414564681833, 0.6469004121121882, 84.00480356261988, 0.4899282620167236, 0.5216226885527036, 80.0038282061417, 0.6530123512705663, 0.3394352734870649, 76.0126548748291, 0.8880549961732135, 0.1404593293939846, 886.3638164585298, 910.0142802754816, 922.5319691474392, 926.4537193528733, 935.555021468432, 952.8403927528306, 975.7208682308996]|1087.1260986328125000|      0.12500000|[1126, 0, 0, 18]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      10|[119.98296684497542, -0.0253536169734809, 0.8627469861291232, 110.01102847420995, 0.1415533233295822, 0.830701812962187, 100.00335394542716, 0.2557787880286578, 0.7041347852911419, 87.9964052787682, 0.3502808042060834, 0.7184369161607996, 85.98138342158857, 0.362414564681833, 0.6469004121121882, 84.00480356261988, 0.4899282620167236, 0.5216226885527036, 80.0038282061417, 0.6530123512705663, 0.3394352734870649, 76.0126548748291, 0.8880549961732135, 0.1404593293939846, 886.3638164585298, 910.0142802754816, 922.5319691474392, 926.4537193528733, 935.555021468432, 952.8403927528306, 975.7208682308996]|1087.1260986328125000|      0.06250000|[1251, 0, 0, 20]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
