k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.001956126886846, 149.95265784071464, -99.97673505573367, 100.0026046208373, 200.03345303594696]|84525.1875000000000000|      2.00000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[47.61617666195002, 151.0876213024242, -100.50457717835869, 100.56525058988296, 199.59041192922768]|80143.7500000000000000|      4.00000000|[13, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[43.816471994130644, 150.67379918514783, -101.26420786217624, 99.6630902927385, 199.58242975761516]|68234.5937500000000000|      8.00000000|[19, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[39.65620506898275, 156.88711300244552, -99.88091692328435, 102.05238727493392, 198.900757821454]|57934.7500000000000000|     16.00000000|[25, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[26.74409166643941, 157.89093339929445, -94.22211074204891, 100.63740300649688, 206.2659057638933]|29856.0761718750000000|     32.00000000|[31, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       6|[2.2155995827047796, 148.97661027094205, -100.97009958012914, 96.62203763895018, 189.49600991246535]|2520.3747558593750000|     64.00000000|[37, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[2.2155995827047796, 148.97661027094205, -100.97009958012914, 96.62203763895018, 189.49600991246535]|2520.3747558593750000|     32.00000000|[45, 0, 0, 15]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[2.2155995827047796, 148.97661027094205, -100.97009958012914, 96.62203763895018, 189.49600991246535]|2520.3747558593750000|     16.00000000|[53, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[2.2155995827047796, 148.97661027094205, -100.97009958012914, 96.62203763895018, 189.49600991246535]|2520.3747558593750000|      8.00000000|[61, 0, 0, 21]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[2.2155995827047796, 148.97661027094205, -100.97009958012914, 96.62203763895018, 189.49600991246535]|2520.3747558593750000|      4.00000000|[69, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[-1.2504327107548598, 148.63334620782004, -102.5974987779573, 95.5778067014798, 189.8564867131085]|2044.3593750000000000|      8.00000000|[75, 0, 0, 26]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
