k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3676046885735828, 1.1437052237636964, 0.1218058069301578, 1.3795395725871296, 1.2247791396742438, 1.794762360750914, 0.9671646813158565, 1.045581026623684]| 85.3903350830078125|      2.00000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[0.3676046885735828, 1.1437052237636964, 0.1218058069301578, 1.3795395725871296, 1.2247791396742438, 1.794762360750914, 0.9671646813158565, 1.045581026623684]| 85.3903350830078125|      1.00000000|[58, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.3676046885735828, 1.1437052237636964, 0.1218058069301578, 1.3795395725871296, 1.2247791396742438, 1.794762360750914, 0.9671646813158565, 1.045581026623684]| 85.3903350830078125|      0.50000000|[87, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.3676046885735828, 1.1437052237636964, 0.1218058069301578, 1.3795395725871296, 1.2247791396742438, 1.794762360750914, 0.9671646813158565, 1.045581026623684]| 85.3903350830078125|      0.25000000|[115, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.3762685485419781, 1.0187986529257937, 0.1460309646728845, 1.3004291185220402, 1.1341592809702636, 1.617715169999947, 0.9872202518273799, 1.0413299762784065]| 64.7293701171875000|      0.50000000|[144, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[0.3762685485419781, 1.0187986529257937, 0.1460309646728845, 1.3004291185220402, 1.1341592809702636, 1.617715169999947, 0.9872202518273799, 1.0413299762784065]| 64.7293701171875000|      0.25000000|[172, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.3762685485419781, 1.0187986529257937, 0.1460309646728845, 1.3004291185220402, 1.1341592809702636, 1.617715169999947, 0.9872202518273799, 1.0413299762784065]| 64.7293701171875000|      0.12500000|[200, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.3762685485419781, 1.0187986529257937, 0.1460309646728845, 1.3004291185220402, 1.1341592809702636, 1.617715169999947, 0.9872202518273799, 1.0413299762784065]| 64.7293701171875000|      0.06250000|[228, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.3541411861665986, 1.0082781118921846, 0.1311147208865576, 1.284050982758132, 1.1455530951778752, 1.664031656946002, 0.9844880925867445, 1.0182494708347034]| 62.1375198364257812|      0.12500000|[257, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      10|[0.3541411861665986, 1.0082781118921846, 0.1311147208865576, 1.284050982758132, 1.1455530951778752, 1.664031656946002, 0.9844880925867445, 1.0182494708347034]| 62.1375198364257812|      0.06250000|[285, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.3088130442513844, 0.9869874089760009, 0.1096451962233171, 1.2668514370198662, 1.1288097169768936, 1.6800510889485125, 0.9751297452065432, 1.0141252647258698]| 60.0936813354492188|      0.12500000|[314, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      12|[0.2736484873064583, 0.942805128361526, 0.1104652528514068, 1.2958402973557286, 1.1412948756853227, 1.7835007922041521, 0.9503745655645074, 1.025297296204585]| 59.2760429382324219|      0.25000000|[342, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      13|[0.2736484873064583, 0.942805128361526, 0.1104652528514068, 1.2958402973557286, 1.1412948756853227, 1.7835007922041521, 0.9503745655645074, 1.025297296204585]| 59.2760429382324219|      0.12500000|[370, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.2207457582774102, 0.885140878716056, 0.0905595879708633, 1.2382352735389006, 1.1062893356481007, 1.7264904200120783, 0.973170994848331, 0.9971669966690038]| 55.6320343017578125|      0.25000000|[398, 28, 0, 28]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      15|[0.2207457582774102, 0.885140878716056, 0.0905595879708633, 1.2382352735389006, 1.1062893356481007, 1.7264904200120783, 0.973170994848331, 0.9971669966690038]| 55.6320343017578125|      0.12500000|[426, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.1783529110991979, 0.8398524378320755, 0.0672138290638364, 1.222885832019137, 1.1232959876734758, 1.7912834240245759, 0.9921250457798928, 1.0755861154329718]| 51.9081497192382812|      0.25000000|[454, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      17|[0.1783529110991979, 0.8398524378320755, 0.0672138290638364, 1.222885832019137, 1.1232959876734758, 1.7912834240245759, 0.9921250457798928, 1.0755861154329718]| 51.9081497192382812|      0.12500000|[482, 34, 0, 34]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[0.0957653067377313, 0.846906343975749, -0.0071735179384469, 1.1851547498693469, 1.1198865560989673, 1.8045374121089017, 0.966040302441319, 1.0450949396459046]| 48.5644721984863281|      0.25000000|[510, 36, 0, 36]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
