k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       2|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      0.25000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       3|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      0.12500000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       4|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      0.06250000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       5|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      0.03125000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       6|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      0.01562500|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       7|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      0.00781250|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       8|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      0.00390625|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       9|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      0.00195312|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
      10|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      0.00097656|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      11|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      0.00048828|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[-3.5000381263044944, 0.9997493337019033, 2.68669642232e-05, -0.0004076214492066, 1.7000558256739275, -2.63082196039e-05, -5.43471535328e-05, 2.21822000814e-05]|1924.8062949492175449|      0.00097656|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      13|[-3.5000381263044944, 0.9997493337019033, 2.68669642232e-05, -0.0004076214492066, 1.7000558256739275, -2.63082196039e-05, -5.43471535328e-05, 2.21822000814e-05]|1924.8062949492175449|      0.00048828|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[-3.5000381263044944, 0.9997493337019033, 2.68669642232e-05, -0.0004076214492066, 1.7000558256739275, -2.63082196039e-05, -5.43471535328e-05, 2.21822000814e-05]|1924.8062949492175449|      0.00024414|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      15|[-3.5000381263044944, 0.9997493337019033, 2.68669642232e-05, -0.0004076214492066, 1.7000558256739275, -2.63082196039e-05, -5.43471535328e-05, 2.21822000814e-05]|1924.8062949492175449|      0.00012207|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[-3.5000092307086357, 0.9996870919484152, 3.07322213483e-05, -0.0004744377880445, 1.7000760189520079, -6.48012678838e-05, -7.4560596915e-05, 8.06179765314e-05]|1450.8425090114612885|      0.00024414|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      17|[-3.5000092307086357, 0.9996870919484152, 3.07322213483e-05, -0.0004744377880445, 1.7000760189520079, -6.48012678838e-05, -7.4560596915e-05, 8.06179765314e-05]|1450.8425090114612885|      0.00012207|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
