k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[31, 2, 1, 3]                                                              |  | used linear model with 33 points | iterate failure | actual_k=1
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[62, 4, 2, 6]                                                              |  | used linear model with 33 points | iterate failure | actual_k=1
       3|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.12500000|[93, 6, 3, 9]                                                              |  | used linear model with 33 points | iterate failure | actual_k=1
       4|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.06250000|[124, 8, 4, 12]                                                            |  | used linear model with 33 points | iterate failure | actual_k=1
       5|[100.00507487907039, 0.026203434496825, 0.1906717092652079, 0.9067580807082614, 100.0036695641646, 0.0156634478251822, 0.2007553461817053, 0.8048424484857871, 99.9976436891145, 0.0428897854189278, 0.2917051000778068, 0.8082219312023106, 99.99633793579426, 0.1286941863998927, 0.2901003694851463, 0.6022939631569427, 99.9992982528568, 0.2900126091978391, 0.4949595101234305, 0.2836050699125818, 99.98387837496288, 0.6123372959089982, 0.5819483837837545, 0.0138234173377103, 300.0029476963655, 300.0147270434544, 300.00729042513296, 299.9969136331707, 299.994164061177]|572.2918665906173601|      0.12500000|[155, 10, 5, 15]                                                           |  | used linear model with 33 points | iterate success | actual_k=1
       6|[100.00302943280784, 0.0565513040446514, 0.2465387754558518, 0.9223557083410575, 100.01230254563352, 0.0379629485275875, 0.1802425182574217, 0.8050708500860894, 99.98586000207163, 0.0291467547363105, 0.2650514110516989, 0.792354098433377, 99.99036448812812, 0.1532370966382874, 0.2815991024772335, 0.6475993894958008, 99.97409709868215, 0.2579628553419153, 0.4930529852655637, 0.2686681581764828, 100.01301887980874, 0.5949341429190295, 0.5812750583534382, 0.0034073497771717, 299.9749820117475, 300.04863726449645, 299.9909772019554, 300.0237834826542, 300.00899140246185]|389.8600616751728012|      0.25000000|[186, 12, 6, 18]                                                           |  | used linear model with 33 points | iterate success | actual_k=1
       7|[100.00302943280784, 0.0565513040446514, 0.2465387754558518, 0.9223557083410575, 100.01230254563352, 0.0379629485275875, 0.1802425182574217, 0.8050708500860894, 99.98586000207163, 0.0291467547363105, 0.2650514110516989, 0.792354098433377, 99.99036448812812, 0.1532370966382874, 0.2815991024772335, 0.6475993894958008, 99.97409709868215, 0.2579628553419153, 0.4930529852655637, 0.2686681581764828, 100.01301887980874, 0.5949341429190295, 0.5812750583534382, 0.0034073497771717, 299.9749820117475, 300.04863726449645, 299.9909772019554, 300.0237834826542, 300.00899140246185]|389.8600616751728012|      0.12500000|[217, 14, 7, 21]                                                           |  | used linear model with 33 points | iterate failure | actual_k=1
       8|[100.00302943280784, 0.0565513040446514, 0.2465387754558518, 0.9223557083410575, 100.01230254563352, 0.0379629485275875, 0.1802425182574217, 0.8050708500860894, 99.98586000207163, 0.0291467547363105, 0.2650514110516989, 0.792354098433377, 99.99036448812812, 0.1532370966382874, 0.2815991024772335, 0.6475993894958008, 99.97409709868215, 0.2579628553419153, 0.4930529852655637, 0.2686681581764828, 100.01301887980874, 0.5949341429190295, 0.5812750583534382, 0.0034073497771717, 299.9749820117475, 300.04863726449645, 299.9909772019554, 300.0237834826542, 300.00899140246185]|389.8600616751728012|      0.06250000|[248, 16, 8, 24]                                                           |  | used linear model with 33 points | iterate failure | actual_k=1
       9|[100.0040204774162, 0.0882254975844916, 0.2715007238191158, 0.9410780757878151, 100.0137456829513, 0.0578056532373036, 0.1783737850109582, 0.7994047120786024, 99.98208823625903, 0.0366107615246108, 0.2712271442163303, 0.7826975233421413, 99.98264168635403, 0.1455821917299791, 0.2810684455796226, 0.6498362776920541, 99.97977440474793, 0.2388101799892883, 0.4739821656891064, 0.271283207798972, 100.01719913265524, 0.5954568307364443, 0.5951208545878327, -0.0042698617929851, 299.97124867074535, 300.0434347149383, 299.9856590831519, 300.0209889385029, 300.016544036218]|301.2655657233335091|      0.12500000|[279, 18, 9, 27]                                                           |  | used linear model with 33 points | iterate success | actual_k=1
      10|[100.0040204774162, 0.0882254975844916, 0.2715007238191158, 0.9410780757878151, 100.0137456829513, 0.0578056532373036, 0.1783737850109582, 0.7994047120786024, 99.98208823625903, 0.0366107615246108, 0.2712271442163303, 0.7826975233421413, 99.98264168635403, 0.1455821917299791, 0.2810684455796226, 0.6498362776920541, 99.97977440474793, 0.2388101799892883, 0.4739821656891064, 0.271283207798972, 100.01719913265524, 0.5954568307364443, 0.5951208545878327, -0.0042698617929851, 299.97124867074535, 300.0434347149383, 299.9856590831519, 300.0209889385029, 300.016544036218]|301.2655657233335091|      0.06250000|[310, 20, 10, 30]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
      11|[100.00290939039209, 0.0982310407821053, 0.287816767113851, 0.9641502922066972, 99.99505563280393, 0.0653240373997405, 0.1909739484595277, 0.8099310209862622, 99.99187491547163, 0.0377556077321734, 0.2828032529546823, 0.7585784663190277, 99.99101598764194, 0.152733224135107, 0.2693758666266932, 0.6514802021732986, 99.976080594272, 0.239304837455956, 0.4665834144238021, 0.2677007758266856, 100.00745717705017, 0.580742285812119, 0.5977373362859726, -0.0187803290878631, 299.96986974729407, 300.03651902034966, 300.00021463072954, 300.0372822582119, 300.02750263147016]|269.2474912681666410|      0.12500000|[341, 22, 11, 33]                                                          |  | used linear model with 33 points | iterate success | actual_k=1
