k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.50000000|[7, 2, 1, 3]                                                               |  | used linear model with 9 points | iterate failure | actual_k=1
       2|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.25000000|[14, 4, 2, 6]                                                              |  | used linear model with 9 points | iterate failure | actual_k=1
       3|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.12500000|[21, 6, 3, 9]                                                              |  | used linear model with 9 points | iterate failure | actual_k=1
       4|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.06250000|[28, 8, 4, 12]                                                             |  | used linear model with 9 points | iterate failure | actual_k=1
       5|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.03125000|[35, 10, 5, 15]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       6|[1000.0079858239868, 1000.0010323464688, 399.9910320659181, 40.005845745096806, 0.6842732415912773, 0.2913280204825414, 0.0082148527710523]|2200972.7818172047846019|      0.06250000|[42, 12, 6, 18]                                                            |  | used linear model with 9 points | iterate success | actual_k=1
       7|[1000.0079858239868, 1000.0010323464688, 399.9910320659181, 40.005845745096806, 0.6842732415912773, 0.2913280204825414, 0.0082148527710523]|2200972.7818172047846019|      0.03125000|[49, 14, 7, 21]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       8|[1000.006414331725, 999.9924588676477, 399.9789430687716, 40.00491665871974, 0.6803661248527781, 0.3002627889489489, -0.0174461228673194]|1526949.5007286171894521|      0.06250000|[56, 16, 8, 24]                                                            |  | used linear model with 9 points | iterate success | actual_k=1
       9|[1000.0144743649374, 999.9907161241334, 399.95775365677196, 40.01920612764375, 0.7118873301139501, 0.2884333500823978, -0.0627401246956141]|1339523.3576994261238724|      0.12500000|[63, 18, 9, 27]                                                            |  | used linear model with 9 points | iterate success | actual_k=1
      10|[1000.0144743649374, 999.9907161241334, 399.95775365677196, 40.01920612764375, 0.7118873301139501, 0.2884333500823978, -0.0627401246956141]|1339523.3576994261238724|      0.06250000|[70, 20, 10, 30]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      11|[1000.0144743649374, 999.9907161241334, 399.95775365677196, 40.01920612764375, 0.7118873301139501, 0.2884333500823978, -0.0627401246956141]|1339523.3576994261238724|      0.03125000|[77, 22, 11, 33]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      12|[1000.0114891014068, 999.996913151962, 399.9462594324682, 40.025680548729454, 0.7311011797439457, 0.2942977838914783, -0.0439878281562502]|1296579.1789411962963641|      0.06250000|[84, 24, 12, 36]                                                           |  | used linear model with 9 points | iterate success | actual_k=1
      13|[1000.0114891014068, 999.996913151962, 399.9462594324682, 40.025680548729454, 0.7311011797439457, 0.2942977838914783, -0.0439878281562502]|1296579.1789411962963641|      0.03125000|[91, 26, 13, 39]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      14|[1000.0114891014068, 999.996913151962, 399.9462594324682, 40.025680548729454, 0.7311011797439457, 0.2942977838914783, -0.0439878281562502]|1296579.1789411962963641|      0.01562500|[98, 28, 14, 42]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      15|[1000.0135537171533, 999.9952074568922, 399.94887315969095, 40.02522618400567, 0.7345512000464686, 0.2930886244513609, -0.0587040052145626]|1273422.4560540085658431|      0.03125000|[105, 30, 15, 45]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      16|[1000.0135537171533, 999.9952074568922, 399.94887315969095, 40.02522618400567, 0.7345512000464686, 0.2930886244513609, -0.0587040052145626]|1273422.4560540085658431|      0.01562500|[112, 32, 16, 48]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      17|[1000.0135368309025, 999.9922544714608, 399.9469091819389, 40.02533699041396, 0.7471026669080721, 0.2887792662541577, -0.0512581445003188]|1245139.8117556234356016|      0.03125000|[119, 34, 17, 51]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      18|[1000.0135368309025, 999.9922544714608, 399.9469091819389, 40.02533699041396, 0.7471026669080721, 0.2887792662541577, -0.0512581445003188]|1245139.8117556234356016|      0.01562500|[126, 36, 18, 54]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      19|[1000.0135368309025, 999.9922544714608, 399.9469091819389, 40.02533699041396, 0.7471026669080721, 0.2887792662541577, -0.0512581445003188]|1245139.8117556234356016|      0.00781250|[133, 38, 19, 57]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      20|[1000.0133649793653, 999.991838377349, 399.94818383638636, 40.028020360910844, 0.7532723656424525, 0.2864795276564634, -0.0541997916094455]|1226829.8630617768503726|      0.01562500|[140, 40, 20, 60]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      21|[1000.0124456866574, 999.99211923989, 399.9477539449824, 40.02256603495467, 0.7590953219970596, 0.2785099711827151, -0.0649636901968109]|1208206.2807751209475100|      0.03125000|[147, 42, 21, 63]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      22|[1000.0133149012617, 1000.0049522606083, 399.9527946368116, 40.038134643505444, 0.7796944157473182, 0.2891944376279232, -0.0671659418494026]|1173744.7737543361727148|      0.06250000|[154, 44, 22, 66]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      23|[1000.0133149012617, 1000.0049522606083, 399.9527946368116, 40.038134643505444, 0.7796944157473182, 0.2891944376279232, -0.0671659418494026]|1173744.7737543361727148|      0.03125000|[161, 46, 23, 69]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      24|[1000.0133149012617, 1000.0049522606083, 399.9527946368116, 40.038134643505444, 0.7796944157473182, 0.2891944376279232, -0.0671659418494026]|1173744.7737543361727148|      0.01562500|[168, 48, 24, 72]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
