k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 400000.0, 25000.0]                                                        |4515242701191391.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.8183433774690227, 399999.6405873712, 24999.084673045443]                     |3735952504456203.0000000000000000|      2.00000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       2|[1.0405348568912385, 399998.21052506956, 25000.246540386754]                    |1219936924533808.0000000000000000|      4.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       3|[1.0405348568912385, 399998.21052506956, 25000.246540386754]                    |1219936924533808.0000000000000000|      2.00000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.215493860865723, 399999.8647626546, 24999.48312348416]                       |51807243262391.4218750000000000|      4.00000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       5|[0.215493860865723, 399999.8647626546, 24999.48312348416]                       |51807243262391.4218750000000000|      2.00000000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[0.215493860865723, 399999.8647626546, 24999.48312348416]                       |51807243262391.4218750000000000|      1.00000000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.215493860865723, 399999.8647626546, 24999.48312348416]                       |51807243262391.4218750000000000|      0.50000000|[28, 7, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.0403408857291098, 400000.242407024, 24999.20616470469]                       |1709188123928.6030273437500000|      1.00000000|[32, 8, 8, 16]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       9|[0.0403408857291098, 400000.242407024, 24999.20616470469]                       |1709188123928.6030273437500000|      0.50000000|[36, 9, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[0.0403408857291098, 400000.242407024, 24999.20616470469]                       |1709188123928.6030273437500000|      0.25000000|[40, 10, 10, 20]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[0.0403408857291098, 400000.242407024, 24999.20616470469]                       |1709188123928.6030273437500000|      0.12500000|[44, 11, 11, 22]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[0.0403408857291098, 400000.242407024, 24999.20616470469]                       |1709188123928.6030273437500000|      0.06250000|[48, 12, 12, 24]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[0.0141486859925097, 400000.21962941193, 24999.15418971973]                     |182622400656.0813903808593750|      0.12500000|[52, 13, 13, 26]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      14|[0.0141486859925097, 400000.21962941193, 24999.15418971973]                     |182622400656.0813903808593750|      0.06250000|[56, 14, 14, 28]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      15|[0.0141486859925097, 400000.21962941193, 24999.15418971973]                     |182622400656.0813903808593750|      0.03125000|[60, 15, 15, 30]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
