k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.00335429914429, 149.94193567561047, -100.05765824101748, 100.00118573426708, 200.00004975986238]|84511.8125000000000000|      2.00000000|[25, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | iterate success | actual_k=4
       2|[47.01039118566773, 149.8222417820755, -100.17496129218334, 99.99949835386057, 200.00297330339444]|78035.8437500000000000|      4.00000000|[49, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       3|[43.02533812001083, 149.57596757257895, -100.41542062953218, 99.984413624575, 200.02852395230042]|65876.5468750000000000|      8.00000000|[73, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       4|[35.05776407407027, 149.0084204377339, -100.82909993054177, 100.04612115176093, 200.17245341137115]|44731.7343750000000000|     16.00000000|[97, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       5|[19.235068249867528, 148.19782590739234, -102.99845380208467, 100.1182677206384, 199.64906826183167]|15128.8073586557002272|     32.00000000|[121, 40, 1, 11]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
       6|[-12.040128651280458, 143.0215152447336, -106.93007001504118, 100.13382751457696, 197.74906337633828]|5671.8115234375000000|     64.00000000|[146, 48, 1, 13]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       7|[-12.040128651280458, 143.0215152447336, -106.93007001504118, 100.13382751457696, 197.74906337633828]|5671.8115234375000000|     32.00000000|[170, 56, 1, 15]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[-12.040128651280458, 143.0215152447336, -106.93007001504118, 100.13382751457696, 197.74906337633828]|5671.8115234375000000|     16.00000000|[194, 64, 1, 17]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[3.9080311805807053, 142.47594843841705, -105.9406377378808, 99.52827867769254, 197.63553270948182]|1914.3374023437500000|     32.00000000|[218, 72, 1, 19]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      10|[3.9080311805807053, 142.47594843841705, -105.9406377378808, 99.52827867769254, 197.63553270948182]|1914.3374023437500000|     16.00000000|[242, 80, 2, 22]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      11|[3.9080311805807053, 142.47594843841705, -105.9406377378808, 99.52827867769254, 197.63553270948182]|1914.3374023437500000|      8.00000000|[267, 88, 2, 24]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      12|[-3.2199441249395635, 139.73118118722618, -108.11904611739598, 99.82390480996543, 196.72703785387793]|1232.8230444349042045|     16.00000000|[291, 96, 3, 27]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      13|[-3.2199441249395635, 139.73118118722618, -108.11904611739598, 99.82390480996543, 196.72703785387793]|1232.8230444349042045|      8.00000000|[316, 104, 3, 29]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      14|[-3.2199441249395635, 139.73118118722618, -108.11904611739598, 99.82390480996543, 196.72703785387793]|1232.8230444349042045|      4.00000000|[340, 112, 4, 32]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      15|[0.2317977529059156, 138.17818929060178, -109.24124704957187, 99.2260189740794, 196.96555781701963]|808.3140571752223877|      8.00000000|[365, 120, 5, 35]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      16|[0.7911313047846025, 131.9926072192683, -113.90285468367887, 97.56931726438222, 197.94048044331498]|327.3256685624284046|     16.00000000|[390, 128, 6, 38]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      17|[0.7911313047846025, 131.9926072192683, -113.90285468367887, 97.56931726438222, 197.94048044331498]|327.3256685624284046|      8.00000000|[415, 136, 6, 40]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      18|[0.7911313047846025, 131.9926072192683, -113.90285468367887, 97.56931726438222, 197.94048044331498]|327.3256685624284046|      4.00000000|[439, 144, 6, 42]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      19|[-1.232454369101652, 130.09663224108473, -116.5990313175818, 98.00187933956876, 197.01641252781835]|241.8218994140625000|      8.00000000|[463, 152, 6, 44]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      20|[-1.232454369101652, 130.09663224108473, -116.5990313175818, 98.00187933956876, 197.01641252781835]|241.8218994140625000|      4.00000000|[487, 160, 7, 47]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      21|[1.6219917291738981, 128.41432633839884, -117.94173213480626, 96.2752810567471, 196.52856295365658]|159.5554949388981925|      8.00000000|[512, 168, 8, 50]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
