k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.277609229555277, 1.270948146180248, 0.0688922392517922, 1.5071350228870086, 0.7696612042209977, 1.680660381303126, 1.2525494380826723, 1.0863273507468405]| 81.6693711378945579|      2.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 9 points | iterate success | actual_k=1
       2|[0.277609229555277, 1.270948146180248, 0.0688922392517922, 1.5071350228870086, 0.7696612042209977, 1.680660381303126, 1.2525494380826723, 1.0863273507468405]| 81.6693711378945579|      1.00000000|[14, 4, 2, 6]                                                              |  | used linear model with 9 points | iterate failure | actual_k=1
       3|[0.277609229555277, 1.270948146180248, 0.0688922392517922, 1.5071350228870086, 0.7696612042209977, 1.680660381303126, 1.2525494380826723, 1.0863273507468405]| 81.6693711378945579|      0.50000000|[21, 6, 3, 9]                                                              |  | used linear model with 9 points | iterate failure | actual_k=1
       4|[0.277609229555277, 1.270948146180248, 0.0688922392517922, 1.5071350228870086, 0.7696612042209977, 1.680660381303126, 1.2525494380826723, 1.0863273507468405]| 81.6693711378945579|      0.25000000|[28, 8, 4, 12]                                                             |  | used linear model with 9 points | iterate failure | actual_k=1
       5|[0.1163231235136808, 1.15767000051142, 0.0732079679673304, 1.5184292393591852, 0.772294785682346, 1.6737726784349543, 1.237740013269058, 0.9338971253770656]| 64.0757235819391724|      0.50000000|[35, 10, 5, 15]                                                            |  | used linear model with 9 points | iterate success | actual_k=1
       6|[0.1163231235136808, 1.15767000051142, 0.0732079679673304, 1.5184292393591852, 0.772294785682346, 1.6737726784349543, 1.237740013269058, 0.9338971253770656]| 64.0757235819391724|      0.25000000|[42, 12, 6, 18]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       7|[-0.0447581557230564, 1.028832292393715, 0.0135596450706084, 1.5556035670195887, 0.7242271333950349, 1.6981954282723293, 1.2468938354221597, 1.0435467994258067]| 58.6360586451339003|      0.50000000|[49, 14, 7, 21]                                                            |  | used linear model with 9 points | iterate success | actual_k=1
       8|[-0.0447581557230564, 1.028832292393715, 0.0135596450706084, 1.5556035670195887, 0.7242271333950349, 1.6981954282723293, 1.2468938354221597, 1.0435467994258067]| 58.6360586451339003|      0.25000000|[56, 16, 8, 24]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       9|[-0.1318876221828831, 0.9833075093741834, 0.0091396374110384, 1.4618802881246513, 0.569229564022536, 1.821601213986641, 1.2558002857200463, 0.9749917017680565]| 54.5654190339936278|      0.50000000|[63, 18, 9, 27]                                                            |  | used linear model with 9 points | iterate success | actual_k=1
      10|[-0.1318876221828831, 0.9833075093741834, 0.0091396374110384, 1.4618802881246513, 0.569229564022536, 1.821601213986641, 1.2558002857200463, 0.9749917017680565]| 54.5654190339936278|      0.25000000|[70, 20, 10, 30]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      11|[-0.1318876221828831, 0.9833075093741834, 0.0091396374110384, 1.4618802881246513, 0.569229564022536, 1.821601213986641, 1.2558002857200463, 0.9749917017680565]| 54.5654190339936278|      0.12500000|[77, 22, 11, 33]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      12|[-0.1632056252679374, 0.9630717375319515, -0.0461104916456162, 1.447800075304786, 0.5990163031802465, 1.7276302013217264, 1.291347195218284, 0.9765675320536552]| 49.4404335392840437|      0.25000000|[84, 24, 12, 36]                                                           |  | used linear model with 9 points | iterate success | actual_k=1
      13|[-0.1632056252679374, 0.9630717375319515, -0.0461104916456162, 1.447800075304786, 0.5990163031802465, 1.7276302013217264, 1.291347195218284, 0.9765675320536552]| 49.4404335392840437|      0.12500000|[91, 26, 13, 39]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      14|[-0.1632056252679374, 0.9630717375319515, -0.0461104916456162, 1.447800075304786, 0.5990163031802465, 1.7276302013217264, 1.291347195218284, 0.9765675320536552]| 49.4404335392840437|      0.06250000|[98, 28, 14, 42]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      15|[-0.1576232453118495, 0.924200977692998, -0.0478909207323745, 1.4372106909496676, 0.6045934386252706, 1.7599502528456539, 1.2571138021535644, 0.9754581611464249]| 48.3792474239557109|      0.12500000|[105, 30, 15, 45]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      16|[-0.1576232453118495, 0.924200977692998, -0.0478909207323745, 1.4372106909496676, 0.6045934386252706, 1.7599502528456539, 1.2571138021535644, 0.9754581611464249]| 48.3792474239557109|      0.06250000|[112, 32, 16, 48]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      17|[-0.2149536578957691, 0.9060332477852431, -0.0539947077139614, 1.427448836596895, 0.6099445274723366, 1.7615836388480621, 1.267449547438913, 0.9797857048780837]| 46.4662981773112520|      0.12500000|[119, 34, 17, 51]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      18|[-0.2149536578957691, 0.9060332477852431, -0.0539947077139614, 1.427448836596895, 0.6099445274723366, 1.7615836388480621, 1.267449547438913, 0.9797857048780837]| 46.4662981773112520|      0.06250000|[126, 36, 18, 54]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      19|[-0.2327566619780443, 0.8863047274345196, -0.0678116565899236, 1.438286686471427, 0.6015703208286293, 1.7835219434864837, 1.2587368497631108, 1.0273713520436325]| 45.0103954998041473|      0.12500000|[133, 38, 19, 57]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      20|[-0.2327566619780443, 0.8863047274345196, -0.0678116565899236, 1.438286686471427, 0.6015703208286293, 1.7835219434864837, 1.2587368497631108, 1.0273713520436325]| 45.0103954998041473|      0.06250000|[140, 40, 20, 60]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      21|[-0.2327566619780443, 0.8863047274345196, -0.0678116565899236, 1.438286686471427, 0.6015703208286293, 1.7835219434864837, 1.2587368497631108, 1.0273713520436325]| 45.0103954998041473|      0.03125000|[147, 42, 21, 63]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      22|[-0.257393035752394, 0.8730848135814754, -0.0678778562245188, 1.4409862212803337, 0.6040265683124989, 1.7797289541437582, 1.2587847723149377, 1.0144434218935472]| 44.0523509572947489|      0.06250000|[154, 44, 22, 66]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      23|[-0.257393035752394, 0.8730848135814754, -0.0678778562245188, 1.4409862212803337, 0.6040265683124989, 1.7797289541437582, 1.2587847723149377, 1.0144434218935472]| 44.0523509572947489|      0.03125000|[161, 46, 23, 69]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
