k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 2.0, 0.0]                                                                 |629.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.1354154015778437, 2.8923502380865673, 0.4305504867055173]                    |263.6865843584418485|      2.00000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=0
       2|[1.1354154015778437, 2.8923502380865673, 0.4305504867055173]                    |263.6865843584418485|      1.00000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[1.1354154015778437, 2.8923502380865673, 0.4305504867055173]                    |263.6865843584418485|      0.50000000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[1.3063032738353828, 2.617484488993808, 0.8116622224090602]                     |179.5707097601298585|      1.00000000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       5|[1.3063032738353828, 2.617484488993808, 0.8116622224090602]                     |179.5707097601298585|      0.50000000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[1.3063032738353828, 2.617484488993808, 0.8116622224090602]                     |179.5707097601298585|      0.25000000|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[1.360472503461905, 2.3746646539369265, 0.8362431553575468]                     |145.0413285724013122|      0.50000000|[35, 0, 7, 14]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       8|[1.360472503461905, 2.3746646539369265, 0.8362431553575468]                     |145.0413285724013122|      0.25000000|[40, 0, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[1.314150463173737, 2.1292732628103073, 0.824524207261238]                      |134.8266595925796310|      0.50000000|[45, 0, 9, 18]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
      10|[0.9565434967251222, 1.9117916198234997, 1.0980548134302333]                    |100.2555752492688725|      1.00000000|[50, 0, 10, 20]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      11|[0.9565434967251222, 1.9117916198234997, 1.0980548134302333]                    |100.2555752492688725|      0.50000000|[55, 0, 11, 22]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[0.9565434967251222, 1.9117916198234997, 1.0980548134302333]                    |100.2555752492688725|      0.25000000|[60, 0, 12, 24]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[0.8560379369636849, 1.8637446248632308, 0.874246594786842]                     | 71.4457465157971399|      0.50000000|[65, 0, 13, 26]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      14|[0.8560379369636849, 1.8637446248632308, 0.874246594786842]                     | 71.4457465157971399|      0.25000000|[70, 0, 14, 28]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      15|[0.9529014486328342, 1.7530107283847356, 1.0763739414715756]                    | 59.1530173504354693|      0.50000000|[75, 0, 15, 30]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
