k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.50000000|[91, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.25000000|[181, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.12500000|[271, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.06250000|[361, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[4.143125049016109, 0.0422004930333106, 0.1698453021921132, 0.0222006323837846, 1.6582811388184353, 0.0271966349199514, 1.183821604432217, 0.0371589855098469, 0.2879361266739413, 0.0164069642369185, 0.3350512917721925, 0.0241235757336077, 0.0762987418942072, 0.0177397130356355, 0.2564911021877605, 0.0116717954897825, 1.3981294313297945, 0.0292285715391459, 1.1852140588526978, 0.0195746115743379, 0.0847420825190015, 0.0198175984201158, 0.1159168354068258, 0.0197849226631179, 0.3154834607540278, 0.0209177537082356, 0.103830904168227, -0.0023233223911686, 0.1307704973883896, 0.0206102087345153, 0.5469921241793245, 0.017108398516538, 0.0145517314384643, 0.0145949609188504, 0.0897505490969281, 0.018833626816591, 0.1049268668070435, 0.0025431691723775, 0.0298380084572871, 0.0224583157627127, 0.0987683709309471, 0.0190431572953778, 0.2870481918894237, 0.0205509603395266, 0.4188132125553474, 0.0215975330882529, 0.1604606090005316, 0.0205280893928199, 0.0603082849632977, 0.0251976850067929, 0.3098000984609942, 0.026880603208487, 0.1373709445913321, 0.0169174815726733, 0.2905567224028123, 0.0150880221336623, 0.0558491425909721, 0.0219151422049204, 0.1363265905720281, 0.0165731883058838, 0.1833204366214485, 0.0195240321869785, 0.1565022504789863, 0.0129920206450573, 0.3863744867284549, 0.0097246100287843]|175140.3750000000000000|      0.12500000|[391, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[4.143125049016109, 0.0422004930333106, 0.1698453021921132, 0.0222006323837846, 1.6582811388184353, 0.0271966349199514, 1.183821604432217, 0.0371589855098469, 0.2879361266739413, 0.0164069642369185, 0.3350512917721925, 0.0241235757336077, 0.0762987418942072, 0.0177397130356355, 0.2564911021877605, 0.0116717954897825, 1.3981294313297945, 0.0292285715391459, 1.1852140588526978, 0.0195746115743379, 0.0847420825190015, 0.0198175984201158, 0.1159168354068258, 0.0197849226631179, 0.3154834607540278, 0.0209177537082356, 0.103830904168227, -0.0023233223911686, 0.1307704973883896, 0.0206102087345153, 0.5469921241793245, 0.017108398516538, 0.0145517314384643, 0.0145949609188504, 0.0897505490969281, 0.018833626816591, 0.1049268668070435, 0.0025431691723775, 0.0298380084572871, 0.0224583157627127, 0.0987683709309471, 0.0190431572953778, 0.2870481918894237, 0.0205509603395266, 0.4188132125553474, 0.0215975330882529, 0.1604606090005316, 0.0205280893928199, 0.0603082849632977, 0.0251976850067929, 0.3098000984609942, 0.026880603208487, 0.1373709445913321, 0.0169174815726733, 0.2905567224028123, 0.0150880221336623, 0.0558491425909721, 0.0219151422049204, 0.1363265905720281, 0.0165731883058838, 0.1833204366214485, 0.0195240321869785, 0.1565022504789863, 0.0129920206450573, 0.3863744867284549, 0.0097246100287843]|175140.3750000000000000|      0.06250000|[481, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[4.143125049016109, 0.0422004930333106, 0.1698453021921132, 0.0222006323837846, 1.6582811388184353, 0.0271966349199514, 1.183821604432217, 0.0371589855098469, 0.2879361266739413, 0.0164069642369185, 0.3350512917721925, 0.0241235757336077, 0.0762987418942072, 0.0177397130356355, 0.2564911021877605, 0.0116717954897825, 1.3981294313297945, 0.0292285715391459, 1.1852140588526978, 0.0195746115743379, 0.0847420825190015, 0.0198175984201158, 0.1159168354068258, 0.0197849226631179, 0.3154834607540278, 0.0209177537082356, 0.103830904168227, -0.0023233223911686, 0.1307704973883896, 0.0206102087345153, 0.5469921241793245, 0.017108398516538, 0.0145517314384643, 0.0145949609188504, 0.0897505490969281, 0.018833626816591, 0.1049268668070435, 0.0025431691723775, 0.0298380084572871, 0.0224583157627127, 0.0987683709309471, 0.0190431572953778, 0.2870481918894237, 0.0205509603395266, 0.4188132125553474, 0.0215975330882529, 0.1604606090005316, 0.0205280893928199, 0.0603082849632977, 0.0251976850067929, 0.3098000984609942, 0.026880603208487, 0.1373709445913321, 0.0169174815726733, 0.2905567224028123, 0.0150880221336623, 0.0558491425909721, 0.0219151422049204, 0.1363265905720281, 0.0165731883058838, 0.1833204366214485, 0.0195240321869785, 0.1565022504789863, 0.0129920206450573, 0.3863744867284549, 0.0097246100287843]|175140.3750000000000000|      0.03125000|[572, 38, 1, 39]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[4.143125049016109, 0.0422004930333106, 0.1698453021921132, 0.0222006323837846, 1.6582811388184353, 0.0271966349199514, 1.183821604432217, 0.0371589855098469, 0.2879361266739413, 0.0164069642369185, 0.3350512917721925, 0.0241235757336077, 0.0762987418942072, 0.0177397130356355, 0.2564911021877605, 0.0116717954897825, 1.3981294313297945, 0.0292285715391459, 1.1852140588526978, 0.0195746115743379, 0.0847420825190015, 0.0198175984201158, 0.1159168354068258, 0.0197849226631179, 0.3154834607540278, 0.0209177537082356, 0.103830904168227, -0.0023233223911686, 0.1307704973883896, 0.0206102087345153, 0.5469921241793245, 0.017108398516538, 0.0145517314384643, 0.0145949609188504, 0.0897505490969281, 0.018833626816591, 0.1049268668070435, 0.0025431691723775, 0.0298380084572871, 0.0224583157627127, 0.0987683709309471, 0.0190431572953778, 0.2870481918894237, 0.0205509603395266, 0.4188132125553474, 0.0215975330882529, 0.1604606090005316, 0.0205280893928199, 0.0603082849632977, 0.0251976850067929, 0.3098000984609942, 0.026880603208487, 0.1373709445913321, 0.0169174815726733, 0.2905567224028123, 0.0150880221336623, 0.0558491425909721, 0.0219151422049204, 0.1363265905720281, 0.0165731883058838, 0.1833204366214485, 0.0195240321869785, 0.1565022504789863, 0.0129920206450573, 0.3863744867284549, 0.0097246100287843]|175140.3750000000000000|      0.01562500|[662, 44, 1, 45]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[4.143125049016109, 0.0422004930333106, 0.1698453021921132, 0.0222006323837846, 1.6582811388184353, 0.0271966349199514, 1.183821604432217, 0.0371589855098469, 0.2879361266739413, 0.0164069642369185, 0.3350512917721925, 0.0241235757336077, 0.0762987418942072, 0.0177397130356355, 0.2564911021877605, 0.0116717954897825, 1.3981294313297945, 0.0292285715391459, 1.1852140588526978, 0.0195746115743379, 0.0847420825190015, 0.0198175984201158, 0.1159168354068258, 0.0197849226631179, 0.3154834607540278, 0.0209177537082356, 0.103830904168227, -0.0023233223911686, 0.1307704973883896, 0.0206102087345153, 0.5469921241793245, 0.017108398516538, 0.0145517314384643, 0.0145949609188504, 0.0897505490969281, 0.018833626816591, 0.1049268668070435, 0.0025431691723775, 0.0298380084572871, 0.0224583157627127, 0.0987683709309471, 0.0190431572953778, 0.2870481918894237, 0.0205509603395266, 0.4188132125553474, 0.0215975330882529, 0.1604606090005316, 0.0205280893928199, 0.0603082849632977, 0.0251976850067929, 0.3098000984609942, 0.026880603208487, 0.1373709445913321, 0.0169174815726733, 0.2905567224028123, 0.0150880221336623, 0.0558491425909721, 0.0219151422049204, 0.1363265905720281, 0.0165731883058838, 0.1833204366214485, 0.0195240321869785, 0.1565022504789863, 0.0129920206450573, 0.3863744867284549, 0.0097246100287843]|175140.3750000000000000|      0.00781250|[752, 50, 1, 51]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[4.144606387666646, 0.0447543970125863, 0.1697022430900746, 0.021552292590447, 1.6589122264538418, 0.0284397998765219, 1.1850584168571088, 0.0347193554860638, 0.2875214521163424, 0.0163996290943466, 0.3358181654700872, 0.0229858855576641, 0.0771367538293993, 0.0198312029715732, 0.2569414970961383, 0.0112082023205946, 1.3979156456288908, 0.0282765077339854, 1.184985497542282, 0.0221514027261186, 0.084419843063011, 0.0199417456875802, 0.1161139293109796, 0.0195001572629944, 0.3156752541124689, 0.0221373521576955, 0.1041543113789295, -0.0022475368769771, 0.1301296505313895, 0.0212792872955458, 0.5465798924714105, 0.0154537375409148, 0.0141277293427105, 0.0146219039800433, 0.0906724833905647, 0.0190892791597463, 0.1036345930898864, 0.0032615425107377, 0.0290091630628501, 0.0227618758531582, 0.0981027191516401, 0.0194798900180609, 0.288297232289512, 0.0212593536198243, 0.4183616791458344, 0.0205637938925758, 0.1601049353404201, 0.0211998298887921, 0.0611857837562104, 0.0251630347246878, 0.3111175735302868, 0.0267791468529379, 0.1382915241602501, 0.016073138510803, 0.289741569842232, 0.0172000819026104, 0.0557727489595273, 0.0209936038853926, 0.1364202539363897, 0.0169191599809045, 0.1829646853682509, 0.0191456000988553, 0.1570473391814755, 0.0137684742687283, 0.3868527153597862, 0.0109193870744796]|170074.6562500000000000|      0.01562500|[782, 52, 1, 53]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
