k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[61, 20, 1, 6]                                                             |  | used linear model with 81 points | iterate failure | actual_k=4
       2|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.25000000|[122, 40, 2, 12]                                                           |  | used linear model with 81 points | iterate failure | actual_k=4
       3|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.12500000|[183, 60, 3, 18]                                                           |  | used linear model with 81 points | iterate failure | actual_k=4
       4|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.06250000|[244, 80, 4, 24]                                                           |  | used linear model with 81 points | iterate failure | actual_k=4
       5|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.03125000|[305, 100, 5, 30]                                                          |  | used linear model with 81 points | iterate failure | actual_k=4
       6|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.01562500|[366, 120, 6, 36]                                                          |  | used linear model with 81 points | iterate failure | actual_k=4
       7|[1.0206817077358314, 0.019235039340213, 0.0124204449980149, 0.0190351566434947, 0.4289399229213292, 0.0207017929166767, 0.8015674142740575, 0.0188384978607445, 0.2219897478666445, 0.0189739322228076, 2.6913724673430375, 0.0184687007296536, 0.8056015112131367, 0.0203355799183366, 2.266832351868355, 0.0193262530954912, 14.353229454763744, 0.0306582787181132, 12.16101671454642, 0.0276820451851637, 0.2770635164496881, 0.0191417737394364, 0.2433976479885459, 0.0215034027265452, 1.1654177722208527, 0.018137476731369, 0.1774116500896515, 0.0226725748840207, 0.1148928857151478, 0.0204259802270339, 3.7457416804142385, 0.0207300208354735, 0.8337332754236706, 0.019369291524776, 0.1578659098110969, 0.0192933328725072, 0.3869461292958432, 0.0215294307479641, 0.9239377652780825, 0.0205916820389978, 0.2606310565125098, 0.0202923434724022, 2.069711367735951, 0.0201180202473199, 1.9454747315619225, 0.0212440615345766, 1.4847869932235018, 0.0179988548440607, 0.4808667834269381, 0.0211481462614752, 0.4928954860637941, 0.0182089302501914, 0.3296685868331423, 0.0195791421973672, 0.8401060788328361, 0.0207715462355998, 0.4596449809654996, 0.0192975856397742, 0.4928258955909548, 0.018343994187478, 0.9840678852933269, 0.0189859217470624, -0.0178028552978501, 0.0180585409986408, 0.2639641187649021, 0.0201058470726688]|2689730.1526537570171058|      0.03125000|[427, 140, 7, 42]                                                          |  | used linear model with 81 points | iterate success | actual_k=4
       8|[1.0228579251117147, 0.0221911117266989, 0.0169781578610552, 0.0168822806265562, 0.435293524443208, 0.0217019457710229, 0.8021506856528178, 0.0126711400006794, 0.2229901076470674, 0.0185200444264879, 2.694285155045514, 0.0180305848674482, 0.8064692903579809, 0.0232378558396786, 2.262774459287048, 0.0193600396698113, 14.349327948960685, 0.0403676450429473, 12.157308315713669, 0.0447627859470324, 0.2767261441751242, 0.0144795985808652, 0.2443414083577801, 0.0191195600098948, 1.1608594160228167, 0.0184113050286357, 0.1748511526217302, 0.0224973245980785, 0.1170007970551501, 0.016170592063005, 3.748405254363567, 0.026036350908741, 0.8291213744539553, 0.0175130544738193, 0.1538602372291293, 0.0206450407067859, 0.3854316668461788, 0.0198849703126701, 0.9276998473921467, 0.0213803637901872, 0.2629920887141324, 0.0255680311802698, 2.0704056814317373, 0.0176674798755498, 1.9417135255882791, 0.0245540645395206, 1.4869477362507242, 0.015756596673475, 0.4809252465269412, 0.0223402037278142, 0.4923169341599117, 0.0179330613044487, 0.329008567757584, 0.025193401272527, 0.839733458992068, 0.024328101067045, 0.4632003813285769, 0.0170547848265657, 0.4936410914068394, 0.0118973905736912, 0.9839723974710551, 0.0165055374607296, -0.0175901848252123, 0.0232103327106839, 0.2671927616999841, 0.0227601472081876]|2165369.7845981307327747|      0.06250000|[488, 160, 8, 48]                                                          |  | used linear model with 81 points | iterate success | actual_k=4
       9|[1.0228579251117147, 0.0221911117266989, 0.0169781578610552, 0.0168822806265562, 0.435293524443208, 0.0217019457710229, 0.8021506856528178, 0.0126711400006794, 0.2229901076470674, 0.0185200444264879, 2.694285155045514, 0.0180305848674482, 0.8064692903579809, 0.0232378558396786, 2.262774459287048, 0.0193600396698113, 14.349327948960685, 0.0403676450429473, 12.157308315713669, 0.0447627859470324, 0.2767261441751242, 0.0144795985808652, 0.2443414083577801, 0.0191195600098948, 1.1608594160228167, 0.0184113050286357, 0.1748511526217302, 0.0224973245980785, 0.1170007970551501, 0.016170592063005, 3.748405254363567, 0.026036350908741, 0.8291213744539553, 0.0175130544738193, 0.1538602372291293, 0.0206450407067859, 0.3854316668461788, 0.0198849703126701, 0.9276998473921467, 0.0213803637901872, 0.2629920887141324, 0.0255680311802698, 2.0704056814317373, 0.0176674798755498, 1.9417135255882791, 0.0245540645395206, 1.4869477362507242, 0.015756596673475, 0.4809252465269412, 0.0223402037278142, 0.4923169341599117, 0.0179330613044487, 0.329008567757584, 0.025193401272527, 0.839733458992068, 0.024328101067045, 0.4632003813285769, 0.0170547848265657, 0.4936410914068394, 0.0118973905736912, 0.9839723974710551, 0.0165055374607296, -0.0175901848252123, 0.0232103327106839, 0.2671927616999841, 0.0227601472081876]|2165369.7845981307327747|      0.03125000|[549, 180, 9, 54]                                                          |  | used linear model with 81 points | iterate failure | actual_k=4
      10|[1.0205253019038492, 0.0270387854910268, 0.0167943227751384, 0.0161081360284938, 0.4337733022187061, 0.018324674524121, 0.8049258523977567, 0.0129534247976977, 0.2302181975182885, 0.0177529134052018, 2.6932028092499736, 0.0203704833022409, 0.8068313463163865, 0.0187359478160206, 2.2660001592742636, 0.0243384683794055, 14.34406151450834, 0.0510371751721266, 12.155578672815551, 0.0477280998757738, 0.2706702864734223, 0.014896524904629, 0.2436564785479375, 0.0174731241444306, 1.160696865417379, 0.0166489207172198, 0.1749545166953178, 0.0241884802724103, 0.1212417257781474, 0.0206897225076985, 3.7505935318212105, 0.0258084832883198, 0.8301892032104826, 0.0077323546348286, 0.1465054286943901, 0.0139284333686761, 0.3863829472360165, 0.0196424376073583, 0.9228116985685775, 0.0240687728897735, 0.2639484970807934, 0.0225728672783171, 2.0720208253098034, 0.02530278817533, 1.9420091127491832, 0.0262795141846609, 1.489562025022864, 0.0218683283517725, 0.4846130481357401, 0.0230441523498955, 0.4975349757035656, 0.0187109200860199, 0.3233029943050558, 0.0228680901576865, 0.8341672165620058, 0.0208737391719106, 0.4630331741146301, 0.0185799377896176, 0.4893911254319298, 0.0152566035587848, 0.9832846923263202, 0.0212053353991988, -0.0118060102732863, 0.0256138683269936, 0.2694509905021898, 0.0232560218217897]|1979686.5414068007376045|      0.06250000|[610, 200, 10, 60]                                                         |  | used linear model with 81 points | iterate success | actual_k=4
      11|[1.0205253019038492, 0.0270387854910268, 0.0167943227751384, 0.0161081360284938, 0.4337733022187061, 0.018324674524121, 0.8049258523977567, 0.0129534247976977, 0.2302181975182885, 0.0177529134052018, 2.6932028092499736, 0.0203704833022409, 0.8068313463163865, 0.0187359478160206, 2.2660001592742636, 0.0243384683794055, 14.34406151450834, 0.0510371751721266, 12.155578672815551, 0.0477280998757738, 0.2706702864734223, 0.014896524904629, 0.2436564785479375, 0.0174731241444306, 1.160696865417379, 0.0166489207172198, 0.1749545166953178, 0.0241884802724103, 0.1212417257781474, 0.0206897225076985, 3.7505935318212105, 0.0258084832883198, 0.8301892032104826, 0.0077323546348286, 0.1465054286943901, 0.0139284333686761, 0.3863829472360165, 0.0196424376073583, 0.9228116985685775, 0.0240687728897735, 0.2639484970807934, 0.0225728672783171, 2.0720208253098034, 0.02530278817533, 1.9420091127491832, 0.0262795141846609, 1.489562025022864, 0.0218683283517725, 0.4846130481357401, 0.0230441523498955, 0.4975349757035656, 0.0187109200860199, 0.3233029943050558, 0.0228680901576865, 0.8341672165620058, 0.0208737391719106, 0.4630331741146301, 0.0185799377896176, 0.4893911254319298, 0.0152566035587848, 0.9832846923263202, 0.0212053353991988, -0.0118060102732863, 0.0256138683269936, 0.2694509905021898, 0.0232560218217897]|1979686.5414068007376045|      0.03125000|[671, 220, 11, 66]                                                         |  | used linear model with 81 points | iterate failure | actual_k=4
