k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[200.0, 400.0, 250.0]                                                           |4515242499193466.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[199.95524000547138, 399.29653096307015, 250.7093150618525]                     |3900334426554368.0000000000000000|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[199.6549498589638, 398.0348725736661, 252.23182743827405]                      |2907095795467019.0000000000000000|      4.00000000|[13, 4, 1, 5]                                                              |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       3|[198.47367794044928, 396.3704268044985, 255.67191710803982]                     |1653926675873792.0000000000000000|      8.00000000|[20, 6, 1, 7]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[196.15662408920772, 397.14351160218547, 263.2898959309319]                     |701686456778752.0000000000000000|     16.00000000|[26, 8, 1, 9]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[202.77581502002494, 398.5352895803761, 277.78987060266184]                     |172658356387840.0000000000000000|     32.00000000|[32, 10, 1, 11]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[202.77581502002494, 398.5352895803761, 277.78987060266184]                     |172658356387840.0000000000000000|     16.00000000|[38, 12, 1, 13]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[208.4091708455853, 389.6027908314242, 289.80967793234055]                      |29908856209408.0000000000000000|     32.00000000|[44, 14, 1, 15]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[208.4091708455853, 389.6027908314242, 289.80967793234055]                      |29908856209408.0000000000000000|     16.00000000|[50, 16, 1, 17]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[208.4091708455853, 389.6027908314242, 289.80967793234055]                      |29908856209408.0000000000000000|      8.00000000|[56, 18, 1, 19]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[208.4091708455853, 389.6027908314242, 289.80967793234055]                      |29908856209408.0000000000000000|      4.00000000|[62, 20, 1, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[207.9148978924127, 387.09094490034164, 292.8831652458439]                      |18863892725760.0000000000000000|      8.00000000|[68, 22, 1, 23]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[207.26415119405044, 382.13428367149044, 299.12880678190515]                    |7683617325056.0000000000000000|     16.00000000|[74, 24, 1, 25]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[215.28721739079486, 373.2998053575201, 309.7863112610337]                      |1891103932416.0000000000000000|     32.00000000|[80, 26, 1, 27]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[215.28721739079486, 373.2998053575201, 309.7863112610337]                      |1891103932416.0000000000000000|     16.00000000|[86, 28, 1, 29]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[217.75783817419523, 369.7401670179522, 325.18842176044603]                     |467060555776.0000000000000000|     32.00000000|[92, 30, 1, 31]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
