k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      0.50000000|[13, 0, 1, 4]                                                              |  | used linear model with 13 points | iterate failure | actual_k=0
       2|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      0.25000000|[26, 0, 2, 8]                                                              |  | used linear model with 13 points | iterate failure | actual_k=0
       3|[0.0958180304649426, 0.1365859162245329, 0.1243585309970647, 0.0505513540729208, 0.0762945650695738, 0.0193917280486756, 0.0300426932791227, 0.0978830223199564, -0.0224547596695042, -0.076499743830949]|  1.5686165691144081|      0.50000000|[39, 0, 3, 12]                                                             |  | used linear model with 13 points | iterate success | actual_k=0
       4|[0.0958180304649426, 0.1365859162245329, 0.1243585309970647, 0.0505513540729208, 0.0762945650695738, 0.0193917280486756, 0.0300426932791227, 0.0978830223199564, -0.0224547596695042, -0.076499743830949]|  1.5686165691144081|      0.25000000|[52, 0, 4, 16]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       5|[0.0958180304649426, 0.1365859162245329, 0.1243585309970647, 0.0505513540729208, 0.0762945650695738, 0.0193917280486756, 0.0300426932791227, 0.0978830223199564, -0.0224547596695042, -0.076499743830949]|  1.5686165691144081|      0.12500000|[65, 0, 5, 20]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       6|[0.0913675115783676, 0.1435182380432771, 0.1157484852071293, 0.0543877193809732, 0.0635599036705912, -0.000154631428743, 0.0130694435288326, 0.0439502699928809, -0.0030913374440754, 0.0300473271651753]|  0.4461569069609656|      0.25000000|[78, 0, 6, 24]                                                             |  | used linear model with 13 points | iterate success | actual_k=0
       7|[0.0913675115783676, 0.1435182380432771, 0.1157484852071293, 0.0543877193809732, 0.0635599036705912, -0.000154631428743, 0.0130694435288326, 0.0439502699928809, -0.0030913374440754, 0.0300473271651753]|  0.4461569069609656|      0.12500000|[91, 0, 7, 28]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       8|[0.0913675115783676, 0.1435182380432771, 0.1157484852071293, 0.0543877193809732, 0.0635599036705912, -0.000154631428743, 0.0130694435288326, 0.0439502699928809, -0.0030913374440754, 0.0300473271651753]|  0.4461569069609656|      0.06250000|[104, 0, 8, 32]                                                            |  | used linear model with 13 points | iterate failure | actual_k=0
       9|[0.096543828580782, 0.1508292186525171, 0.1115099246457037, 0.0640754127706886, 0.0559390440813999, 0.0109400220265741, -0.0180741311218017, -0.0036819754236533, 0.0036346721008, 0.0142667245161714]|  0.3022911307688509|      0.12500000|[117, 0, 9, 36]                                                            |  | used linear model with 13 points | iterate success | actual_k=0
      10|[0.096543828580782, 0.1508292186525171, 0.1115099246457037, 0.0640754127706886, 0.0559390440813999, 0.0109400220265741, -0.0180741311218017, -0.0036819754236533, 0.0036346721008, 0.0142667245161714]|  0.3022911307688509|      0.06250000|[130, 0, 10, 40]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      11|[0.096543828580782, 0.1508292186525171, 0.1115099246457037, 0.0640754127706886, 0.0559390440813999, 0.0109400220265741, -0.0180741311218017, -0.0036819754236533, 0.0036346721008, 0.0142667245161714]|  0.3022911307688509|      0.03125000|[143, 0, 11, 44]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      12|[0.1035535299160071, 0.1585844092202472, 0.1169806087570744, 0.0613174743872681, 0.0345263107217371, 0.0091867064883432, -0.0116957498809292, -0.0141413583218356, -0.0018741773108248, 0.0005649044668966]|  0.2652622489871497|      0.06250000|[156, 0, 12, 48]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      13|[0.1035535299160071, 0.1585844092202472, 0.1169806087570744, 0.0613174743872681, 0.0345263107217371, 0.0091867064883432, -0.0116957498809292, -0.0141413583218356, -0.0018741773108248, 0.0005649044668966]|  0.2652622489871497|      0.03125000|[169, 0, 13, 52]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      14|[0.1082712036739195, 0.1486019186625912, 0.1192808938628726, 0.0583704530933613, 0.0217059795347853, -0.0002149487511272, -0.0071490400094858, 0.0072281775298777, -0.004525304734241, 0.0107418179347705]|  0.2285624886861123|      0.06250000|[182, 0, 14, 56]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      15|[0.1082712036739195, 0.1486019186625912, 0.1192808938628726, 0.0583704530933613, 0.0217059795347853, -0.0002149487511272, -0.0071490400094858, 0.0072281775298777, -0.004525304734241, 0.0107418179347705]|  0.2285624886861123|      0.03125000|[195, 0, 15, 60]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      16|[0.1078802783521336, 0.1567248387685715, 0.1025428043541236, 0.0432593322097632, 0.019615527230544, 0.0047546660891464, -0.0041015219463503, 0.0069090907109108, 0.0099450591238364, -0.001670698174292]|  0.1822370445684970|      0.06250000|[208, 0, 16, 64]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      17|[0.1078802783521336, 0.1567248387685715, 0.1025428043541236, 0.0432593322097632, 0.019615527230544, 0.0047546660891464, -0.0041015219463503, 0.0069090907109108, 0.0099450591238364, -0.001670698174292]|  0.1822370445684970|      0.03125000|[221, 0, 17, 68]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      18|[0.1078802783521336, 0.1567248387685715, 0.1025428043541236, 0.0432593322097632, 0.019615527230544, 0.0047546660891464, -0.0041015219463503, 0.0069090907109108, 0.0099450591238364, -0.001670698174292]|  0.1822370445684970|      0.01562500|[234, 0, 18, 72]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      19|[0.1021641793936072, 0.1545012097008333, 0.1015849438254291, 0.0372932087808637, 0.023415077484626, 0.0087357578532504, 0.0032663609897544, 0.0067421292208288, 0.0074005532270812, 0.0072139192501501]|  0.1733291046404216|      0.03125000|[247, 0, 19, 76]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      20|[0.1021641793936072, 0.1545012097008333, 0.1015849438254291, 0.0372932087808637, 0.023415077484626, 0.0087357578532504, 0.0032663609897544, 0.0067421292208288, 0.0074005532270812, 0.0072139192501501]|  0.1733291046404216|      0.01562500|[260, 0, 20, 80]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      21|[0.101927865194081, 0.157904812591248, 0.1004521304295284, 0.0296166472238567, 0.0178158110913163, 0.0057549573785019, 0.0026844890022769, 0.0099179380735013, 0.0014232933652183, -0.0020542238479437]|  0.1633156047736086|      0.03125000|[273, 0, 21, 84]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      22|[0.101927865194081, 0.157904812591248, 0.1004521304295284, 0.0296166472238567, 0.0178158110913163, 0.0057549573785019, 0.0026844890022769, 0.0099179380735013, 0.0014232933652183, -0.0020542238479437]|  0.1633156047736086|      0.01562500|[286, 0, 22, 88]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      23|[0.101927865194081, 0.157904812591248, 0.1004521304295284, 0.0296166472238567, 0.0178158110913163, 0.0057549573785019, 0.0026844890022769, 0.0099179380735013, 0.0014232933652183, -0.0020542238479437]|  0.1633156047736086|      0.00781250|[299, 0, 23, 92]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      24|[0.1013816234051814, 0.1537585729875559, 0.0976933686845741, 0.0295451102166744, 0.0152613487112242, 0.0037254022534481, 0.0049954330581212, 0.00754006403301, 0.001660318628307, 0.0017186118208935]|  0.1521704547384166|      0.01562500|[312, 0, 24, 96]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      25|[0.1013816234051814, 0.1537585729875559, 0.0976933686845741, 0.0295451102166744, 0.0152613487112242, 0.0037254022534481, 0.0049954330581212, 0.00754006403301, 0.001660318628307, 0.0017186118208935]|  0.1521704547384166|      0.00781250|[325, 0, 25, 100]                                                          |  | used linear model with 13 points | iterate failure | actual_k=0
