k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[81, 0, 1, 6]                                                              |  | used linear model with 81 points | iterate failure | actual_k=0
       2|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.25000000|[162, 0, 2, 12]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       3|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.12500000|[243, 0, 3, 18]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       4|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.06250000|[324, 0, 4, 24]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       5|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.03125000|[405, 0, 5, 30]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       6|[1.0229904370913174, 0.017748428433929, 0.0146451509260578, 0.018450866895799, 0.4322716179392722, 0.0211155979799305, 0.8004712676643865, 0.0158018290726337, 0.2189020684776443, 0.0189247874499325, 2.6918476409182066, 0.0222415688775977, 0.805698062094691, 0.0192803676111094, 2.263930458311004, 0.0182101749756347, 14.352111348495834, 0.0359508080237292, 12.165650059603138, 0.0334032870118783, 0.277495585083336, 0.0196063016514694, 0.2462814313899947, 0.0232090984828121, 1.1666486724231286, 0.0235706103500369, 0.1729479986757748, 0.0201985196072982, 0.1138908675871969, 0.0175317880649853, 3.7476539058649125, 0.0249718376138497, 0.831755200730776, 0.0160787813764165, 0.1621880716759683, 0.0201483884278281, 0.3877654426507355, 0.0249192289105001, 0.9263427567094612, 0.0183090705694419, 0.2522615473103881, 0.0241914016643242, 2.071429286088079, 0.0202351575861459, 1.9434539171730456, 0.0245391712935104, 1.485078312745401, 0.0190934573264629, 0.4837438885026185, 0.0250243254325864, 0.4935493292415029, 0.0178506463476328, 0.332881799954998, 0.0248766395657753, 0.8369174054843765, 0.0208916355519695, 0.4656920066905886, 0.0208702503448545, 0.4887828225912195, 0.0160115713811464, 0.9798976785773579, 0.0190268219398061, -0.0212276116848356, 0.0222020977359275, 0.2671451581604556, 0.021407986821426]|2387522.4486773083917797|      0.06250000|[486, 0, 6, 36]                                                            |  | used linear model with 81 points | iterate success | actual_k=0
       7|[1.0229904370913174, 0.017748428433929, 0.0146451509260578, 0.018450866895799, 0.4322716179392722, 0.0211155979799305, 0.8004712676643865, 0.0158018290726337, 0.2189020684776443, 0.0189247874499325, 2.6918476409182066, 0.0222415688775977, 0.805698062094691, 0.0192803676111094, 2.263930458311004, 0.0182101749756347, 14.352111348495834, 0.0359508080237292, 12.165650059603138, 0.0334032870118783, 0.277495585083336, 0.0196063016514694, 0.2462814313899947, 0.0232090984828121, 1.1666486724231286, 0.0235706103500369, 0.1729479986757748, 0.0201985196072982, 0.1138908675871969, 0.0175317880649853, 3.7476539058649125, 0.0249718376138497, 0.831755200730776, 0.0160787813764165, 0.1621880716759683, 0.0201483884278281, 0.3877654426507355, 0.0249192289105001, 0.9263427567094612, 0.0183090705694419, 0.2522615473103881, 0.0241914016643242, 2.071429286088079, 0.0202351575861459, 1.9434539171730456, 0.0245391712935104, 1.485078312745401, 0.0190934573264629, 0.4837438885026185, 0.0250243254325864, 0.4935493292415029, 0.0178506463476328, 0.332881799954998, 0.0248766395657753, 0.8369174054843765, 0.0208916355519695, 0.4656920066905886, 0.0208702503448545, 0.4887828225912195, 0.0160115713811464, 0.9798976785773579, 0.0190268219398061, -0.0212276116848356, 0.0222020977359275, 0.2671451581604556, 0.021407986821426]|2387522.4486773083917797|      0.03125000|[567, 0, 7, 42]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       8|[1.0245058163073755, 0.0214779859599056, 0.0122644942155118, 0.0166207957918903, 0.429806517384165, 0.0256385305465206, 0.8001379077410301, 0.0161202890974473, 0.214890041075577, 0.0188998762674302, 2.6883878024279726, 0.024018991492138, 0.8058519575847983, 0.0179716141708523, 2.2653180559324544, 0.0142912585624714, 14.350708437414323, 0.0517730387919578, 12.164801432928355, 0.0481513108337706, 0.2769939644362152, 0.0213293945916504, 0.245394961864302, 0.0272290604434833, 1.164542537120778, 0.0229914046293524, 0.1742597798158463, 0.0188426712285892, 0.1089923048888945, 0.0108865670365774, 3.751354390454778, 0.0301743022040997, 0.8293922577938333, 0.0170037299286308, 0.1627370124821405, 0.017912112563343, 0.385438005720093, 0.0281677418021816, 0.9208038186959634, 0.0167844757224645, 0.2500245758065329, 0.0227125809521855, 2.076642466377342, 0.024085845689257, 1.9449980667073796, 0.0299711410957246, 1.4846610168338141, 0.0246518882969603, 0.4819939985317147, 0.0267878242029831, 0.4936597257646207, 0.018028602369188, 0.3349844736379711, 0.0201405104735892, 0.837919110529037, 0.0228551410215281, 0.4633163943795838, 0.0214504187909778, 0.4904331310900599, 0.0170256119553037, 0.9839861781636033, 0.019360168213907, -0.0190830707407567, 0.0186694481691434, 0.2658546680659781, 0.0246171107559015]|1956644.8750233179889619|      0.06250000|[648, 0, 8, 48]                                                            |  | used linear model with 81 points | iterate success | actual_k=0
       9|[1.0245058163073755, 0.0214779859599056, 0.0122644942155118, 0.0166207957918903, 0.429806517384165, 0.0256385305465206, 0.8001379077410301, 0.0161202890974473, 0.214890041075577, 0.0188998762674302, 2.6883878024279726, 0.024018991492138, 0.8058519575847983, 0.0179716141708523, 2.2653180559324544, 0.0142912585624714, 14.350708437414323, 0.0517730387919578, 12.164801432928355, 0.0481513108337706, 0.2769939644362152, 0.0213293945916504, 0.245394961864302, 0.0272290604434833, 1.164542537120778, 0.0229914046293524, 0.1742597798158463, 0.0188426712285892, 0.1089923048888945, 0.0108865670365774, 3.751354390454778, 0.0301743022040997, 0.8293922577938333, 0.0170037299286308, 0.1627370124821405, 0.017912112563343, 0.385438005720093, 0.0281677418021816, 0.9208038186959634, 0.0167844757224645, 0.2500245758065329, 0.0227125809521855, 2.076642466377342, 0.024085845689257, 1.9449980667073796, 0.0299711410957246, 1.4846610168338141, 0.0246518882969603, 0.4819939985317147, 0.0267878242029831, 0.4936597257646207, 0.018028602369188, 0.3349844736379711, 0.0201405104735892, 0.837919110529037, 0.0228551410215281, 0.4633163943795838, 0.0214504187909778, 0.4904331310900599, 0.0170256119553037, 0.9839861781636033, 0.019360168213907, -0.0190830707407567, 0.0186694481691434, 0.2658546680659781, 0.0246171107559015]|1956644.8750233179889619|      0.03125000|[729, 0, 9, 54]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
      10|[1.0259485438334852, 0.0231601905566076, 0.0119850562158172, 0.0184337405995776, 0.4320937999501444, 0.0256968981613674, 0.8003553993668538, 0.0132952988681028, 0.2130013110203014, 0.015948156646111, 2.688639264197197, 0.0264151721210986, 0.8069084932010305, 0.0196097105542098, 2.2637548945455803, 0.0198712391138286, 14.347297257700905, 0.0686169337857326, 12.161393529046697, 0.0657141027169783, 0.2767285992800971, 0.0224313218498624, 0.2457523307635193, 0.0287850489478174, 1.1646189521922834, 0.0264293908081721, 0.1705263056034596, 0.0184028027425752, 0.1045646707343042, 0.0091610261246991, 3.750592589610638, 0.0356151745232529, 0.8343932439611776, 0.0193038194375168, 0.1587828434455427, 0.0160917211020843, 0.3833858805588494, 0.0301109431918277, 0.9210919211045362, 0.019040682956659, 0.2513084653426991, 0.0215155799296451, 2.073289205038288, 0.0264930614019408, 1.946358829976694, 0.0261421912481108, 1.4837892677963707, 0.0269116712879222, 0.481275950716021, 0.0246667874403771, 0.4922581431580486, 0.0131808691510058, 0.3347979743443905, 0.021634296429537, 0.8378544308925217, 0.0238117537831274, 0.4601048265461656, 0.0194579499212862, 0.4904774166172084, 0.0205931131800544, 0.9830858798029601, 0.0166791200077664, -0.0206901486064911, 0.0146264581175021, 0.2687282630182537, 0.0255185019621018]|1714556.1979623388033360|      0.06250000|[810, 0, 10, 60]                                                           |  | used linear model with 81 points | iterate success | actual_k=0
      11|[1.0259485438334852, 0.0231601905566076, 0.0119850562158172, 0.0184337405995776, 0.4320937999501444, 0.0256968981613674, 0.8003553993668538, 0.0132952988681028, 0.2130013110203014, 0.015948156646111, 2.688639264197197, 0.0264151721210986, 0.8069084932010305, 0.0196097105542098, 2.2637548945455803, 0.0198712391138286, 14.347297257700905, 0.0686169337857326, 12.161393529046697, 0.0657141027169783, 0.2767285992800971, 0.0224313218498624, 0.2457523307635193, 0.0287850489478174, 1.1646189521922834, 0.0264293908081721, 0.1705263056034596, 0.0184028027425752, 0.1045646707343042, 0.0091610261246991, 3.750592589610638, 0.0356151745232529, 0.8343932439611776, 0.0193038194375168, 0.1587828434455427, 0.0160917211020843, 0.3833858805588494, 0.0301109431918277, 0.9210919211045362, 0.019040682956659, 0.2513084653426991, 0.0215155799296451, 2.073289205038288, 0.0264930614019408, 1.946358829976694, 0.0261421912481108, 1.4837892677963707, 0.0269116712879222, 0.481275950716021, 0.0246667874403771, 0.4922581431580486, 0.0131808691510058, 0.3347979743443905, 0.021634296429537, 0.8378544308925217, 0.0238117537831274, 0.4601048265461656, 0.0194579499212862, 0.4904774166172084, 0.0205931131800544, 0.9830858798029601, 0.0166791200077664, -0.0206901486064911, 0.0146264581175021, 0.2687282630182537, 0.0255185019621018]|1714556.1979623388033360|      0.03125000|[891, 0, 11, 66]                                                           |  | used linear model with 81 points | iterate failure | actual_k=0
