k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[111, 16, 0, 2]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[220, 32, 0, 4]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[329, 48, 0, 6]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       4|[119.99111684818952, -0.0158746405517754, 0.8640610617757623, 109.99817181084927, 0.1929109649417166, 0.8276692647470529, 100.00474949091408, 0.2693701816045216, 0.7141410342083362, 87.9970399270152, 0.3312835589759083, 0.7014396544652796, 85.99925164003857, 0.3626843303874355, 0.6432427653070558, 83.9943235929909, 0.4593136738848645, 0.524794816510652, 80.00404371917558, 0.6585352114146701, 0.3367317287489539, 76.00423979842944, 0.8793067124639332, 0.1227667322215307, 886.369996935585, 910.0011568385894, 922.5177422262652, 926.4622977340606, 935.563076454177, 952.8448514871384, 975.7437650862406]|2268.3503417968750000|      0.25000000|[439, 64, 0, 8]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       5|[119.99111684818952, -0.0158746405517754, 0.8640610617757623, 109.99817181084927, 0.1929109649417166, 0.8276692647470529, 100.00474949091408, 0.2693701816045216, 0.7141410342083362, 87.9970399270152, 0.3312835589759083, 0.7014396544652796, 85.99925164003857, 0.3626843303874355, 0.6432427653070558, 83.9943235929909, 0.4593136738848645, 0.524794816510652, 80.00404371917558, 0.6585352114146701, 0.3367317287489539, 76.00423979842944, 0.8793067124639332, 0.1227667322215307, 886.369996935585, 910.0011568385894, 922.5177422262652, 926.4622977340606, 935.563076454177, 952.8448514871384, 975.7437650862406]|2268.3503417968750000|      0.12500000|[548, 80, 0, 10]                                                           |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       6|[119.99111684818952, -0.0158746405517754, 0.8640610617757623, 109.99817181084927, 0.1929109649417166, 0.8276692647470529, 100.00474949091408, 0.2693701816045216, 0.7141410342083362, 87.9970399270152, 0.3312835589759083, 0.7014396544652796, 85.99925164003857, 0.3626843303874355, 0.6432427653070558, 83.9943235929909, 0.4593136738848645, 0.524794816510652, 80.00404371917558, 0.6585352114146701, 0.3367317287489539, 76.00423979842944, 0.8793067124639332, 0.1227667322215307, 886.369996935585, 910.0011568385894, 922.5177422262652, 926.4622977340606, 935.563076454177, 952.8448514871384, 975.7437650862406]|2268.3503417968750000|      0.06250000|[657, 96, 0, 12]                                                           |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       7|[119.9889090859916, 0.0147171359556538, 0.8705107605142675, 109.9948372026956, 0.1457225182527052, 0.811652769451451, 100.00367521397959, 0.2706383929905166, 0.7186903424596714, 88.00119200104015, 0.3470806483244441, 0.7004873587453475, 85.99645324060202, 0.3639056939994395, 0.6382789171788208, 83.9967811348178, 0.4557633912897177, 0.5224332560066802, 80.00254068429464, 0.6567225573279479, 0.3371585359375806, 76.00790264869268, 0.8824319809306128, 0.1204586428849165, 886.3702940407571, 910.0016250997347, 922.5171599164352, 926.4634232521662, 935.567504066943, 952.8428697919952, 975.7482932227534]|1125.7371826171875000|      0.12500000|[767, 112, 0, 14]                                                          |  | trying linear partial model with 57 points | iterate success | actual_k=8
       8|[119.98612165947567, -0.0305714904966979, 0.8575614317829386, 110.01130357280456, 0.1204597485590857, 0.8103752648648498, 99.96792148428015, 0.2463845243638353, 0.7482858586128617, 87.9898922664532, 0.390939991587152, 0.6897573894943884, 86.03736704600634, 0.3738962725215672, 0.629478406739911, 83.98368892409324, 0.4691670644965272, 0.5322385409184603, 79.9883602478951, 0.6276708681294244, 0.3292775073420184, 76.0352950237576, 0.859775553748432, 0.126830459110768, 886.3672215753196, 909.9939392885511, 922.5052741657616, 926.4431779993929, 935.5444040723327, 952.8444125957643, 975.7069039824671]|550.1051635742187500|      0.25000000|[876, 128, 0, 16]                                                          |  | trying linear partial model with 57 points | iterate success | actual_k=8
       9|[119.98612165947567, -0.0305714904966979, 0.8575614317829386, 110.01130357280456, 0.1204597485590857, 0.8103752648648498, 99.96792148428015, 0.2463845243638353, 0.7482858586128617, 87.9898922664532, 0.390939991587152, 0.6897573894943884, 86.03736704600634, 0.3738962725215672, 0.629478406739911, 83.98368892409324, 0.4691670644965272, 0.5322385409184603, 79.9883602478951, 0.6276708681294244, 0.3292775073420184, 76.0352950237576, 0.859775553748432, 0.126830459110768, 886.3672215753196, 909.9939392885511, 922.5052741657616, 926.4431779993929, 935.5444040723327, 952.8444125957643, 975.7069039824671]|550.1051635742187500|      0.12500000|[985, 144, 0, 18]                                                          |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
      10|[119.98612165947567, -0.0305714904966979, 0.8575614317829386, 110.01130357280456, 0.1204597485590857, 0.8103752648648498, 99.96792148428015, 0.2463845243638353, 0.7482858586128617, 87.9898922664532, 0.390939991587152, 0.6897573894943884, 86.03736704600634, 0.3738962725215672, 0.629478406739911, 83.98368892409324, 0.4691670644965272, 0.5322385409184603, 79.9883602478951, 0.6276708681294244, 0.3292775073420184, 76.0352950237576, 0.859775553748432, 0.126830459110768, 886.3672215753196, 909.9939392885511, 922.5052741657616, 926.4431779993929, 935.5444040723327, 952.8444125957643, 975.7069039824671]|550.1051635742187500|      0.06250000|[1095, 160, 0, 20]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
