k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]|26880.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.1189297271062018, -1.020319486560977, -1.0922655077419696, -0.9269769481195754, -1.0078694508782093, -1.0130387472398015, -1.0618925587247834, -0.8529274573637672, -0.994296164348254, -0.8905399684989589, -0.9958012691474322, -1.0024063859457426, -0.8759794982137735, -0.9595535789812525, -1.0096302963869743, -0.9006095208466499, -1.1084607156408974, -0.9506643742657065, -0.902513899907875, -0.781714312151497, -0.9502967120252317, -1.0238370127598522, -0.9269724314122052, -0.9785331313385163, -1.056861192638704, -1.0083012422444368, -1.0080962407617586, -0.881784244826764, -0.8306606393986974, -0.8476629044482269, -1.007754522572633, -1.0837077268703708, -1.042988733602664, -1.0120042219909426, -0.7729077457667586, -0.9587938407350123, -1.0096311726679275, -1.0633204701157413, -1.04606630566973, -0.9553148444367878, -1.0402100666172922, -1.0858281937308887, -1.0495880339039765, -1.0336269859776945, -1.038182993408705, -1.003338658455441, -1.1140449702989885, -1.039045294747693, -0.9012933300573677, -0.9993861186412514, -1.1673443381094963, -0.8434367212917326, -0.9790013353345782, -0.8959204123722151, -0.9454349459499323, -0.9844853560015312, -0.9410706402769389, -1.1416848218792912, -0.8555998049946757, -1.1976119634376847, -1.1348285814997612, -0.7047592080832026, -0.988115826368037, -0.8577940443728818, -0.8858611125518234, -1.0135933227341298, -0.9675324232315021, -1.0098363888095507, -0.9482489242669544, -0.9568618720306213, -0.8264097602891769, -1.1566828202282677, -0.9759101076852988, -1.0046883374880091, -1.057298386164358, -0.956468470115764, -0.916842716274217, -1.1868318366437323, -1.0189871268864366, -0.8343924839860646, -1.1336362030928278, -0.9849794505883085, -0.9032249852676567, -1.1002001759190634, -0.9379095699362799, -0.9539953765317076, -1.1077031442220082, -0.8713002863404196, -0.9545391300931441, -1.063378707119005, -0.8558068400196538, -0.8496798450338681, -1.135371169246141, -1.0142397245035144, -0.947776792093096, -0.9282818979271303, -0.9257417495193961, -1.265436255758941]|23899.3535156250000000|      2.00000000|[119, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | iterate success | actual_k=4
       2|[-0.9370968691736137, -1.064110895908509, -1.0913143757581802, -0.7920796932300253, -0.762492157980556, -1.3267234574512083, -0.896739376435463, -0.7450844802788258, -1.117582718097227, -1.024540048872108, -0.4474744398315376, -0.9404701398965606, -0.6436167906853246, -0.6144588762118098, -0.8586307474109994, -1.2237306627669589, -0.9429461455549344, -1.1058335555421834, -0.6933913695004742, -0.9330362565892656, -0.8967377761178463, -0.8704077185865812, -0.9118731139448245, -0.9903944617074621, -0.7592914210779115, -1.0284151441231626, -1.058641538264564, -0.9045352359948469, -0.5005181738992079, -0.8359039319206945, -0.8017454731234217, -0.7436053957884596, -1.0942668323755074, -0.7159506525690353, -0.6747689482789725, -0.8511849498120364, -0.8897966061399467, -0.9078600948861836, -0.8838392138480645, -0.5913490083167209, -0.7496415607777668, -0.8474747696716869, -0.8861557071504482, -1.027872483580057, -1.135008437307543, -0.622357304286649, -0.8247227186023705, -1.20335158451794, -0.6874579274845243, -0.6001712982495141, -1.2199619356285605, -0.6278397194250575, -1.0464366087236094, -0.7896005359778762, -0.818648101598052, -0.8471272261812128, -0.7631824974632807, -0.6053501735709756, -0.7784207606081732, -1.2328285457404888, -0.8191989595884195, -0.4651354296239408, -0.8851286226567306, -0.7695011881153638, -0.6854919310392603, -0.9789929873236946, -0.9370641164891585, -0.690758520609026, -0.9411439116530325, -0.9092716041377638, -0.5732301721117457, -1.389458209642334, -0.871641567248013, -0.8291834770423877, -1.1037483899040228, -1.156056460252211, -0.7417548076979065, -1.2895320415479068, -1.0699476440758569, -0.7295288990776513, -1.0348237683076609, -1.1705722366477058, -0.9016150530170356, -0.9979793195074521, -0.6360245502656632, -0.5768587582142823, -0.9530375303973251, -0.8291525053530983, -0.6368362379693724, -1.3214957561150626, -0.6160677779684799, -0.8367486139416841, -1.212276581419354, -0.7945706303448066, -0.7778908870481298, -1.0249981050582355, -0.7734126512032066, -1.2441069069836175]|14980.2773437500000000|      4.00000000|[238, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       3|[-1.1868173956176924, -0.5340945821866266, -1.631520689457426, -0.2095644155087961, -0.3171110984682459, -1.5033058832486834, -0.5495963001199874, -0.4016584247505359, -1.1290535589218098, -1.1954412230718512, -0.0120891891780105, -1.3197962229288434, -0.8289424229472124, -0.9981858751198145, -1.0418639516226804, -1.0201564353670367, -0.3449087231425777, -1.6326491415390607, -0.460547029599886, -0.7008414665309849, -0.8912163551731289, -0.8423781961473223, -0.3582907533476688, -1.7366888460323087, -1.0658412399283401, -1.2766368892216053, -1.3322379924110457, -1.6626362357840583, -0.3975887147474749, -0.6218350304338454, -1.0528716064096568, -0.4370875227177086, -0.6647985753985233, -0.6741099161969974, -0.3913929886242893, -0.8650896644908286, -0.835619625354309, -0.3638624786303188, -0.0959562404409164, 0.4634204186730236, -0.4342767051166804, -0.3148766636729539, -0.094284715122786, -0.6388166403002898, -1.3092611005163337, -0.3979221351812688, -0.6492996208043195, -0.8267107395762887, -0.4382939361222625, -0.4451851178530041, -0.8152737715892437, -0.3825520586064353, -1.2556344543504345, -0.4218671087939213, -0.9372988132263866, -0.4992673939514506, -1.175847722666925, -0.585808925600719, -0.3217046141432884, -0.6575499683059614, -1.350179523370404, -0.388555459238347, -0.6668626755372281, -0.8016983004919059, -0.5271482797056011, -0.6874020456704528, -0.9962991782800511, -0.4151354265342576, -0.4974977230281156, -1.0397602215344284, 0.1681774168397314, -1.6590796369343084, -0.5117189026363452, -0.9623093928621916, -0.9845163249605158, -0.3183297497070642, -0.3745617268928549, -0.2084985721620809, -1.2328680011784439, -0.3876103908878266, -1.360345232402917, -1.29081346502278, -0.8226774411924361, -0.8265564865801436, -1.1065752594510427, -0.3606714197275016, -1.017377454782921, -1.2025998815230197, -0.5476810716342211, -1.4648921031165532, -0.9098175008411695, -0.7932938042614596, -1.1772851980224721, -0.6520122677112383, 0.4343162135598397, -1.4004133642093994, -0.4138238392753922, -1.6259029119316475]|11015.5986328125000000|      8.00000000|[356, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       4|[-1.1868173956176924, -0.5340945821866266, -1.631520689457426, -0.2095644155087961, -0.3171110984682459, -1.5033058832486834, -0.5495963001199874, -0.4016584247505359, -1.1290535589218098, -1.1954412230718512, -0.0120891891780105, -1.3197962229288434, -0.8289424229472124, -0.9981858751198145, -1.0418639516226804, -1.0201564353670367, -0.3449087231425777, -1.6326491415390607, -0.460547029599886, -0.7008414665309849, -0.8912163551731289, -0.8423781961473223, -0.3582907533476688, -1.7366888460323087, -1.0658412399283401, -1.2766368892216053, -1.3322379924110457, -1.6626362357840583, -0.3975887147474749, -0.6218350304338454, -1.0528716064096568, -0.4370875227177086, -0.6647985753985233, -0.6741099161969974, -0.3913929886242893, -0.8650896644908286, -0.835619625354309, -0.3638624786303188, -0.0959562404409164, 0.4634204186730236, -0.4342767051166804, -0.3148766636729539, -0.094284715122786, -0.6388166403002898, -1.3092611005163337, -0.3979221351812688, -0.6492996208043195, -0.8267107395762887, -0.4382939361222625, -0.4451851178530041, -0.8152737715892437, -0.3825520586064353, -1.2556344543504345, -0.4218671087939213, -0.9372988132263866, -0.4992673939514506, -1.175847722666925, -0.585808925600719, -0.3217046141432884, -0.6575499683059614, -1.350179523370404, -0.388555459238347, -0.6668626755372281, -0.8016983004919059, -0.5271482797056011, -0.6874020456704528, -0.9962991782800511, -0.4151354265342576, -0.4974977230281156, -1.0397602215344284, 0.1681774168397314, -1.6590796369343084, -0.5117189026363452, -0.9623093928621916, -0.9845163249605158, -0.3183297497070642, -0.3745617268928549, -0.2084985721620809, -1.2328680011784439, -0.3876103908878266, -1.360345232402917, -1.29081346502278, -0.8226774411924361, -0.8265564865801436, -1.1065752594510427, -0.3606714197275016, -1.017377454782921, -1.2025998815230197, -0.5476810716342211, -1.4648921031165532, -0.9098175008411695, -0.7932938042614596, -1.1772851980224721, -0.6520122677112383, 0.4343162135598397, -1.4004133642093994, -0.4138238392753922, -1.6259029119316475]|11015.5986328125000000|      4.00000000|[533, 36, 0, 9]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 120 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[-0.4271158904849575, -0.4014442003004317, -1.6215350552654562, -0.3369875499349234, -0.2250549693889682, -1.3583611147281325, -0.375175779508593, 0.2763964642457478, -0.8901214671144888, -1.1429363586783967, 0.3495300208205932, -0.8498902939001869, -1.1241860653575775, -0.6772985985004881, -0.8975144291395641, -1.6527987430814424, -0.0179912212315674, -1.957214185993578, -0.2108521873999803, -0.5976962871609635, -0.9230784311012243, -0.9023069266494345, -0.1821875084714313, -2.188327057407466, -0.6253334391912128, -0.8225108875327887, -1.6750360115586518, -0.9638077545596511, -0.1384273875514276, -0.9409331922444377, -0.8142449143472232, 0.2452867898120009, -1.1864251435142612, -0.9135742291852199, 0.085200951370122, -0.6647329812725394, -1.4158895918274625, 0.628953963587245, 0.2474425304713856, 0.8605794893477423, -0.4695897086976638, -0.3983662100842361, 0.1671987135607335, -0.4650989477969689, -1.2894827561080742, 0.3233163564066781, -0.8359461059588811, -0.7116412242889854, -0.3210144131712339, 0.1429307878004069, -0.3768907675034766, 0.1133324416918536, -0.7247130478438616, -0.3455246007737663, -0.6644682911737552, -0.4581556835495984, -1.3601497640407776, -0.2146874553887242, -0.7787829809878064, -0.3661742627506114, -1.1195280506183416, -0.1190303082034448, -0.6228537613333949, -0.7629184866940517, 0.0313920836872439, -1.4128411575515694, -0.1401534780565282, -0.0165677712324925, 0.0818660266791361, -0.481096874667263, 0.0003108566667399, -2.030237344234867, -0.4010893883428819, -0.1496615162944251, -0.9369348266382272, -0.2658474703320009, 0.0341691245999304, -0.3269240151690034, -1.0257003429049756, -0.7837022952750625, -0.5905426381800516, -0.8776192522111249, -0.1850256318757056, -1.138088852527416, -0.8501149748751593, -0.3973937189338462, -0.9621273444189654, -1.4335187361446387, -0.3678250495631495, -1.9701011144559017, -0.6195074302448731, -0.1331285024396234, -1.128693042683276, -1.098531411743041, -0.2114891940008453, -1.5471707364331717, 0.1654786308485098, -1.1556467427303894]|5937.8383789062500000|      8.00000000|[651, 44, 0, 11]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       6|[-0.4271158904849575, -0.4014442003004317, -1.6215350552654562, -0.3369875499349234, -0.2250549693889682, -1.3583611147281325, -0.375175779508593, 0.2763964642457478, -0.8901214671144888, -1.1429363586783967, 0.3495300208205932, -0.8498902939001869, -1.1241860653575775, -0.6772985985004881, -0.8975144291395641, -1.6527987430814424, -0.0179912212315674, -1.957214185993578, -0.2108521873999803, -0.5976962871609635, -0.9230784311012243, -0.9023069266494345, -0.1821875084714313, -2.188327057407466, -0.6253334391912128, -0.8225108875327887, -1.6750360115586518, -0.9638077545596511, -0.1384273875514276, -0.9409331922444377, -0.8142449143472232, 0.2452867898120009, -1.1864251435142612, -0.9135742291852199, 0.085200951370122, -0.6647329812725394, -1.4158895918274625, 0.628953963587245, 0.2474425304713856, 0.8605794893477423, -0.4695897086976638, -0.3983662100842361, 0.1671987135607335, -0.4650989477969689, -1.2894827561080742, 0.3233163564066781, -0.8359461059588811, -0.7116412242889854, -0.3210144131712339, 0.1429307878004069, -0.3768907675034766, 0.1133324416918536, -0.7247130478438616, -0.3455246007737663, -0.6644682911737552, -0.4581556835495984, -1.3601497640407776, -0.2146874553887242, -0.7787829809878064, -0.3661742627506114, -1.1195280506183416, -0.1190303082034448, -0.6228537613333949, -0.7629184866940517, 0.0313920836872439, -1.4128411575515694, -0.1401534780565282, -0.0165677712324925, 0.0818660266791361, -0.481096874667263, 0.0003108566667399, -2.030237344234867, -0.4010893883428819, -0.1496615162944251, -0.9369348266382272, -0.2658474703320009, 0.0341691245999304, -0.3269240151690034, -1.0257003429049756, -0.7837022952750625, -0.5905426381800516, -0.8776192522111249, -0.1850256318757056, -1.138088852527416, -0.8501149748751593, -0.3973937189338462, -0.9621273444189654, -1.4335187361446387, -0.3678250495631495, -1.9701011144559017, -0.6195074302448731, -0.1331285024396234, -1.128693042683276, -1.098531411743041, -0.2114891940008453, -1.5471707364331717, 0.1654786308485098, -1.1556467427303894]|5937.8383789062500000|      4.00000000|[827, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[-1.140989051754222, -0.3183309988219098, -1.4900415167692223, -0.1797758143730782, 0.031107615233508, -1.2255103269960055, -0.053788263930843, 0.2626100388000189, -0.4298774525460988, -0.6781780365071424, 0.2726336919232162, -1.0329598627357706, -0.9904402254773005, -0.2310276193764653, -1.470404376358645, -0.4507533891408211, 0.2407879186589484, -1.7873446795664056, -0.1181944179841448, -0.6957597209100971, -1.4607005286141115, -0.63990602712931, 0.2278798575592141, -1.8815074441607225, -0.6183234306438287, -0.3901137537135804, -1.6943567361259235, -0.0962035007041555, 0.0394489906180088, -0.6034126452333799, -0.7930179555445542, 0.5673580576629951, -1.0811557955783866, -0.9088058430548964, 0.4654629463001912, -0.785429320188153, -0.9056008085275427, 0.2772727873013956, 0.5598612359527999, 0.5922100499102523, -0.117671394802936, -0.5960492130194049, 0.5208914337581174, 0.2015346168380115, -1.5660622727132143, 0.6303464728117348, 0.0390065599666602, -0.5165653293686139, 0.0618873800060726, -0.1872934517328101, -0.9221636452070866, 0.49487092457541, -0.5664770881532984, -0.6381897220255239, -1.0118710492992689, 0.3545916422488769, -0.9155882110540514, 0.4694064581301349, -0.9035095399252067, -0.8721777088337503, -0.3465608708918186, -0.312674827184971, -1.3848070996622002, -0.4774445028679587, -0.0895955204844684, -2.0842612595077137, 0.4295512021906642, 0.3128774167542664, -0.1844974575294989, -0.0906339957578325, -0.3153281057928849, -1.5544708895076411, 0.023669413017413, -0.0963692194998623, -1.2389201866813273, -0.2398876690486672, -0.1318506922119813, 0.0207267396399713, -1.0522399823790698, -0.4109366947225368, -1.2707319177621705, -0.4797645149934035, -0.5620201953116689, -1.1759566276163769, -0.561315380116076, -0.3242732370530736, -0.5305753513916671, -0.6694486634132251, -0.255964110817634, -1.3292402580429232, -0.6841518132509711, -0.1987967988871626, -1.1450878323314049, -0.6898751679864261, -0.0707020845596449, -1.62254338511418, -0.4212540699835954, -1.0350412835319143]|2627.2126464843750000|      8.00000000|[1004, 68, 0, 17]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 120 points | iterate success | actual_k=4
       8|[-1.140989051754222, -0.3183309988219098, -1.4900415167692223, -0.1797758143730782, 0.031107615233508, -1.2255103269960055, -0.053788263930843, 0.2626100388000189, -0.4298774525460988, -0.6781780365071424, 0.2726336919232162, -1.0329598627357706, -0.9904402254773005, -0.2310276193764653, -1.470404376358645, -0.4507533891408211, 0.2407879186589484, -1.7873446795664056, -0.1181944179841448, -0.6957597209100971, -1.4607005286141115, -0.63990602712931, 0.2278798575592141, -1.8815074441607225, -0.6183234306438287, -0.3901137537135804, -1.6943567361259235, -0.0962035007041555, 0.0394489906180088, -0.6034126452333799, -0.7930179555445542, 0.5673580576629951, -1.0811557955783866, -0.9088058430548964, 0.4654629463001912, -0.785429320188153, -0.9056008085275427, 0.2772727873013956, 0.5598612359527999, 0.5922100499102523, -0.117671394802936, -0.5960492130194049, 0.5208914337581174, 0.2015346168380115, -1.5660622727132143, 0.6303464728117348, 0.0390065599666602, -0.5165653293686139, 0.0618873800060726, -0.1872934517328101, -0.9221636452070866, 0.49487092457541, -0.5664770881532984, -0.6381897220255239, -1.0118710492992689, 0.3545916422488769, -0.9155882110540514, 0.4694064581301349, -0.9035095399252067, -0.8721777088337503, -0.3465608708918186, -0.312674827184971, -1.3848070996622002, -0.4774445028679587, -0.0895955204844684, -2.0842612595077137, 0.4295512021906642, 0.3128774167542664, -0.1844974575294989, -0.0906339957578325, -0.3153281057928849, -1.5544708895076411, 0.023669413017413, -0.0963692194998623, -1.2389201866813273, -0.2398876690486672, -0.1318506922119813, 0.0207267396399713, -1.0522399823790698, -0.4109366947225368, -1.2707319177621705, -0.4797645149934035, -0.5620201953116689, -1.1759566276163769, -0.561315380116076, -0.3242732370530736, -0.5305753513916671, -0.6694486634132251, -0.255964110817634, -1.3292402580429232, -0.6841518132509711, -0.1987967988871626, -1.1450878323314049, -0.6898751679864261, -0.0707020845596449, -1.62254338511418, -0.4212540699835954, -1.0350412835319143]|2627.2126464843750000|      4.00000000|[1181, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[-1.140989051754222, -0.3183309988219098, -1.4900415167692223, -0.1797758143730782, 0.031107615233508, -1.2255103269960055, -0.053788263930843, 0.2626100388000189, -0.4298774525460988, -0.6781780365071424, 0.2726336919232162, -1.0329598627357706, -0.9904402254773005, -0.2310276193764653, -1.470404376358645, -0.4507533891408211, 0.2407879186589484, -1.7873446795664056, -0.1181944179841448, -0.6957597209100971, -1.4607005286141115, -0.63990602712931, 0.2278798575592141, -1.8815074441607225, -0.6183234306438287, -0.3901137537135804, -1.6943567361259235, -0.0962035007041555, 0.0394489906180088, -0.6034126452333799, -0.7930179555445542, 0.5673580576629951, -1.0811557955783866, -0.9088058430548964, 0.4654629463001912, -0.785429320188153, -0.9056008085275427, 0.2772727873013956, 0.5598612359527999, 0.5922100499102523, -0.117671394802936, -0.5960492130194049, 0.5208914337581174, 0.2015346168380115, -1.5660622727132143, 0.6303464728117348, 0.0390065599666602, -0.5165653293686139, 0.0618873800060726, -0.1872934517328101, -0.9221636452070866, 0.49487092457541, -0.5664770881532984, -0.6381897220255239, -1.0118710492992689, 0.3545916422488769, -0.9155882110540514, 0.4694064581301349, -0.9035095399252067, -0.8721777088337503, -0.3465608708918186, -0.312674827184971, -1.3848070996622002, -0.4774445028679587, -0.0895955204844684, -2.0842612595077137, 0.4295512021906642, 0.3128774167542664, -0.1844974575294989, -0.0906339957578325, -0.3153281057928849, -1.5544708895076411, 0.023669413017413, -0.0963692194998623, -1.2389201866813273, -0.2398876690486672, -0.1318506922119813, 0.0207267396399713, -1.0522399823790698, -0.4109366947225368, -1.2707319177621705, -0.4797645149934035, -0.5620201953116689, -1.1759566276163769, -0.561315380116076, -0.3242732370530736, -0.5305753513916671, -0.6694486634132251, -0.255964110817634, -1.3292402580429232, -0.6841518132509711, -0.1987967988871626, -1.1450878323314049, -0.6898751679864261, -0.0707020845596449, -1.62254338511418, -0.4212540699835954, -1.0350412835319143]|2627.2126464843750000|      2.00000000|[1358, 92, 0, 23]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 120 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[-0.6411088523464754, -0.040221514859043, -1.5428702439590756, 0.2006078137673323, 0.0038660857852524, -1.2503791277643812, 0.1495960283076699, 0.2314462638899337, -0.602330708848231, -0.6346791946129698, 0.2937373066779805, -0.9123109738324106, -0.642054441510387, 0.0383187256700527, -1.4138384701378524, -0.42386224203249, 0.2370804094609723, -1.8753063933925247, -0.3635889961565039, -0.1937645493008404, -1.5483805116746394, -0.79101735849345, 0.3945939357469892, -1.7537326402276143, -0.7851745089379307, -0.2329920623407494, -1.5657489925550276, 0.0425916329414751, 0.0418400773068996, -0.6802784601217706, -0.6157708717247747, 0.6102244662814132, -1.107717835708163, -1.019711692577861, 0.4235105687529295, -0.8806701725781126, -0.9899066155943469, 0.2062838320964659, 0.3514959185066952, 0.6392886828926347, -0.0395109589947974, -0.4220554525232221, 0.3968089416032772, 0.1551251090051872, -1.478719305600634, 0.8323779817316754, -0.0222374472198563, -0.5322889291332208, -0.0160287302163505, 0.3249693187164845, -1.365957716275489, 0.4846400186131833, 0.05591101782037, -1.1189265937404094, -0.8404066600550515, 0.3504823310066263, -0.9649044841236676, 0.2387019473560951, -0.6960875120536307, -0.8098173694173859, -0.0443079272342948, -0.2842844969953591, -1.4474361477425928, -0.3706918222808624, -0.1523525448385697, -2.1266700198537087, 0.3217548834621742, 0.0645295495768691, -0.3387386003579279, -0.0904419675136409, -0.4049356957411601, -1.6294624594324867, 0.2576798338641021, -0.089627028443695, -0.9933891207717478, -0.0277031487361097, -0.1720247992224637, 0.076760346071627, -0.6955812404792313, -0.1088545224713896, -1.2290004348538939, -0.4124567850090871, -0.4539344369283922, -0.9527940060892568, -0.5750346256734746, 0.0826389186894244, -0.5831780506182019, -0.2570410814344283, -0.41005411280833, -1.3563198992762346, -0.3796434111224954, 0.1183452119803552, -1.260857383805406, -0.5116185691591385, 0.0132532647794828, -1.6413734909270246, -0.4666002440659728, -0.8771170414075242]|1445.9699707031250000|      4.00000000|[1476, 100, 0, 25]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
