k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-12.0, 10.0]                                                                   |100.9885487881180239|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-12.0, 10.0]                                                                   |100.9885487881180239|      0.50000000|[4, 1, 0, 1]                                                               |  | used linear model with 5 points | actual_k=1
       2|[-12.0, 10.0]                                                                   |100.9885487881180239|      0.25000000|[7, 2, 0, 2]                                                               |  | used linear model with 5 points | actual_k=1
       3|[-12.0, 10.0]                                                                   |100.9885487881180239|      0.12500000|[10, 3, 0, 3]                                                              |  | used linear model with 5 points | actual_k=1
       4|[-12.0, 10.0]                                                                   |100.9885487881180239|      0.06250000|[13, 4, 0, 4]                                                              |  | used linear model with 5 points | actual_k=1
       5|[-12.0, 10.0]                                                                   |100.9885487881180239|      0.03125000|[16, 5, 0, 5]                                                              |  | used linear model with 5 points | actual_k=1
       6|[-12.0, 10.0]                                                                   |100.9885487881180239|      0.01562500|[19, 6, 0, 6]                                                              |  | used linear model with 5 points | actual_k=1
       7|[-12.0, 10.0]                                                                   |100.9885487881180239|      0.00781250|[22, 7, 0, 7]                                                              |  | used linear model with 5 points | actual_k=1
       8|[-12.0, 10.0]                                                                   |100.9885487881180239|      0.00390625|[25, 8, 0, 8]                                                              |  | used linear model with 5 points | actual_k=1
       9|[-11.996154184671575, 9.999315534133688]                                        |100.9885377057318152|      0.00781250|[28, 9, 1, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
      10|[-11.996154184671575, 9.999315534133688]                                        |100.9885377057318152|      0.00390625|[32, 10, 1, 11]                                                            |  | used linear model with 5 points | actual_k=1
      11|[-11.992548381422898, 10.000817856334258]                                       |100.9885271213216527|      0.00781250|[35, 11, 2, 13]                                                            |  | used linear model with 5 points | iterate success | actual_k=1
      12|[-11.992548381422898, 10.000817856334258]                                       |100.9885271213216527|      0.00390625|[39, 12, 2, 14]                                                            |  | used linear model with 5 points | actual_k=1
      13|[-11.988683511458321, 10.001384927070072]                                       |100.9885158470348046|      0.00781250|[42, 13, 3, 16]                                                            |  | used linear model with 5 points | iterate success | actual_k=1
      14|[-11.988683511458321, 10.001384927070072]                                       |100.9885158470348046|      0.00390625|[46, 14, 3, 17]                                                            |  | used linear model with 5 points | actual_k=1
      15|[-11.984809155246571, 10.001883076653003]                                       |100.9885045340093512|      0.00781250|[49, 15, 4, 19]                                                            |  | used linear model with 5 points | iterate success | actual_k=1
      16|[-11.984809155246571, 10.001883076653003]                                       |100.9885045340093512|      0.00390625|[53, 16, 4, 20]                                                            |  | used linear model with 5 points | actual_k=1
