k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      0.50000000|[165, 24, 0, 3]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 111 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       2|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      0.25000000|[328, 48, 0, 6]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 111 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       3|[99.9824800371722, 0.0605200636929606, 0.3421209740620182, 0.1216510172363032, 100.02759897065607, 0.0147083167909992, 0.2776859462005746, 0.9022179875858687, 100.00545832107572, 0.0523092178837173, 0.2669431887500934, 0.9348949103573284, 99.97964732221013, 0.0197187799734213, 0.4536922139605874, 0.8200431807731654, 100.01634559794985, 0.0583075867864567, 0.3997626334972053, 0.7691851598208157, 100.02459529397235, 0.0408310415946751, 0.4486143310993994, 0.7893709592002041, 99.98370433742295, 0.0674120981041478, 0.5408825662637482, 0.7095984987816989, 100.00827225157694, 0.0962644004179013, 0.4843098872366163, 0.6777467082818174, 99.97759078364801, 0.1805237011878412, 0.516025516093917, 0.6355150383445288, 100.03907598747642, 0.1821014471713106, 0.4910270298040108, 0.6273595545890973, 100.01839995397687, 0.2414869738231328, 0.5714077081112432, 0.5257678765042522, 100.00207103498487, 0.2981056962781297, 0.6226792255245355, 0.4800342549414509, 100.01378801034869, 0.3573772566950621, 0.5714724994248143, 0.4854068938966956, 100.03070681950021, 0.412493809454318, 0.6303260670593, 0.4029518030347956, 99.9111866695338, 0.3828333451453754, 0.711829151147851, 0.4153570413275887, 99.94305147301736, 0.4106136204767043, 0.6798089852428508, 0.2943999664919078, 99.9856503131909, 0.3884079316059969, 0.7454021579264273, 0.270471355916885, 99.9933906625027, 0.4516053785006872, 0.7413728597702112, 0.1853230837931967, 99.97154685006723, 0.4931866325926524, 0.7712585028628857, 0.068095159728203, 100.02355145720581, 0.5088536083714214, 0.8115993740681227, 0.0143287767319994, 299.9708134252251, 300.0283951623975, 300.01846500028176, 300.02597530490203, 300.00167390542373, 300.0204095801655, 300.0206613530465, 299.9869128132097, 300.0087470517055, 299.96971765501206, 299.9846570022414, 300.01298707959154, 300.03922590910065, 299.9801934605082, 300.00656700933837, 300.01827243242906, 299.98314092465927, 299.9957236652006, 300.0093741777999]|941.7780151367187500|      0.50000000|[438, 64, 0, 8]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       4|[99.9824800371722, 0.0605200636929606, 0.3421209740620182, 0.1216510172363032, 100.02759897065607, 0.0147083167909992, 0.2776859462005746, 0.9022179875858687, 100.00545832107572, 0.0523092178837173, 0.2669431887500934, 0.9348949103573284, 99.97964732221013, 0.0197187799734213, 0.4536922139605874, 0.8200431807731654, 100.01634559794985, 0.0583075867864567, 0.3997626334972053, 0.7691851598208157, 100.02459529397235, 0.0408310415946751, 0.4486143310993994, 0.7893709592002041, 99.98370433742295, 0.0674120981041478, 0.5408825662637482, 0.7095984987816989, 100.00827225157694, 0.0962644004179013, 0.4843098872366163, 0.6777467082818174, 99.97759078364801, 0.1805237011878412, 0.516025516093917, 0.6355150383445288, 100.03907598747642, 0.1821014471713106, 0.4910270298040108, 0.6273595545890973, 100.01839995397687, 0.2414869738231328, 0.5714077081112432, 0.5257678765042522, 100.00207103498487, 0.2981056962781297, 0.6226792255245355, 0.4800342549414509, 100.01378801034869, 0.3573772566950621, 0.5714724994248143, 0.4854068938966956, 100.03070681950021, 0.412493809454318, 0.6303260670593, 0.4029518030347956, 99.9111866695338, 0.3828333451453754, 0.711829151147851, 0.4153570413275887, 99.94305147301736, 0.4106136204767043, 0.6798089852428508, 0.2943999664919078, 99.9856503131909, 0.3884079316059969, 0.7454021579264273, 0.270471355916885, 99.9933906625027, 0.4516053785006872, 0.7413728597702112, 0.1853230837931967, 99.97154685006723, 0.4931866325926524, 0.7712585028628857, 0.068095159728203, 100.02355145720581, 0.5088536083714214, 0.8115993740681227, 0.0143287767319994, 299.9708134252251, 300.0283951623975, 300.01846500028176, 300.02597530490203, 300.00167390542373, 300.0204095801655, 300.0206613530465, 299.9869128132097, 300.0087470517055, 299.96971765501206, 299.9846570022414, 300.01298707959154, 300.03922590910065, 299.9801934605082, 300.00656700933837, 300.01827243242906, 299.98314092465927, 299.9957236652006, 300.0093741777999]|941.7780151367187500|      0.25000000|[600, 88, 0, 11]                                                           |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       5|[99.99968705184999, 0.1255041767199603, 0.3870320205658892, 0.1588252411759147, 99.98834102256883, -0.0306228587858097, 0.2350801785712276, 0.8880664188888207, 99.99947866308158, 0.0688733472104699, 0.2914325700950769, 0.9687298900765271, 99.98510787232901, 0.0355640483221615, 0.4191513887842364, 0.8228989167573622, 100.05241430587704, 0.0760753666671703, 0.4144308058510826, 0.7331309885372761, 100.04756761116077, 0.0474440169090919, 0.445578700537386, 0.7978275261004326, 99.99711893828687, 0.0599092537828494, 0.5102714131330781, 0.6672363850724197, 100.00890832634228, 0.1099382764840749, 0.4796624067474969, 0.6581252518562297, 99.98209204132509, 0.1558006354283451, 0.4867374683818042, 0.6188920404997847, 100.05671607194041, 0.2034246804389589, 0.5004285784479993, 0.654184548872761, 99.99699877484274, 0.2861418739640644, 0.5754337004466986, 0.5592576231459578, 100.00788094558905, 0.2378125386830874, 0.6313451186663803, 0.506641093182707, 99.9696731091913, 0.3655156558484182, 0.5752559874969478, 0.500772714908561, 100.05404505316923, 0.3856337385623575, 0.6315087913880948, 0.4036862405029359, 99.93553120948813, 0.393208000878287, 0.7022522690988199, 0.4278592100049063, 99.97532158425759, 0.4262836364840132, 0.6425169285770295, 0.3226771828749438, 99.94664295427727, 0.4015164632194206, 0.6955021032598206, 0.2575781402206709, 100.03455067398973, 0.4390165656553933, 0.7515071428935763, 0.1876648602416778, 99.99085997364851, 0.4850285330473831, 0.7894417000958054, 0.0704126663541938, 100.02961983746366, 0.5237275700552355, 0.8066961381186251, 0.0177638980485484, 299.9952632470519, 300.0222765196335, 300.03896788435907, 300.0493489435273, 299.96881925343496, 300.0584379920538, 300.0660091796701, 299.99015217639936, 300.02709273231716, 299.999695600398, 299.9577990256541, 299.9702632218873, 300.04003905544045, 299.95903453211554, 300.00572258717295, 300.0142716879787, 299.9967983776706, 300.0198743588253, 300.02198881131676]|718.3406982421875000|      0.50000000|[711, 104, 0, 13]                                                          |  | trying linear partial model with 57 points | iterate success | actual_k=8
       6|[99.99968705184999, 0.1255041767199603, 0.3870320205658892, 0.1588252411759147, 99.98834102256883, -0.0306228587858097, 0.2350801785712276, 0.8880664188888207, 99.99947866308158, 0.0688733472104699, 0.2914325700950769, 0.9687298900765271, 99.98510787232901, 0.0355640483221615, 0.4191513887842364, 0.8228989167573622, 100.05241430587704, 0.0760753666671703, 0.4144308058510826, 0.7331309885372761, 100.04756761116077, 0.0474440169090919, 0.445578700537386, 0.7978275261004326, 99.99711893828687, 0.0599092537828494, 0.5102714131330781, 0.6672363850724197, 100.00890832634228, 0.1099382764840749, 0.4796624067474969, 0.6581252518562297, 99.98209204132509, 0.1558006354283451, 0.4867374683818042, 0.6188920404997847, 100.05671607194041, 0.2034246804389589, 0.5004285784479993, 0.654184548872761, 99.99699877484274, 0.2861418739640644, 0.5754337004466986, 0.5592576231459578, 100.00788094558905, 0.2378125386830874, 0.6313451186663803, 0.506641093182707, 99.9696731091913, 0.3655156558484182, 0.5752559874969478, 0.500772714908561, 100.05404505316923, 0.3856337385623575, 0.6315087913880948, 0.4036862405029359, 99.93553120948813, 0.393208000878287, 0.7022522690988199, 0.4278592100049063, 99.97532158425759, 0.4262836364840132, 0.6425169285770295, 0.3226771828749438, 99.94664295427727, 0.4015164632194206, 0.6955021032598206, 0.2575781402206709, 100.03455067398973, 0.4390165656553933, 0.7515071428935763, 0.1876648602416778, 99.99085997364851, 0.4850285330473831, 0.7894417000958054, 0.0704126663541938, 100.02961983746366, 0.5237275700552355, 0.8066961381186251, 0.0177638980485484, 299.9952632470519, 300.0222765196335, 300.03896788435907, 300.0493489435273, 299.96881925343496, 300.0584379920538, 300.0660091796701, 299.99015217639936, 300.02709273231716, 299.999695600398, 299.9577990256541, 299.9702632218873, 300.04003905544045, 299.95903453211554, 300.00572258717295, 300.0142716879787, 299.9967983776706, 300.0198743588253, 300.02198881131676]|718.3406982421875000|      0.25000000|[873, 128, 0, 16]                                                          |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       7|[99.99968705184999, 0.1255041767199603, 0.3870320205658892, 0.1588252411759147, 99.98834102256883, -0.0306228587858097, 0.2350801785712276, 0.8880664188888207, 99.99947866308158, 0.0688733472104699, 0.2914325700950769, 0.9687298900765271, 99.98510787232901, 0.0355640483221615, 0.4191513887842364, 0.8228989167573622, 100.05241430587704, 0.0760753666671703, 0.4144308058510826, 0.7331309885372761, 100.04756761116077, 0.0474440169090919, 0.445578700537386, 0.7978275261004326, 99.99711893828687, 0.0599092537828494, 0.5102714131330781, 0.6672363850724197, 100.00890832634228, 0.1099382764840749, 0.4796624067474969, 0.6581252518562297, 99.98209204132509, 0.1558006354283451, 0.4867374683818042, 0.6188920404997847, 100.05671607194041, 0.2034246804389589, 0.5004285784479993, 0.654184548872761, 99.99699877484274, 0.2861418739640644, 0.5754337004466986, 0.5592576231459578, 100.00788094558905, 0.2378125386830874, 0.6313451186663803, 0.506641093182707, 99.9696731091913, 0.3655156558484182, 0.5752559874969478, 0.500772714908561, 100.05404505316923, 0.3856337385623575, 0.6315087913880948, 0.4036862405029359, 99.93553120948813, 0.393208000878287, 0.7022522690988199, 0.4278592100049063, 99.97532158425759, 0.4262836364840132, 0.6425169285770295, 0.3226771828749438, 99.94664295427727, 0.4015164632194206, 0.6955021032598206, 0.2575781402206709, 100.03455067398973, 0.4390165656553933, 0.7515071428935763, 0.1876648602416778, 99.99085997364851, 0.4850285330473831, 0.7894417000958054, 0.0704126663541938, 100.02961983746366, 0.5237275700552355, 0.8066961381186251, 0.0177638980485484, 299.9952632470519, 300.0222765196335, 300.03896788435907, 300.0493489435273, 299.96881925343496, 300.0584379920538, 300.0660091796701, 299.99015217639936, 300.02709273231716, 299.999695600398, 299.9577990256541, 299.9702632218873, 300.04003905544045, 299.95903453211554, 300.00572258717295, 300.0142716879787, 299.9967983776706, 300.0198743588253, 300.02198881131676]|718.3406982421875000|      0.12500000|[1036, 152, 0, 19]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       8|[100.00534260087869, 0.1484892703891818, 0.400727531813001, 0.1680643736280915, 99.98320473716319, -0.0025939884584194, 0.2130824896961216, 0.8994912056186877, 100.00836040617466, 0.028914265079972, 0.2852640525768013, 0.978621514095597, 99.98727444107453, 0.0410517741433335, 0.411904767586363, 0.8015621804732435, 100.04325754502075, 0.0852755953485902, 0.3896713134796582, 0.7454505444596883, 100.06467247942514, 0.0371891354097911, 0.450304733537005, 0.7824189515609717, 99.98095981638528, 0.0735078069846088, 0.5117433099991766, 0.6595528640231895, 100.00311263656215, 0.1191289014210191, 0.4817303452810114, 0.6621683977214895, 99.96820404568622, 0.156190789986119, 0.4894146445825872, 0.617012900343846, 100.06781531306365, 0.208436710643308, 0.5095493954774961, 0.6679295973654927, 100.00027053826372, 0.2718390795565266, 0.560337223396209, 0.5908551085656347, 100.01145616132389, 0.2481396764767275, 0.6483733146512678, 0.4932382636573562, 99.97394100741059, 0.3445941604278642, 0.5676417803029876, 0.4865240473217981, 100.05413292750869, 0.395121763043857, 0.6265114848962094, 0.3974373654009444, 99.93575803234006, 0.3886938218306971, 0.6823784606558669, 0.4000384882105492, 99.95880485253156, 0.4504681059954482, 0.6321666838966692, 0.3089528356373069, 99.93526046302057, 0.4121752102016205, 0.6971231984045373, 0.2657716689663188, 100.03772092293451, 0.4389239742764131, 0.7332267857650174, 0.1945321781859717, 99.98789319841859, 0.4855161824939778, 0.7970627978820216, 0.0653479184584149, 100.02720913159996, 0.5077913745953577, 0.8062036613704737, 0.0191125183782892, 300.0150942010884, 300.03106952986207, 300.04255354427033, 300.05340586750674, 299.96726237237056, 300.0541560394616, 300.06299075328695, 299.9970238815477, 300.02041247130575, 300.0131903657396, 299.9682063266237, 299.97869084901896, 300.04593288996386, 299.9725167689739, 300.00171680380413, 300.0080452328632, 300.0118463518871, 300.00953274796063, 300.0058786779596]|562.0238647460937500|      0.25000000|[1145, 168, 0, 21]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
       9|[100.00534260087869, 0.1484892703891818, 0.400727531813001, 0.1680643736280915, 99.98320473716319, -0.0025939884584194, 0.2130824896961216, 0.8994912056186877, 100.00836040617466, 0.028914265079972, 0.2852640525768013, 0.978621514095597, 99.98727444107453, 0.0410517741433335, 0.411904767586363, 0.8015621804732435, 100.04325754502075, 0.0852755953485902, 0.3896713134796582, 0.7454505444596883, 100.06467247942514, 0.0371891354097911, 0.450304733537005, 0.7824189515609717, 99.98095981638528, 0.0735078069846088, 0.5117433099991766, 0.6595528640231895, 100.00311263656215, 0.1191289014210191, 0.4817303452810114, 0.6621683977214895, 99.96820404568622, 0.156190789986119, 0.4894146445825872, 0.617012900343846, 100.06781531306365, 0.208436710643308, 0.5095493954774961, 0.6679295973654927, 100.00027053826372, 0.2718390795565266, 0.560337223396209, 0.5908551085656347, 100.01145616132389, 0.2481396764767275, 0.6483733146512678, 0.4932382636573562, 99.97394100741059, 0.3445941604278642, 0.5676417803029876, 0.4865240473217981, 100.05413292750869, 0.395121763043857, 0.6265114848962094, 0.3974373654009444, 99.93575803234006, 0.3886938218306971, 0.6823784606558669, 0.4000384882105492, 99.95880485253156, 0.4504681059954482, 0.6321666838966692, 0.3089528356373069, 99.93526046302057, 0.4121752102016205, 0.6971231984045373, 0.2657716689663188, 100.03772092293451, 0.4389239742764131, 0.7332267857650174, 0.1945321781859717, 99.98789319841859, 0.4855161824939778, 0.7970627978820216, 0.0653479184584149, 100.02720913159996, 0.5077913745953577, 0.8062036613704737, 0.0191125183782892, 300.0150942010884, 300.03106952986207, 300.04255354427033, 300.05340586750674, 299.96726237237056, 300.0541560394616, 300.06299075328695, 299.9970238815477, 300.02041247130575, 300.0131903657396, 299.9682063266237, 299.97869084901896, 300.04593288996386, 299.9725167689739, 300.00171680380413, 300.0080452328632, 300.0118463518871, 300.00953274796063, 300.0058786779596]|562.0238647460937500|      0.12500000|[1308, 192, 0, 24]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
      10|[100.01895073318934, 0.1716071350379464, 0.4079826973937322, 0.1671954047364275, 99.98239033332015, 0.0198789908756324, 0.2166531798568615, 0.9007925942273912, 100.01865506920011, -0.0023975045495965, 0.3032942366270309, 0.9640750333247421, 100.00509623568612, 0.0278440238296605, 0.4070946164500857, 0.7973559418945151, 100.02819150932768, 0.0652293369395179, 0.3991491433776915, 0.7256363181711218, 100.06312644986426, 0.0436841263789473, 0.4432837618118095, 0.771912339595524, 99.97931800145282, 0.0897542640834128, 0.501653328657305, 0.6580176941438166, 100.00841316157069, 0.1096710334772366, 0.4936563155629582, 0.6483823389772273, 99.95407328733774, 0.1717591644810249, 0.4827105583836745, 0.6364092742590394, 100.07566489627247, 0.208691613086296, 0.5009846553985605, 0.6590242294482633, 100.00174625470183, 0.2859629237724775, 0.5573124701731444, 0.5888718101937996, 100.01530706246326, 0.2537311113102226, 0.6744581338419462, 0.5001036461846647, 99.98941064563506, 0.3431449626618807, 0.5476815292775018, 0.4931568611885913, 100.04648734960483, 0.3945549384445998, 0.6373727734091298, 0.4042800225640956, 99.93442069378001, 0.3973459850320658, 0.7052939467931284, 0.4063125034315846, 99.98293401970102, 0.4399108346302797, 0.6378452285755529, 0.3038211329766761, 99.95552219779462, 0.39705356541036, 0.6838679498211944, 0.2778821795439328, 100.05666013184683, 0.4444564622662154, 0.7188666805461711, 0.2063040120460277, 100.01465306500758, 0.5040485853485444, 0.8051356586546253, 0.0676413828468807, 100.01471159714279, 0.5069772908098948, 0.8066983291738716, 0.0250964597254574, 300.02081571997945, 300.0486168967828, 300.0326411110843, 300.0733968987018, 299.9707266769599, 300.0311975419839, 300.05920706013103, 300.0055420767236, 300.0179478347491, 300.02442049983716, 299.97146535559506, 299.9882005993741, 300.0197296947346, 299.97231235083285, 300.0047020494472, 300.02050709700075, 300.0127594944279, 300.01399251165105, 299.99665327772624]|505.6088562011718750|      0.25000000|[1418, 208, 0, 26]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
