k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]| 27.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.9455142623787209, 0.9919767830015116, 0.9803666271345475, 0.9448117519104074, 0.9571489810715876, 1.000956287936858, 0.9486811489888345, 0.9511611554922799, 0.9103804971170253, 0.9956266166066973, 0.9320100539368746, 1.040238415095738, 1.9425761061887306, 0.9186122882952515, 0.8993013819527842, 1.0162787274307823, 0.9698388812447992, 0.9707875756070338, 0.9311562495661593, 0.9238271909174245, 0.8997636144318408, 1.0269568119289885, 0.9288742743485039, 0.8173870717714922, 0.9263580333233227]|  4.8587683022927504|      2.00000000|[49, 16, 1, 2]                                                             |  | used linear model with 65 points | iterate success | actual_k=16
       2|[0.9455142623787209, 0.9919767830015116, 0.9803666271345475, 0.9448117519104074, 0.9571489810715876, 1.000956287936858, 0.9486811489888345, 0.9511611554922799, 0.9103804971170253, 0.9956266166066973, 0.9320100539368746, 1.040238415095738, 1.9425761061887306, 0.9186122882952515, 0.8993013819527842, 1.0162787274307823, 0.9698388812447992, 0.9707875756070338, 0.9311562495661593, 0.9238271909174245, 0.8997636144318408, 1.0269568119289885, 0.9288742743485039, 0.8173870717714922, 0.9263580333233227]|  4.8587683022927504|      1.00000000|[98, 32, 2, 4]                                                             |  | used linear model with 65 points | iterate failure | actual_k=16
       3|[0.9455142623787209, 0.9919767830015116, 0.9803666271345475, 0.9448117519104074, 0.9571489810715876, 1.000956287936858, 0.9486811489888345, 0.9511611554922799, 0.9103804971170253, 0.9956266166066973, 0.9320100539368746, 1.040238415095738, 1.9425761061887306, 0.9186122882952515, 0.8993013819527842, 1.0162787274307823, 0.9698388812447992, 0.9707875756070338, 0.9311562495661593, 0.9238271909174245, 0.8997636144318408, 1.0269568119289885, 0.9288742743485039, 0.8173870717714922, 0.9263580333233227]|  4.8587683022927504|      0.50000000|[147, 48, 3, 6]                                                            |  | used linear model with 65 points | iterate failure | actual_k=16
       4|[0.9040480570465141, 0.900219509420026, 0.9111560397964993, 0.9319344257491373, 0.8548184285708148, 1.0175809536140068, 0.9963010776827275, 1.056513294599477, 1.0052766326127047, 0.963235807017906, 1.056016350716813, 0.8577237369144564, 1.7044732525945774, 0.811044542881676, 1.0517916682224562, 0.9663771852781571, 1.0590532407143503, 0.9116058539375513, 0.9238147982385685, 0.937111817751996, 0.8697562589607141, 1.0935506656803773, 0.9756232284417318, 0.8171689158172857, 0.7293124258586096]|  4.2341814737005183|      1.00000000|[196, 64, 4, 8]                                                            |  | used linear model with 65 points | iterate success | actual_k=16
       5|[0.9040480570465141, 0.900219509420026, 0.9111560397964993, 0.9319344257491373, 0.8548184285708148, 1.0175809536140068, 0.9963010776827275, 1.056513294599477, 1.0052766326127047, 0.963235807017906, 1.056016350716813, 0.8577237369144564, 1.7044732525945774, 0.811044542881676, 1.0517916682224562, 0.9663771852781571, 1.0590532407143503, 0.9116058539375513, 0.9238147982385685, 0.937111817751996, 0.8697562589607141, 1.0935506656803773, 0.9756232284417318, 0.8171689158172857, 0.7293124258586096]|  4.2341814737005183|      0.50000000|[245, 80, 5, 10]                                                           |  | used linear model with 65 points | iterate failure | actual_k=16
       6|[0.9040480570465141, 0.900219509420026, 0.9111560397964993, 0.9319344257491373, 0.8548184285708148, 1.0175809536140068, 0.9963010776827275, 1.056513294599477, 1.0052766326127047, 0.963235807017906, 1.056016350716813, 0.8577237369144564, 1.7044732525945774, 0.811044542881676, 1.0517916682224562, 0.9663771852781571, 1.0590532407143503, 0.9116058539375513, 0.9238147982385685, 0.937111817751996, 0.8697562589607141, 1.0935506656803773, 0.9756232284417318, 0.8171689158172857, 0.7293124258586096]|  4.2341814737005183|      0.25000000|[294, 96, 6, 12]                                                           |  | used linear model with 65 points | iterate failure | actual_k=16
       7|[0.9102157204401192, 0.8646216555506647, 0.9043664278474436, 0.922281365475754, 0.8367940860028352, 1.0093007903577464, 0.9537238808961376, 1.015731527174675, 0.9992836641513709, 0.945050309172687, 1.048068016007706, 0.8260464690046376, 1.9295203182734713, 0.8442901272972814, 1.0339347529504757, 0.9352940945811237, 1.0323433349417175, 0.9101560877930227, 0.9331786823152088, 0.9180131140018124, 0.8571904501190344, 1.0804425007906928, 0.95347144106465, 0.8009572829836055, 0.707745642087383]|  3.1260518069939947|      0.50000000|[343, 112, 7, 14]                                                          |  | used linear model with 65 points | iterate success | actual_k=16
       8|[0.9102157204401192, 0.8646216555506647, 0.9043664278474436, 0.922281365475754, 0.8367940860028352, 1.0093007903577464, 0.9537238808961376, 1.015731527174675, 0.9992836641513709, 0.945050309172687, 1.048068016007706, 0.8260464690046376, 1.9295203182734713, 0.8442901272972814, 1.0339347529504757, 0.9352940945811237, 1.0323433349417175, 0.9101560877930227, 0.9331786823152088, 0.9180131140018124, 0.8571904501190344, 1.0804425007906928, 0.95347144106465, 0.8009572829836055, 0.707745642087383]|  3.1260518069939947|      0.25000000|[392, 128, 8, 16]                                                          |  | used linear model with 65 points | iterate failure | actual_k=16
       9|[0.9245170471169196, 0.8379352734834348, 0.8930206197692059, 0.8674842879167599, 0.8323290045595733, 0.9545289886088733, 0.9883193019412368, 1.0872983924627833, 0.9770072300902308, 0.9069635745271649, 1.0437717210795165, 0.701309982830185, 1.8819372598108528, 0.8745980729052067, 1.095216863061857, 0.9903332345767293, 1.052517417437553, 0.877652757817342, 0.8795393962745841, 0.9257849229324785, 0.8916767431648045, 0.9787140804756502, 0.9544440698084898, 0.7831247489704032, 0.6345107516966759]|  2.6250258828185751|      0.50000000|[441, 144, 9, 18]                                                          |  | used linear model with 65 points | iterate success | actual_k=16
      10|[0.9245170471169196, 0.8379352734834348, 0.8930206197692059, 0.8674842879167599, 0.8323290045595733, 0.9545289886088733, 0.9883193019412368, 1.0872983924627833, 0.9770072300902308, 0.9069635745271649, 1.0437717210795165, 0.701309982830185, 1.8819372598108528, 0.8745980729052067, 1.095216863061857, 0.9903332345767293, 1.052517417437553, 0.877652757817342, 0.8795393962745841, 0.9257849229324785, 0.8916767431648045, 0.9787140804756502, 0.9544440698084898, 0.7831247489704032, 0.6345107516966759]|  2.6250258828185751|      0.25000000|[490, 160, 10, 20]                                                         |  | used linear model with 65 points | iterate failure | actual_k=16
      11|[0.89552590066814, 0.779064071996909, 0.9161237626723396, 0.8570859456760753, 0.778442989057276, 0.9645367944250681, 0.9597306680718025, 1.0440749464884909, 0.9563163573988058, 0.8895679839490438, 1.0304738112184681, 0.5933956209293241, 1.8405014103502713, 0.8361905239600895, 1.1936837723794467, 0.941904163716691, 1.019301680191655, 0.9775940099521394, 0.8540450920715583, 0.9159873699594827, 0.9285150406876888, 0.946371376674108, 0.8671998140635717, 0.8139488208873812, 0.5988196455663686]|  2.3278168634405723|      0.50000000|[539, 176, 11, 22]                                                         |  | used linear model with 65 points | iterate success | actual_k=16
