k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[143, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | trying quadratic partial model with 31 points | trying quadratic partial model with 45 points | trying quadratic partial model with 59 points | trying quadratic partial model with 73 points | trying quadratic partial model with 87 points | trying quadratic partial model with 101 points | trying quadratic partial model with 115 points | trying quadratic partial model with 129 points | exploitation failed, decreasing delta | actual_k=0
       2|[0.9932259329784751, 0.98043611708712, 0.8026885066159177, 0.9283241534491923, 0.8629708659087592, 0.865786075571569, 0.8941915680312382, 0.9215632337305003, 0.9832647870083879, 0.8639066831303759, 0.9855606563589546, 0.6902420317390034, 0.9726868978148524, 1.0245960633452802, 0.8891470634714509, 0.8919784106241372, 0.9664014973300358, 0.920193203388546, 1.050068686233797, 1.0065309867986427, 1.0302821786846674, 1.0114682078766641]|  1.3953775167465210|      1.00000000|[173, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       3|[0.9932259329784751, 0.98043611708712, 0.8026885066159177, 0.9283241534491923, 0.8629708659087592, 0.865786075571569, 0.8941915680312382, 0.9215632337305003, 0.9832647870083879, 0.8639066831303759, 0.9855606563589546, 0.6902420317390034, 0.9726868978148524, 1.0245960633452802, 0.8891470634714509, 0.8919784106241372, 0.9664014973300358, 0.920193203388546, 1.050068686233797, 1.0065309867986427, 1.0302821786846674, 1.0114682078766641]|  1.3953775167465210|      0.50000000|[315, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | trying quadratic partial model with 31 points | trying quadratic partial model with 45 points | trying quadratic partial model with 59 points | trying quadratic partial model with 73 points | trying quadratic partial model with 87 points | trying quadratic partial model with 101 points | trying quadratic partial model with 115 points | trying quadratic partial model with 129 points | exploitation failed, decreasing delta | actual_k=0
       4|[0.8871425147170876, 0.8748610955378293, 0.6907428977371831, 0.8225862954961238, 0.747916515367149, 0.763418692773764, 0.78237931492278, 0.8253039053377278, 0.8693444419701876, 0.7528698561897873, 1.0262038961844961, 0.3338942351091317, 0.9640327923370127, 1.0077012602990854, 0.8767309531521046, 0.8701539001663193, 0.9320068372729965, 0.8799443078550443, 1.0290148230465386, 1.0095008907845244, 1.0161101681159224, 1.0077072592601033]|  1.2481898069381714|      1.00000000|[359, 0, 0, 25]                                                            |  | trying linear partial model with 17 points | trying quadratic partial model with 31 points | iterate success | actual_k=0
       5|[0.8871425147170876, 0.8748610955378293, 0.6907428977371831, 0.8225862954961238, 0.747916515367149, 0.763418692773764, 0.78237931492278, 0.8253039053377278, 0.8693444419701876, 0.7528698561897873, 1.0262038961844961, 0.3338942351091317, 0.9640327923370127, 1.0077012602990854, 0.8767309531521046, 0.8701539001663193, 0.9320068372729965, 0.8799443078550443, 1.0290148230465386, 1.0095008907845244, 1.0161101681159224, 1.0077072592601033]|  1.2481898069381714|      0.50000000|[501, 0, 0, 35]                                                            |  | trying linear partial model with 17 points | trying quadratic partial model with 31 points | trying quadratic partial model with 45 points | trying quadratic partial model with 59 points | trying quadratic partial model with 73 points | trying quadratic partial model with 87 points | trying quadratic partial model with 101 points | trying quadratic partial model with 115 points | trying quadratic partial model with 129 points | exploitation failed, decreasing delta | actual_k=0
       6|[0.7814514656493375, 0.7810198636151967, 0.5721905824716088, 0.726676717505446, 0.6438833846672264, 0.7005391333348373, 0.6442896840950781, 0.6947740798485691, 0.8044827776498407, 0.5815247814504709, 1.0662831183704957, 0.0237198393706352, 0.8852425993698839, 0.9278296108778747, 0.8234901878835716, 0.8789607422585883, 0.9312329532262491, 0.8422924784468651, 1.0138962207830655, 1.0898545788546419, 1.0197405723632607, 1.0375318004694494]|  1.1206833124160767|      1.00000000|[531, 0, 0, 37]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       7|[0.7814514656493375, 0.7810198636151967, 0.5721905824716088, 0.726676717505446, 0.6438833846672264, 0.7005391333348373, 0.6442896840950781, 0.6947740798485691, 0.8044827776498407, 0.5815247814504709, 1.0662831183704957, 0.0237198393706352, 0.8852425993698839, 0.9278296108778747, 0.8234901878835716, 0.8789607422585883, 0.9312329532262491, 0.8422924784468651, 1.0138962207830655, 1.0898545788546419, 1.0197405723632607, 1.0375318004694494]|  1.1206833124160767|      0.50000000|[673, 0, 0, 47]                                                            |  | trying linear partial model with 17 points | trying quadratic partial model with 31 points | trying quadratic partial model with 45 points | trying quadratic partial model with 59 points | trying quadratic partial model with 73 points | trying quadratic partial model with 87 points | trying quadratic partial model with 101 points | trying quadratic partial model with 115 points | trying quadratic partial model with 129 points | exploitation failed, decreasing delta | actual_k=0
       8|[0.6967302866815097, 0.6272111928317051, 0.4836856150016345, 0.6641056718667261, 0.4816794007731032, 0.666518149811616, 0.5545449878120837, 0.5887835493483446, 0.6972993600927015, 0.5445349529539644, 1.1397138042891888, -0.3313150957834012, 0.8723555361927527, 0.9171218301847117, 0.8475174796238403, 0.8832170178939927, 0.8803781240870083, 0.747078613365616, 1.0093677606464506, 1.0857406396718976, 1.0336018575263437, 1.0975756476520873]|  1.0064336061477661|      1.00000000|[717, 0, 0, 50]                                                            |  | trying linear partial model with 17 points | trying quadratic partial model with 31 points | iterate success | actual_k=0
       9|[0.6967302866815097, 0.6272111928317051, 0.4836856150016345, 0.6641056718667261, 0.4816794007731032, 0.666518149811616, 0.5545449878120837, 0.5887835493483446, 0.6972993600927015, 0.5445349529539644, 1.1397138042891888, -0.3313150957834012, 0.8723555361927527, 0.9171218301847117, 0.8475174796238403, 0.8832170178939927, 0.8803781240870083, 0.747078613365616, 1.0093677606464506, 1.0857406396718976, 1.0336018575263437, 1.0975756476520873]|  1.0064336061477661|      0.50000000|[859, 0, 0, 60]                                                            |  | trying linear partial model with 17 points | trying quadratic partial model with 31 points | trying quadratic partial model with 45 points | trying quadratic partial model with 59 points | trying quadratic partial model with 73 points | trying quadratic partial model with 87 points | trying quadratic partial model with 101 points | trying quadratic partial model with 115 points | trying quadratic partial model with 129 points | exploitation failed, decreasing delta | actual_k=0
