k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]|7635.8399999999992360|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]|7635.8399999999992360|      0.50000000|[49, 16, 1, 5]                                                             |  | used linear model with 65 points | iterate failure | actual_k=4
       2|[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]|7635.8399999999992360|      0.25000000|[98, 32, 2, 10]                                                            |  | used linear model with 65 points | iterate failure | actual_k=4
       3|[-1.0068056017667266, -0.9747328315276558, -0.9395366679159847, -1.0072691477205347, -0.9512954054502376, -0.9671464204770177, -0.9644227181417834, -1.0011637109845615, -0.9984548705607431, -0.9914076053189503, -0.9958965807390957, -0.9454302554866162, -0.9759851626679059, -0.9820069777071732, -0.9665426621750899, -0.9663696083743009, -0.9974640314940654, -0.9568726068164461, -0.970482172714604, -0.9650697771396342, -0.9832763498901276, -0.9856086960235249, -0.9789994788585058, -0.9902295373563378, -0.9551422155848516, -0.9531878022237377, -0.982157703940218, -0.9881966428134038, -0.9688057438557662, -0.8933233951296863, -1.029743118658573, -0.99050269254578, -1.0021179378885046, -0.9822049440511557, -0.9495684174567214, -0.9699445983282572, -0.9842536795863936, -0.9652747595113874, -0.9421643379402808, -0.9826188212566623, -0.903980542817522, -0.973375516595778, -1.0101637031124444, -0.9595593141772573, -0.9659458842810451, -0.9626700605026972, -0.9800328188600594, -0.9902587078566627, -1.0148456048699401, -0.9801801331287732]|6967.9049741856506444|      0.50000000|[147, 48, 3, 15]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
       4|[-1.020436494116666, -0.938160173896725, -0.8404479717741709, -0.9993184836142078, -0.9662636103834714, -0.9571344260413241, -0.8724481019850753, -1.127138461942399, -0.8929651315859279, -0.8897019196186415, -1.1093738670325861, -0.8976842328842872, -0.9679146811216357, -0.9270325574705703, -0.9019955236160665, -0.8956587528504655, -1.0154271563096735, -1.0424277782568425, -0.9844060380349081, -0.9699592174058306, -1.0241863466371353, -0.9837099990549145, -0.9924121010935818, -1.1025938894884366, -0.9355165878669318, -0.9764409178010506, -0.8183081947058479, -0.9179091658043346, -0.8509514762773197, -0.8865073482765334, -0.9717486910122468, -0.9297178246487255, -1.0019473971332564, -0.9203012289409221, -0.9192964591607854, -0.9181297589857423, -0.9886372978503725, -1.0375849173994944, -0.8710492248879489, -0.8993019658842176, -0.8586022024292738, -0.964461461823883, -0.8672262523800678, -1.029848538007457, -0.8802729969147283, -0.8830849122661844, -1.040255034504565, -0.9319913128205553, -0.9914751710853249, -0.8553737872275843]|6381.7439796405878951|      1.00000000|[196, 64, 4, 20]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
       5|[-1.020436494116666, -0.938160173896725, -0.8404479717741709, -0.9993184836142078, -0.9662636103834714, -0.9571344260413241, -0.8724481019850753, -1.127138461942399, -0.8929651315859279, -0.8897019196186415, -1.1093738670325861, -0.8976842328842872, -0.9679146811216357, -0.9270325574705703, -0.9019955236160665, -0.8956587528504655, -1.0154271563096735, -1.0424277782568425, -0.9844060380349081, -0.9699592174058306, -1.0241863466371353, -0.9837099990549145, -0.9924121010935818, -1.1025938894884366, -0.9355165878669318, -0.9764409178010506, -0.8183081947058479, -0.9179091658043346, -0.8509514762773197, -0.8865073482765334, -0.9717486910122468, -0.9297178246487255, -1.0019473971332564, -0.9203012289409221, -0.9192964591607854, -0.9181297589857423, -0.9886372978503725, -1.0375849173994944, -0.8710492248879489, -0.8993019658842176, -0.8586022024292738, -0.964461461823883, -0.8672262523800678, -1.029848538007457, -0.8802729969147283, -0.8830849122661844, -1.040255034504565, -0.9319913128205553, -0.9914751710853249, -0.8553737872275843]|6381.7439796405878951|      0.50000000|[245, 80, 5, 25]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       6|[-0.9788482574781944, -0.9540825090409966, -0.8220018459866251, -0.9745846411224115, -0.9524519710200953, -0.9954112584225601, -0.8149882256695286, -1.074509501452315, -0.8623302380184815, -0.8805325367399048, -1.1428364944961773, -0.8023337125045809, -0.9766661792476762, -0.8347946235729327, -0.8466156576195142, -0.8473345512029686, -0.9804766787239373, -1.0627854354120974, -0.8754792182840937, -0.9458753269109672, -0.9793309611105746, -0.9678418899926493, -0.9406911866458632, -1.1045853857292165, -0.9537006107339635, -0.9760663545232741, -0.7706740417875142, -0.8710694966723995, -0.7326020646952007, -0.7952451313996669, -0.8842344797221744, -0.794640994795227, -1.0281171433537213, -0.8495142863858097, -0.8785913590594785, -0.7467350474050536, -0.9544784687322436, -1.0084106467011418, -0.7635173294903581, -0.8635629928908685, -0.7227083493891511, -0.9727796688064548, -0.8915540876895252, -1.1198937616524711, -0.9071037429423696, -0.7677699967199703, -0.8473506158627822, -0.8637886882454745, -0.9060303402028902, -0.86272949695406]|5659.5950727910894784|      1.00000000|[294, 96, 6, 30]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
       7|[-0.9788482574781944, -0.9540825090409966, -0.8220018459866251, -0.9745846411224115, -0.9524519710200953, -0.9954112584225601, -0.8149882256695286, -1.074509501452315, -0.8623302380184815, -0.8805325367399048, -1.1428364944961773, -0.8023337125045809, -0.9766661792476762, -0.8347946235729327, -0.8466156576195142, -0.8473345512029686, -0.9804766787239373, -1.0627854354120974, -0.8754792182840937, -0.9458753269109672, -0.9793309611105746, -0.9678418899926493, -0.9406911866458632, -1.1045853857292165, -0.9537006107339635, -0.9760663545232741, -0.7706740417875142, -0.8710694966723995, -0.7326020646952007, -0.7952451313996669, -0.8842344797221744, -0.794640994795227, -1.0281171433537213, -0.8495142863858097, -0.8785913590594785, -0.7467350474050536, -0.9544784687322436, -1.0084106467011418, -0.7635173294903581, -0.8635629928908685, -0.7227083493891511, -0.9727796688064548, -0.8915540876895252, -1.1198937616524711, -0.9071037429423696, -0.7677699967199703, -0.8473506158627822, -0.8637886882454745, -0.9060303402028902, -0.86272949695406]|5659.5950727910894784|      0.50000000|[343, 112, 7, 35]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
       8|[-0.854654601647466, -0.9951580146118981, -0.8301743678072091, -0.918286703200215, -0.8581375531315556, -1.022596447847746, -0.7485442494390587, -1.0903036582125865, -0.8470242941396595, -0.8109551993337812, -1.0792629423755886, -0.7713338262033579, -0.9463323007912152, -0.95470182619828, -0.7959476403226996, -0.8028227119381616, -0.8282087566064414, -1.1115001004810272, -0.9088013856111673, -0.9561864328250066, -0.9218120450331534, -0.9773632811549587, -0.8810131148067047, -1.2013796869308473, -0.990942900492373, -0.9309445759317223, -0.718056358935212, -0.7796504033028799, -0.6690243956709383, -0.7400058113433943, -0.7848093737171753, -0.8124218409835123, -0.9588730623669689, -0.8329791742537703, -0.8806099564233363, -0.7530129016998467, -0.8555526424092162, -0.9881467821532453, -0.6683315950159562, -0.8121711008158231, -0.6883312471025393, -0.890892264716477, -0.987233043176355, -0.9140850256965869, -0.8178421021240617, -0.7505844081340093, -0.9232865230860378, -0.9191055020236238, -0.9726784553265717, -0.9131318246439678]|5178.9639186402182531|      1.00000000|[392, 128, 8, 40]                                                          |  | used linear model with 65 points | iterate success | actual_k=4
       9|[-0.6994611004160031, -0.9047402985221179, -0.8965680206124808, -0.8607070688656754, -0.9576982612039233, -1.133810937174074, -0.7889910102000062, -1.1141989975786004, -0.7652005856912947, -1.0175323478730536, -0.8576207667538807, -0.5479469619841815, -0.8059104810261927, -0.937517301764776, -0.5711991652146864, -0.6369385956419501, -0.7533909044607303, -1.0632297402035227, -1.0313747529646187, -0.8953043965244474, -0.8796619613418162, -0.7924312696363626, -0.7651447585961306, -0.9668356605987272, -0.8146014233793585, -0.6897662484428795, -0.4556186310754318, -0.7246201985475585, -0.6900051814994957, -0.6665367779275788, -0.4993535112332932, -0.6914685852488419, -0.8216338841685358, -0.8045864607302189, -0.6930152948110745, -0.8427649339869332, -1.0538078818552479, -0.8290603670359569, -0.625477111726887, -0.5361803831125613, -0.4861563592987704, -1.0006345312904261, -0.9857550812417619, -0.804842388123332, -0.8543741123290556, -0.7890812451447909, -0.8338231530615445, -0.9175669151668702, -0.9138988059505658, -1.0144179194320617]|4302.0851320206766104|      2.00000000|[441, 144, 9, 45]                                                          |  | used linear model with 65 points | iterate success | actual_k=4
      10|[-0.6994611004160031, -0.9047402985221179, -0.8965680206124808, -0.8607070688656754, -0.9576982612039233, -1.133810937174074, -0.7889910102000062, -1.1141989975786004, -0.7652005856912947, -1.0175323478730536, -0.8576207667538807, -0.5479469619841815, -0.8059104810261927, -0.937517301764776, -0.5711991652146864, -0.6369385956419501, -0.7533909044607303, -1.0632297402035227, -1.0313747529646187, -0.8953043965244474, -0.8796619613418162, -0.7924312696363626, -0.7651447585961306, -0.9668356605987272, -0.8146014233793585, -0.6897662484428795, -0.4556186310754318, -0.7246201985475585, -0.6900051814994957, -0.6665367779275788, -0.4993535112332932, -0.6914685852488419, -0.8216338841685358, -0.8045864607302189, -0.6930152948110745, -0.8427649339869332, -1.0538078818552479, -0.8290603670359569, -0.625477111726887, -0.5361803831125613, -0.4861563592987704, -1.0006345312904261, -0.9857550812417619, -0.804842388123332, -0.8543741123290556, -0.7890812451447909, -0.8338231530615445, -0.9175669151668702, -0.9138988059505658, -1.0144179194320617]|4302.0851320206766104|      1.00000000|[490, 160, 10, 50]                                                         |  | used linear model with 65 points | iterate failure | actual_k=4
      11|[-0.6994611004160031, -0.9047402985221179, -0.8965680206124808, -0.8607070688656754, -0.9576982612039233, -1.133810937174074, -0.7889910102000062, -1.1141989975786004, -0.7652005856912947, -1.0175323478730536, -0.8576207667538807, -0.5479469619841815, -0.8059104810261927, -0.937517301764776, -0.5711991652146864, -0.6369385956419501, -0.7533909044607303, -1.0632297402035227, -1.0313747529646187, -0.8953043965244474, -0.8796619613418162, -0.7924312696363626, -0.7651447585961306, -0.9668356605987272, -0.8146014233793585, -0.6897662484428795, -0.4556186310754318, -0.7246201985475585, -0.6900051814994957, -0.6665367779275788, -0.4993535112332932, -0.6914685852488419, -0.8216338841685358, -0.8045864607302189, -0.6930152948110745, -0.8427649339869332, -1.0538078818552479, -0.8290603670359569, -0.625477111726887, -0.5361803831125613, -0.4861563592987704, -1.0006345312904261, -0.9857550812417619, -0.804842388123332, -0.8543741123290556, -0.7890812451447909, -0.8338231530615445, -0.9175669151668702, -0.9138988059505658, -1.0144179194320617]|4302.0851320206766104|      0.50000000|[539, 176, 11, 55]                                                         |  | used linear model with 65 points | iterate failure | actual_k=4
