k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[58, 20, 0, 5]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 47 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[113, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[100.00940762634556, 0.1258348631945262, 0.275083524427323, 0.9530405318252223, 99.96432207874834, 0.0111233915427671, 0.2027342753680463, 0.8168711760797742, 100.06244363379659, 0.0346819339069855, 0.2878903759629002, 0.8542527673196786, 100.07147157312328, 0.1181248059116641, 0.2748889409826613, 0.6213200505219171, 100.0424924892749, 0.2933402581889304, 0.4008815217668444, 0.3277914469474879, 99.98083655261293, 0.6773106143089767, 0.6056888313486758, 0.0397243100541648, 300.04032155773774, 299.97773752838305, 300.01077094794914, 300.0049550766563, 299.9946644932252]|402.6245117187500000|      0.50000000|[136, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       4|[100.00940762634556, 0.1258348631945262, 0.275083524427323, 0.9530405318252223, 99.96432207874834, 0.0111233915427671, 0.2027342753680463, 0.8168711760797742, 100.06244363379659, 0.0346819339069855, 0.2878903759629002, 0.8542527673196786, 100.07147157312328, 0.1181248059116641, 0.2748889409826613, 0.6213200505219171, 100.0424924892749, 0.2933402581889304, 0.4008815217668444, 0.3277914469474879, 99.98083655261293, 0.6773106143089767, 0.6056888313486758, 0.0397243100541648, 300.04032155773774, 299.97773752838305, 300.01077094794914, 300.0049550766563, 299.9946644932252]|402.6245117187500000|      0.25000000|[192, 68, 0, 17]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 36 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[99.9981575070362, 0.1134528827837502, 0.343486770426495, 0.9392109011636937, 99.92683576726273, 0.1199181212595248, 0.2977101546569054, 0.8050459410971447, 100.0991075839999, 0.0503600249234237, 0.2942925996777357, 0.8429729887697887, 100.04566642368123, 0.0938071536909215, 0.3129837040422873, 0.6558921248101925, 100.03835682008177, 0.2332480751177255, 0.3982881684162555, 0.3480859520010639, 100.0569074891409, 0.721173183698512, 0.5640226802367563, 0.060158572579604, 300.0591361387302, 299.8568535524529, 300.0172628108357, 299.9858394537746, 299.9954016981678]|189.0143280029296875|      0.50000000|[238, 84, 0, 21]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points | iterate success | actual_k=4
       6|[99.9981575070362, 0.1134528827837502, 0.343486770426495, 0.9392109011636937, 99.92683576726273, 0.1199181212595248, 0.2977101546569054, 0.8050459410971447, 100.0991075839999, 0.0503600249234237, 0.2942925996777357, 0.8429729887697887, 100.04566642368123, 0.0938071536909215, 0.3129837040422873, 0.6558921248101925, 100.03835682008177, 0.2332480751177255, 0.3982881684162555, 0.3480859520010639, 100.0569074891409, 0.721173183698512, 0.5640226802367563, 0.060158572579604, 300.0591361387302, 299.8568535524529, 300.0172628108357, 299.9858394537746, 299.9954016981678]|189.0143280029296875|      0.25000000|[290, 104, 0, 26]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[99.9981575070362, 0.1134528827837502, 0.343486770426495, 0.9392109011636937, 99.92683576726273, 0.1199181212595248, 0.2977101546569054, 0.8050459410971447, 100.0991075839999, 0.0503600249234237, 0.2942925996777357, 0.8429729887697887, 100.04566642368123, 0.0938071536909215, 0.3129837040422873, 0.6558921248101925, 100.03835682008177, 0.2332480751177255, 0.3982881684162555, 0.3480859520010639, 100.0569074891409, 0.721173183698512, 0.5640226802367563, 0.060158572579604, 300.0591361387302, 299.8568535524529, 300.0172628108357, 299.9858394537746, 299.9954016981678]|189.0143280029296875|      0.12500000|[345, 124, 0, 31]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[99.96631219202891, 0.1264840652047472, 0.3667274131785566, 0.956395109485603, 99.94474938952709, 0.119487961423806, 0.2987546405687134, 0.7880752002933544, 100.07649665631446, 0.0156772354487683, 0.3374437579091486, 0.833297631363082, 100.05647932239351, 0.0721431330741316, 0.2937164225627912, 0.6780350192001671, 100.00193545008268, 0.1968748204471932, 0.4195591514690715, 0.3586365950251579, 100.06000048515313, 0.7600517269450724, 0.5785411933038047, 0.0437804643447733, 300.0999989899631, 299.83611705540324, 299.99539572110905, 299.98339606315136, 300.00437597660556]|156.9581146240234375|      0.25000000|[369, 132, 0, 33]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
       9|[99.96631219202891, 0.1264840652047472, 0.3667274131785566, 0.956395109485603, 99.94474938952709, 0.119487961423806, 0.2987546405687134, 0.7880752002933544, 100.07649665631446, 0.0156772354487683, 0.3374437579091486, 0.833297631363082, 100.05647932239351, 0.0721431330741316, 0.2937164225627912, 0.6780350192001671, 100.00193545008268, 0.1968748204471932, 0.4195591514690715, 0.3586365950251579, 100.06000048515313, 0.7600517269450724, 0.5785411933038047, 0.0437804643447733, 300.0999989899631, 299.83611705540324, 299.99539572110905, 299.98339606315136, 300.00437597660556]|156.9581146240234375|      0.12500000|[424, 152, 0, 38]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[99.96631219202891, 0.1264840652047472, 0.3667274131785566, 0.956395109485603, 99.94474938952709, 0.119487961423806, 0.2987546405687134, 0.7880752002933544, 100.07649665631446, 0.0156772354487683, 0.3374437579091486, 0.833297631363082, 100.05647932239351, 0.0721431330741316, 0.2937164225627912, 0.6780350192001671, 100.00193545008268, 0.1968748204471932, 0.4195591514690715, 0.3586365950251579, 100.06000048515313, 0.7600517269450724, 0.5785411933038047, 0.0437804643447733, 300.0999989899631, 299.83611705540324, 299.99539572110905, 299.98339606315136, 300.00437597660556]|156.9581146240234375|      0.06250000|[477, 172, 0, 43]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 44 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
