k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[90, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 47 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 79 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.25000000|[171, 60, 1, 16]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 48 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.12500000|[251, 88, 1, 23]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 36 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 48 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 60 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 70 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.06250000|[335, 120, 1, 31]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 74 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[1.0317777863065507, 0.0280593163387593, 0.0084874645349076, 0.0223467338752408, 0.4370558597069464, 0.0185514815676258, 0.8045454362749567, 0.0203134082804402, 0.2087372600532763, 0.0207256312348568, 2.6983903085406196, 0.0104075100804391, 0.8057230037794857, 0.0127360540859875, 2.269570108749205, 0.0263863564270183, 14.357246946534541, 0.0440053442664105, 12.158188814140816, 0.0345688682161735, 0.2737965838640455, 0.0139894583490473, 0.2458199164752517, 0.018445559653216, 1.173137216569227, 0.0147524154617774, 0.1857422173109789, 0.0262825351395278, 0.1171495329434182, 0.0099740738243066, 3.7411276709820203, 0.0236410555913709, 0.8390980959610099, 0.0138364729879653, 0.1591822837851584, 0.0149603193080943, 0.3781017549431642, 0.0306986922144206, 0.9161250152529237, 0.0299316495553474, 0.2699181305970806, 0.0193467823567758, 2.0701857839247606, 0.0180184009268547, 1.934166610303451, 0.019004137274384, 1.4806279843575259, 0.0370303023657224, 0.4724940151970783, 0.0086988673292833, 0.4860360096480133, 0.0139555083218521, 0.3212503992143697, 0.0274560543854415, 0.8318909051567079, 0.0148361113551976, 0.4592337840146031, 0.0314541459423745, 0.4984381467475359, 0.0267191319553353, 0.9881649400329555, 0.0229890586647738, -0.0241191216265887, 0.0171865982528921, 0.2586681734756242, 0.0352076207659227]|2286488.5000000000000000|      0.12500000|[379, 136, 1, 35]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | iterate success | actual_k=4
       6|[1.0317777863065507, 0.0280593163387593, 0.0084874645349076, 0.0223467338752408, 0.4370558597069464, 0.0185514815676258, 0.8045454362749567, 0.0203134082804402, 0.2087372600532763, 0.0207256312348568, 2.6983903085406196, 0.0104075100804391, 0.8057230037794857, 0.0127360540859875, 2.269570108749205, 0.0263863564270183, 14.357246946534541, 0.0440053442664105, 12.158188814140816, 0.0345688682161735, 0.2737965838640455, 0.0139894583490473, 0.2458199164752517, 0.018445559653216, 1.173137216569227, 0.0147524154617774, 0.1857422173109789, 0.0262825351395278, 0.1171495329434182, 0.0099740738243066, 3.7411276709820203, 0.0236410555913709, 0.8390980959610099, 0.0138364729879653, 0.1591822837851584, 0.0149603193080943, 0.3781017549431642, 0.0306986922144206, 0.9161250152529237, 0.0299316495553474, 0.2699181305970806, 0.0193467823567758, 2.0701857839247606, 0.0180184009268547, 1.934166610303451, 0.019004137274384, 1.4806279843575259, 0.0370303023657224, 0.4724940151970783, 0.0086988673292833, 0.4860360096480133, 0.0139555083218521, 0.3212503992143697, 0.0274560543854415, 0.8318909051567079, 0.0148361113551976, 0.4592337840146031, 0.0314541459423745, 0.4984381467475359, 0.0267191319553353, 0.9881649400329555, 0.0229890586647738, -0.0241191216265887, 0.0171865982528921, 0.2586681734756242, 0.0352076207659227]|2286488.5000000000000000|      0.06250000|[465, 168, 1, 43]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[1.0317777863065507, 0.0280593163387593, 0.0084874645349076, 0.0223467338752408, 0.4370558597069464, 0.0185514815676258, 0.8045454362749567, 0.0203134082804402, 0.2087372600532763, 0.0207256312348568, 2.6983903085406196, 0.0104075100804391, 0.8057230037794857, 0.0127360540859875, 2.269570108749205, 0.0263863564270183, 14.357246946534541, 0.0440053442664105, 12.158188814140816, 0.0345688682161735, 0.2737965838640455, 0.0139894583490473, 0.2458199164752517, 0.018445559653216, 1.173137216569227, 0.0147524154617774, 0.1857422173109789, 0.0262825351395278, 0.1171495329434182, 0.0099740738243066, 3.7411276709820203, 0.0236410555913709, 0.8390980959610099, 0.0138364729879653, 0.1591822837851584, 0.0149603193080943, 0.3781017549431642, 0.0306986922144206, 0.9161250152529237, 0.0299316495553474, 0.2699181305970806, 0.0193467823567758, 2.0701857839247606, 0.0180184009268547, 1.934166610303451, 0.019004137274384, 1.4806279843575259, 0.0370303023657224, 0.4724940151970783, 0.0086988673292833, 0.4860360096480133, 0.0139555083218521, 0.3212503992143697, 0.0274560543854415, 0.8318909051567079, 0.0148361113551976, 0.4592337840146031, 0.0314541459423745, 0.4984381467475359, 0.0267191319553353, 0.9881649400329555, 0.0229890586647738, -0.0241191216265887, 0.0171865982528921, 0.2586681734756242, 0.0352076207659227]|2286488.5000000000000000|      0.03125000|[552, 200, 1, 51]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 67 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[1.0317777863065507, 0.0280593163387593, 0.0084874645349076, 0.0223467338752408, 0.4370558597069464, 0.0185514815676258, 0.8045454362749567, 0.0203134082804402, 0.2087372600532763, 0.0207256312348568, 2.6983903085406196, 0.0104075100804391, 0.8057230037794857, 0.0127360540859875, 2.269570108749205, 0.0263863564270183, 14.357246946534541, 0.0440053442664105, 12.158188814140816, 0.0345688682161735, 0.2737965838640455, 0.0139894583490473, 0.2458199164752517, 0.018445559653216, 1.173137216569227, 0.0147524154617774, 0.1857422173109789, 0.0262825351395278, 0.1171495329434182, 0.0099740738243066, 3.7411276709820203, 0.0236410555913709, 0.8390980959610099, 0.0138364729879653, 0.1591822837851584, 0.0149603193080943, 0.3781017549431642, 0.0306986922144206, 0.9161250152529237, 0.0299316495553474, 0.2699181305970806, 0.0193467823567758, 2.0701857839247606, 0.0180184009268547, 1.934166610303451, 0.019004137274384, 1.4806279843575259, 0.0370303023657224, 0.4724940151970783, 0.0086988673292833, 0.4860360096480133, 0.0139555083218521, 0.3212503992143697, 0.0274560543854415, 0.8318909051567079, 0.0148361113551976, 0.4592337840146031, 0.0314541459423745, 0.4984381467475359, 0.0267191319553353, 0.9881649400329555, 0.0229890586647738, -0.0241191216265887, 0.0171865982528921, 0.2586681734756242, 0.0352076207659227]|2286488.5000000000000000|      0.01562500|[640, 232, 1, 59]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 36 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 47 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 67 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[1.0310557906299407, 0.0280331275503745, 0.0083416606922608, 0.0213687517057574, 0.4346653992969137, 0.0184124008240372, 0.8024655254637629, 0.0204861657293517, 0.2086070655261634, 0.0195889891857726, 2.700372258820627, 0.0126581992169203, 0.8079541328056767, 0.0148290921853062, 2.2717389164575565, 0.0271530776021558, 14.357103921617636, 0.0477841324039918, 12.15887909574678, 0.0390024219182133, 0.2721548871938541, 0.014622878426211, 0.2448156133460831, 0.0170744232144098, 1.1688958290777585, 0.0144404174191988, 0.1877665454149891, 0.0275515105725982, 0.1147824608941478, 0.0126158362976123, 3.740674074670989, 0.0258081747816125, 0.8399354678669289, 0.0163309702993035, 0.1576254331170614, 0.0175450535690866, 0.3752903559121475, 0.0318987194965024, 0.9196261320060828, 0.0296375243055234, 0.2671073243257225, 0.0184827446435857, 2.0694552817910483, 0.0175123841516909, 1.9333231218497882, 0.0229231187135519, 1.4755852151116065, 0.0369470767001258, 0.47198373330705, 0.006709001775931, 0.4848014702514581, 0.0150533038102417, 0.3225319141514167, 0.0274856588662123, 0.830708480364463, 0.0147191469662361, 0.4592495848559228, 0.03227100166375, 0.4966536199721595, 0.0269511591030269, 0.9878839593079719, 0.0214963477842522, -0.0221521008108286, 0.0210832591179923, 0.2572798178347085, 0.0349976462845624]|2139948.2500000000000000|      0.03125000|[662, 240, 1, 61]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      10|[1.0310557906299407, 0.0280331275503745, 0.0083416606922608, 0.0213687517057574, 0.4346653992969137, 0.0184124008240372, 0.8024655254637629, 0.0204861657293517, 0.2086070655261634, 0.0195889891857726, 2.700372258820627, 0.0126581992169203, 0.8079541328056767, 0.0148290921853062, 2.2717389164575565, 0.0271530776021558, 14.357103921617636, 0.0477841324039918, 12.15887909574678, 0.0390024219182133, 0.2721548871938541, 0.014622878426211, 0.2448156133460831, 0.0170744232144098, 1.1688958290777585, 0.0144404174191988, 0.1877665454149891, 0.0275515105725982, 0.1147824608941478, 0.0126158362976123, 3.740674074670989, 0.0258081747816125, 0.8399354678669289, 0.0163309702993035, 0.1576254331170614, 0.0175450535690866, 0.3752903559121475, 0.0318987194965024, 0.9196261320060828, 0.0296375243055234, 0.2671073243257225, 0.0184827446435857, 2.0694552817910483, 0.0175123841516909, 1.9333231218497882, 0.0229231187135519, 1.4755852151116065, 0.0369470767001258, 0.47198373330705, 0.006709001775931, 0.4848014702514581, 0.0150533038102417, 0.3225319141514167, 0.0274856588662123, 0.830708480364463, 0.0147191469662361, 0.4592495848559228, 0.03227100166375, 0.4966536199721595, 0.0269511591030269, 0.9878839593079719, 0.0214963477842522, -0.0221521008108286, 0.0210832591179923, 0.2572798178347085, 0.0349976462845624]|2139948.2500000000000000|      0.01562500|[750, 272, 1, 69]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 44 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
