k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |772166.1146731314947829|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.830530805797113, 0.8549511691157053, 1.1777901182825472, 1.1218654680454039, 0.896196425738885, 0.7684167015184036, 0.5360672090484206, 0.2099741335061521]|89693.8465429469069932|      2.00000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=4
       2|[0.830530805797113, 0.8549511691157053, 1.1777901182825472, 1.1218654680454039, 0.896196425738885, 0.7684167015184036, 0.5360672090484206, 0.2099741335061521]|89693.8465429469069932|      1.00000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       3|[0.830530805797113, 0.8549511691157053, 1.1777901182825472, 1.1218654680454039, 0.896196425738885, 0.7684167015184036, 0.5360672090484206, 0.2099741335061521]|89693.8465429469069932|      0.50000000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       4|[0.8523038410845378, 0.8287287538500387, 1.1641122300882734, 1.0787902217372338, 0.8357188944204105, 0.7426434800134937, 0.3839305707087298, -0.2583509789271048]|261.2824936028669072|      1.00000000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate success | actual_k=4
       5|[0.8523038410845378, 0.8287287538500387, 1.1641122300882734, 1.0787902217372338, 0.8357188944204105, 0.7426434800134937, 0.3839305707087298, -0.2583509789271048]|261.2824936028669072|      0.50000000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       6|[0.8523038410845378, 0.8287287538500387, 1.1641122300882734, 1.0787902217372338, 0.8357188944204105, 0.7426434800134937, 0.3839305707087298, -0.2583509789271048]|261.2824936028669072|      0.25000000|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       7|[0.8523038410845378, 0.8287287538500387, 1.1641122300882734, 1.0787902217372338, 0.8357188944204105, 0.7426434800134937, 0.3839305707087298, -0.2583509789271048]|261.2824936028669072|      0.12500000|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       8|[0.8523038410845378, 0.8287287538500387, 1.1641122300882734, 1.0787902217372338, 0.8357188944204105, 0.7426434800134937, 0.3839305707087298, -0.2583509789271048]|261.2824936028669072|      0.06250000|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
       9|[0.8523038410845378, 0.8287287538500387, 1.1641122300882734, 1.0787902217372338, 0.8357188944204105, 0.7426434800134937, 0.3839305707087298, -0.2583509789271048]|261.2824936028669072|      0.03125000|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
      10|[0.8523038410845378, 0.8287287538500387, 1.1641122300882734, 1.0787902217372338, 0.8357188944204105, 0.7426434800134937, 0.3839305707087298, -0.2583509789271048]|261.2824936028669072|      0.01562500|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      11|[0.8517737697674367, 0.8290724584324147, 1.165526361759358, 1.0784706716495196, 0.8380491729851383, 0.7440475770642423, 0.3865843288714571, -0.2432779726969686]|208.5768821166316229|      0.03125000|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
