k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.50000000|[97, 32, 0, 2]                                                             |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.25000000|[193, 64, 0, 4]                                                            |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.12500000|[289, 96, 0, 6]                                                            |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       4|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.06250000|[385, 128, 0, 8]                                                           |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       5|[0.001579275008903, 0.0093860779853469, -0.0077982442020331, -0.0012854814722002, -0.0036599462057992, 0.0030958993826506, -0.0005986641125537, -0.0072517079053508, -0.0079253395117501, -0.002230287263711, -0.0062269765657647, 0.0011375044023255, 0.0022161616600921, -0.0014845043613823, 0.0027669926293864, 0.0083156784691285, 0.0044069344076251, -0.0029143261023536, -0.006072674130439, -0.0039754497359906, -0.0035978519478587, -0.0054739564047605, -0.0005775833009869, -0.0054662417095867, -0.0023208478658171, 0.0009186413639143, 0.0017599136211917, 0.0011564326693697, -0.0019554807108131, -0.0049866252210541, 0.0241294368336591, 0.0052057464142057, -0.0028305695767625, 0.0051811456434017, 0.0182791375059465, 0.0009135409317487, 0.002602491666361, -0.002110518864615, 0.0059149794381096, 0.029702926193855, 0.0017699998934259, -0.0073393207676944, -0.0049559497504206, 0.0181818001133911, 0.0012607305875484, -0.0027074817848523, 0.0058830397689835, 0.0003229663481696, 0.0168119839918177, 0.0106650253713152, -0.005930868543018, -0.004860727113887, 0.0180945607646612, 0.0042798518452282, 0.0101207307655872, -0.0019112059716722, -0.0046925685873858]|94823.8750000000000000|      0.12500000|[481, 160, 0, 10]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       6|[-0.0122635548377412, 0.0021239413778036, 0.0167778268999125, 0.0197385318124728, -0.0023785321923114, -0.0273036082655294, 0.0121102440924242, -0.0097212460786356, -0.0006802056699426, 0.0125849650491224, 0.0006220851787262, -0.0171165274447612, -0.018509538989327, -0.0027049581893574, -0.0161809008028438, 0.0441035895026723, -0.0110889085848895, -0.0026359776663443, -0.0027473239502973, -0.0096482217447576, -0.0016268108591223, -0.0204489516805677, 0.009194837237772, 0.0067198554921578, 0.0032214712869372, -0.0225603874862745, -0.0064224047121873, 0.0038887582122475, -0.0147610707952681, -0.0233355667492136, 0.0485392691546981, -0.0132343184203041, -0.0330682769400076, 0.0291098517642747, 0.0564061356266133, 0.003215208934056, -0.0005346264767712, 0.0023307876802758, -0.0076488467694287, 0.074316930389566, 0.0233375424297021, -0.030884327587111, -0.011130319326329, 0.0311417867749896, -0.0052774135504652, -0.00375131109183, 0.011005798910779, 0.0016699691040488, -0.0037792963416679, 0.029136945093889, -0.0045825774877776, 0.0069301552290846, 0.0322252496553096, 0.0098623000925744, 0.0117105477355673, 0.0040530933011847, -0.0115829945397444]|74115.4843750000000000|      0.25000000|[577, 192, 0, 12]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       7|[-0.0122635548377412, 0.0021239413778036, 0.0167778268999125, 0.0197385318124728, -0.0023785321923114, -0.0273036082655294, 0.0121102440924242, -0.0097212460786356, -0.0006802056699426, 0.0125849650491224, 0.0006220851787262, -0.0171165274447612, -0.018509538989327, -0.0027049581893574, -0.0161809008028438, 0.0441035895026723, -0.0110889085848895, -0.0026359776663443, -0.0027473239502973, -0.0096482217447576, -0.0016268108591223, -0.0204489516805677, 0.009194837237772, 0.0067198554921578, 0.0032214712869372, -0.0225603874862745, -0.0064224047121873, 0.0038887582122475, -0.0147610707952681, -0.0233355667492136, 0.0485392691546981, -0.0132343184203041, -0.0330682769400076, 0.0291098517642747, 0.0564061356266133, 0.003215208934056, -0.0005346264767712, 0.0023307876802758, -0.0076488467694287, 0.074316930389566, 0.0233375424297021, -0.030884327587111, -0.011130319326329, 0.0311417867749896, -0.0052774135504652, -0.00375131109183, 0.011005798910779, 0.0016699691040488, -0.0037792963416679, 0.029136945093889, -0.0045825774877776, 0.0069301552290846, 0.0322252496553096, 0.0098623000925744, 0.0117105477355673, 0.0040530933011847, -0.0115829945397444]|74115.4843750000000000|      0.12500000|[673, 224, 1, 15]                                                          |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       8|[-0.0049580556653354, 0.00601349829954, 0.0051412346511749, 0.028514855688579, 0.0088252376007882, -0.0242810882129271, 0.0287512380383188, 0.0056343154957363, -0.011407191575699, -0.0205172012648337, -0.0270010531677951, -0.0460291535678933, 0.0088052920741052, -0.0074710316640807, -0.0240916698551287, 0.0627515609726787, -0.0159310885371885, -0.0203500204375118, 0.004401002665938, -0.0252438660319929, -0.0241523818341511, -0.0213141331718827, -0.0008928613519558, 0.0252587978886052, 0.0071879890280211, -0.0183721227892616, 0.0059890518248001, -0.0189312697068056, -0.0186663656257941, -0.0283467295553687, 0.0711347828219293, 0.0151341646133903, -0.0495424995067695, 0.0471498331090661, 0.0682371372853954, 0.0209232446163208, 0.0083391235906901, -0.0307237209139761, 0.0108411838367715, 0.1063798932554452, 0.022425834037012, -0.0508422573752801, -0.0263366120261295, 0.0156536455784153, -0.0110033863185626, 0.0148146052728373, 0.0244713981632829, 0.0174857079585029, 0.0144488028981256, 0.0193443790893277, -0.0145277620131938, 0.0047235595017415, 0.0569645484638648, 0.028777343941698, -5.34471344533e-05, 0.0010168440150271, -0.0233565935875145]|50318.2070312500000000|      0.25000000|[770, 256, 1, 17]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       9|[-0.0049580556653354, 0.00601349829954, 0.0051412346511749, 0.028514855688579, 0.0088252376007882, -0.0242810882129271, 0.0287512380383188, 0.0056343154957363, -0.011407191575699, -0.0205172012648337, -0.0270010531677951, -0.0460291535678933, 0.0088052920741052, -0.0074710316640807, -0.0240916698551287, 0.0627515609726787, -0.0159310885371885, -0.0203500204375118, 0.004401002665938, -0.0252438660319929, -0.0241523818341511, -0.0213141331718827, -0.0008928613519558, 0.0252587978886052, 0.0071879890280211, -0.0183721227892616, 0.0059890518248001, -0.0189312697068056, -0.0186663656257941, -0.0283467295553687, 0.0711347828219293, 0.0151341646133903, -0.0495424995067695, 0.0471498331090661, 0.0682371372853954, 0.0209232446163208, 0.0083391235906901, -0.0307237209139761, 0.0108411838367715, 0.1063798932554452, 0.022425834037012, -0.0508422573752801, -0.0263366120261295, 0.0156536455784153, -0.0110033863185626, 0.0148146052728373, 0.0244713981632829, 0.0174857079585029, 0.0144488028981256, 0.0193443790893277, -0.0145277620131938, 0.0047235595017415, 0.0569645484638648, 0.028777343941698, -5.34471344533e-05, 0.0010168440150271, -0.0233565935875145]|50318.2070312500000000|      0.12500000|[866, 288, 1, 19]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      10|[-0.0049580556653354, 0.00601349829954, 0.0051412346511749, 0.028514855688579, 0.0088252376007882, -0.0242810882129271, 0.0287512380383188, 0.0056343154957363, -0.011407191575699, -0.0205172012648337, -0.0270010531677951, -0.0460291535678933, 0.0088052920741052, -0.0074710316640807, -0.0240916698551287, 0.0627515609726787, -0.0159310885371885, -0.0203500204375118, 0.004401002665938, -0.0252438660319929, -0.0241523818341511, -0.0213141331718827, -0.0008928613519558, 0.0252587978886052, 0.0071879890280211, -0.0183721227892616, 0.0059890518248001, -0.0189312697068056, -0.0186663656257941, -0.0283467295553687, 0.0711347828219293, 0.0151341646133903, -0.0495424995067695, 0.0471498331090661, 0.0682371372853954, 0.0209232446163208, 0.0083391235906901, -0.0307237209139761, 0.0108411838367715, 0.1063798932554452, 0.022425834037012, -0.0508422573752801, -0.0263366120261295, 0.0156536455784153, -0.0110033863185626, 0.0148146052728373, 0.0244713981632829, 0.0174857079585029, 0.0144488028981256, 0.0193443790893277, -0.0145277620131938, 0.0047235595017415, 0.0569645484638648, 0.028777343941698, -5.34471344533e-05, 0.0010168440150271, -0.0233565935875145]|50318.2070312500000000|      0.06250000|[962, 320, 1, 21]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
