k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  2.9803003000300001|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.006228471791955, 0.2114367521199662]                                         |  0.0059922817467518|      2.00000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       2|[0.006228471791955, 0.2114367521199662]                                         |  0.0059922817467518|      1.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[0.006228471791955, 0.2114367521199662]                                         |  0.0059922817467518|      0.50000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.006228471791955, 0.2114367521199662]                                         |  0.0059922817467518|      0.25000000|[16, 4, 3, 7]                                                              |  | used linear model with 5 points | actual_k=1
       5|[0.006228471791955, 0.2114367521199662]                                         |  0.0059922817467518|      0.12500000|[19, 5, 3, 8]                                                              |  | used linear model with 5 points | actual_k=1
       6|[0.074917416503127, 0.1070009877742903]                                         |  0.0003592377293655|      0.25000000|[22, 6, 4, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       7|[0.074917416503127, 0.1070009877742903]                                         |  0.0003592377293655|      0.12500000|[26, 7, 5, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.074917416503127, 0.1070009877742903]                                         |  0.0003592377293655|      0.06250000|[30, 8, 5, 13]                                                             |  | used linear model with 5 points | actual_k=1
       9|[0.074917416503127, 0.1070009877742903]                                         |  0.0003592377293655|      0.03125000|[33, 9, 5, 14]                                                             |  | used linear model with 5 points | actual_k=1
      10|[0.0507376341905753, 0.0872045075993297]                                        |  0.0001542189208585|      0.06250000|[36, 10, 6, 16]                                                            |  | used linear model with 5 points | iterate success | actual_k=1
      11|[0.0507376341905753, 0.0872045075993297]                                        |  0.0001542189208585|      0.03125000|[40, 11, 6, 17]                                                            |  | used linear model with 5 points | actual_k=1
      12|[0.0507376341905753, 0.0872045075993297]                                        |  0.0001542189208585|      0.01562500|[43, 12, 6, 18]                                                            |  | used linear model with 5 points | actual_k=1
      13|[0.0507376341905753, 0.0872045075993297]                                        |  0.0001542189208585|      0.00781250|[46, 13, 6, 19]                                                            |  | used linear model with 5 points | actual_k=1
      14|[0.0505299861355095, 0.079394767620609]                                         |  0.0001065718174099|      0.01562500|[49, 14, 7, 21]                                                            |  | used linear model with 5 points | iterate success | actual_k=1
