k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 10.0, 1.0, 1.0]                                                         |3066308.1922855651937425|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[99.13364455816274, 10.41134455610697, 1.2830052270787302, 1.0114867752759842]  |2870065.8232375271618366|      2.00000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       2|[98.4257683261859, 9.824450804866672, 2.8042364099956862, 1.928177919052573]    |2649059.0025019925087690|      4.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       3|[98.4257683261859, 9.824450804866672, 2.8042364099956862, 1.928177919052573]    |2649059.0025019925087690|      2.00000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[98.4257683261859, 9.824450804866672, 2.8042364099956862, 1.928177919052573]    |2649059.0025019925087690|      1.00000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[98.97571692651843, 9.378481127327264, 3.508930021153488, 1.9737245775587045]   |2642555.3018443956971169|      2.00000000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       6|[100.90192507229867, 9.854632623847305, 3.709954514367939, 2.124027886302947]   |2623295.5783293140120804|      4.00000000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       7|[104.86609923703962, 9.734053392234884, 4.10504273619925, 2.4626857335091503]   |2584624.2361580613069236|      8.00000000|[28, 7, 7, 14]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       8|[104.86609923703962, 9.734053392234884, 4.10504273619925, 2.4626857335091503]   |2584624.2361580613069236|      4.00000000|[32, 8, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[106.64081939543667, 6.470392029110371, 3.9975665990933815, 0.9837226690007093] |2569899.2366075739264488|      8.00000000|[36, 9, 9, 18]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
      10|[106.64081939543667, 6.470392029110371, 3.9975665990933815, 0.9837226690007093] |2569899.2366075739264488|      4.00000000|[40, 10, 10, 20]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[110.42938777943763, 6.798675428993182, 2.7639770328908835, 0.8524352314218138] |2528867.4783685998991132|      8.00000000|[44, 11, 11, 22]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      12|[110.42938777943763, 6.798675428993182, 2.7639770328908835, 0.8524352314218138] |2528867.4783685998991132|      4.00000000|[48, 12, 12, 24]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[110.42938777943763, 6.798675428993182, 2.7639770328908835, 0.8524352314218138] |2528867.4783685998991132|      2.00000000|[52, 13, 13, 26]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      14|[112.28097052165471, 6.513654320602924, 2.219953108390938, 1.2933913358897802]  |2510191.1713633076287806|      4.00000000|[56, 14, 14, 28]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      15|[112.28097052165471, 6.513654320602924, 2.219953108390938, 1.2933913358897802]  |2510191.1713633076287806|      2.00000000|[60, 15, 15, 30]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      16|[112.28097052165471, 6.513654320602924, 2.219953108390938, 1.2933913358897802]  |2510191.1713633076287806|      1.00000000|[64, 16, 16, 32]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      17|[112.9630901731829, 6.100974518014723, 2.8228922561952956, 1.2638524533827684]  |2505171.5441267504356802|      2.00000000|[68, 17, 17, 34]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      18|[114.7981653533797, 6.3515658809313695, 2.2678585762404193, 0.7523442266913488] |2486214.9994283756241202|      4.00000000|[72, 18, 18, 36]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      19|[114.7981653533797, 6.3515658809313695, 2.2678585762404193, 0.7523442266913488] |2486214.9994283756241202|      2.00000000|[76, 19, 19, 38]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      20|[114.7981653533797, 6.3515658809313695, 2.2678585762404193, 0.7523442266913488] |2486214.9994283756241202|      1.00000000|[80, 20, 20, 40]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
