k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-12.0, 10.0]                                                                   |100.9885487881180239|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-12.0, 10.0]                                                                   |100.9885487881180239|      0.50000000|[4, 1, 0, 1]                                                               |  | used linear model with 5 points | actual_k=1
       2|[-12.0, 10.0]                                                                   |100.9885487881180239|      0.25000000|[7, 2, 0, 2]                                                               |  | used linear model with 5 points | actual_k=1
       3|[-12.0, 10.0]                                                                   |100.9885487881180239|      0.12500000|[10, 3, 0, 3]                                                              |  | used linear model with 5 points | actual_k=1
       4|[-12.0, 10.0]                                                                   |100.9885487881180239|      0.06250000|[13, 4, 0, 4]                                                              |  | used linear model with 5 points | actual_k=1
       5|[-12.0, 10.0]                                                                   |100.9885487881180239|      0.03125000|[16, 5, 0, 5]                                                              |  | used linear model with 5 points | actual_k=1
       6|[-12.0, 10.0]                                                                   |100.9885487881180239|      0.01562500|[19, 6, 0, 6]                                                              |  | used linear model with 5 points | actual_k=1
       7|[-12.0, 10.0]                                                                   |100.9885487881180239|      0.00781250|[22, 7, 0, 7]                                                              |  | used linear model with 5 points | actual_k=1
       8|[-12.0, 10.0]                                                                   |100.9885487881180239|      0.00390625|[25, 8, 0, 8]                                                              |  | used linear model with 5 points | actual_k=1
       9|[-11.99613703959959, 9.999420063790263]                                         |100.9885376473291672|      0.00781250|[28, 9, 1, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
      10|[-11.99613703959959, 9.999420063790263]                                         |100.9885376473291672|      0.00390625|[32, 10, 1, 11]                                                            |  | used linear model with 5 points | actual_k=1
      11|[-11.993447931720375, 10.002253345964075]                                       |100.9885296122558884|      0.00781250|[35, 11, 2, 13]                                                            |  | used linear model with 5 points | iterate success | actual_k=1
      12|[-11.98573622797366, 10.001002433667827]                                        |100.9885073063586987|      0.01562500|[39, 12, 3, 15]                                                            |  | used linear model with 5 points | iterate success | actual_k=1
      13|[-11.98573622797366, 10.001002433667827]                                        |100.9885073063586987|      0.00781250|[43, 13, 3, 16]                                                            |  | used linear model with 5 points | actual_k=1
      14|[-11.978238589688035, 10.003198014772664]                                       |100.9884852697303614|      0.01562500|[46, 14, 4, 18]                                                            |  | used linear model with 5 points | iterate success | actual_k=1
      15|[-11.978238589688035, 10.003198014772664]                                       |100.9884852697303614|      0.00781250|[50, 15, 4, 19]                                                            |  | used linear model with 5 points | actual_k=1
      16|[-11.978238589688035, 10.003198014772664]                                       |100.9884852697303614|      0.00390625|[53, 16, 4, 20]                                                            |  | used linear model with 5 points | actual_k=1
