k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.01399159915069, 149.94918812389236, -100.09700489547807, 1.123409529989044, 1.9762150286484907]|84540.0781250000000000|      2.00000000|[29, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[49.01399159915069, 149.94918812389236, -100.09700489547807, 1.123409529989044, 1.9762150286484907]|84540.0781250000000000|      1.00000000|[57, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[48.02377248871706, 149.86225280058568, -100.16121048178954, 1.2050539556330189, 1.9427457391245042]|81282.2343750000000000|      2.00000000|[85, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | iterate success | actual_k=2
       4|[46.20345594296956, 150.20878595585182, -100.2106452524735, 1.9543817013778018, 1.8934854256495035]|75573.2968750000000000|      4.00000000|[113, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | iterate success | actual_k=2
       5|[46.20345594296956, 150.20878595585182, -100.2106452524735, 1.9543817013778018, 1.8934854256495035]|75573.2968750000000000|      2.00000000|[141, 20, 1, 11]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[44.682380403277776, 150.5583348242745, -100.38689025024546, 3.1795685405003415, 1.7146008227988674]|70955.0234375000000000|      4.00000000|[170, 24, 1, 13]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       7|[44.682380403277776, 150.5583348242745, -100.38689025024546, 3.1795685405003415, 1.7146008227988674]|70955.0234375000000000|      2.00000000|[198, 28, 1, 15]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[42.70232908167, 150.40008140468785, -100.59528313074314, 3.1538461318797513, 1.6132924616381692]|65061.5585937500000000|      4.00000000|[226, 32, 1, 17]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[42.70232908167, 150.40008140468785, -100.59528313074314, 3.1538461318797513, 1.6132924616381692]|65061.5585937500000000|      2.00000000|[254, 36, 1, 19]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[42.70232908167, 150.40008140468785, -100.59528313074314, 3.1538461318797513, 1.6132924616381692]|65061.5585937500000000|      1.00000000|[282, 40, 2, 22]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[41.70637274115511, 150.33651538054815, -100.65876777192244, 3.153846165460133, 1.6131230580105849]|62206.5703125000000000|      2.00000000|[311, 44, 2, 24]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      12|[39.71444905279732, 150.2099308808554, -100.78581107964035, 3.1541235073533755, 1.604387770825591]|56694.6679687500000000|      4.00000000|[339, 48, 2, 26]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      13|[39.71444905279732, 150.2099308808554, -100.78581107964035, 3.1541235073533755, 1.604387770825591]|56694.6679687500000000|      2.00000000|[367, 52, 2, 28]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      14|[37.72105014666822, 150.14352809479138, -100.803217510029, 3.1296268587470966, 1.4593070986655041]|51472.2812500000000000|      4.00000000|[395, 56, 2, 30]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      15|[37.72105014666822, 150.14352809479138, -100.803217510029, 3.1296268587470966, 1.4593070986655041]|51472.2812500000000000|      2.00000000|[423, 60, 2, 32]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      16|[37.72105014666822, 150.14352809479138, -100.803217510029, 3.1296268587470966, 1.4593070986655041]|51472.2812500000000000|      1.00000000|[451, 64, 3, 35]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      17|[36.72566249570933, 150.07677965778615, -100.87207660156616, 3.1311037914386994, 1.4572299230805954]|48946.9921875000000000|      2.00000000|[480, 68, 3, 37]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      18|[34.73131356548565, 149.9936654828738, -100.96132082847363, 3.1119496160266764, 1.3715971958539648]|44102.3085937500000000|      4.00000000|[508, 72, 3, 39]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      19|[34.73131356548565, 149.9936654828738, -100.96132082847363, 3.1119496160266764, 1.3715971958539648]|44102.3085937500000000|      2.00000000|[536, 76, 3, 41]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      20|[32.82078863481054, 149.7049049575102, -100.94278943208073, 2.8936311478731573, 0.9041514962572728]|39691.0543516498291865|      4.00000000|[564, 80, 4, 44]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=2
      21|[32.82078863481054, 149.7049049575102, -100.94278943208073, 2.8936311478731573, 0.9041514962572728]|39691.0543516498291865|      2.00000000|[593, 84, 4, 46]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      22|[32.82078863481054, 149.7049049575102, -100.94278943208073, 2.8936311478731573, 0.9041514962572728]|39691.0543516498291865|      1.00000000|[621, 88, 4, 48]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      23|[32.82078863481054, 149.7049049575102, -100.94278943208073, 2.8936311478731573, 0.9041514962572728]|39691.0543516498291865|      0.50000000|[649, 92, 4, 50]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
