k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.50000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       2|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.25000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       3|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.12500000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       4|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.06250000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       5|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.03125000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       6|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.01562500|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       7|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00781250|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       8|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00390625|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
       9|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00195312|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
      10|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00097656|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      11|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00048828|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      12|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00024414|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      13|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00012207|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      14|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00006104|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      15|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00003052|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      16|[7.117938194e-07, 3.00862679522e-05, 0.9999989312264497, 0.0500031206953249, 17.067938838145388, 7.999997948302917, 13642.299996968164]| 27.4954814497051672|      0.00006104|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      17|[7.117938194e-07, 3.00862679522e-05, 0.9999989312264497, 0.0500031206953249, 17.067938838145388, 7.999997948302917, 13642.299996968164]| 27.4954814497051672|      0.00003052|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      18|[7.117938194e-07, 3.00862679522e-05, 0.9999989312264497, 0.0500031206953249, 17.067938838145388, 7.999997948302917, 13642.299996968164]| 27.4954814497051672|      0.00001526|[234, 72, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      19|[7.117938194e-07, 3.00862679522e-05, 0.9999989312264497, 0.0500031206953249, 17.067938838145388, 7.999997948302917, 13642.299996968164]| 27.4954814497051672|      0.00000763|[247, 76, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      20|[7.117938194e-07, 3.00862679522e-05, 0.9999989312264497, 0.0500031206953249, 17.067938838145388, 7.999997948302917, 13642.299996968164]| 27.4954814497051672|      0.00000381|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      21|[7.117938194e-07, 3.00862679522e-05, 0.9999989312264497, 0.0500031206953249, 17.067938838145388, 7.999997948302917, 13642.299996968164]| 27.4954814497051672|      0.00000191|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      22|[7.117938194e-07, 3.00862679522e-05, 0.9999989312264497, 0.0500031206953249, 17.067938838145388, 7.999997948302917, 13642.299996968164]| 27.4954814497051672|      0.00000095|[286, 88, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      23|[7.117938194e-07, 3.00862679522e-05, 0.9999989312264497, 0.0500031206953249, 17.067938838145388, 7.999997948302917, 13642.299996968164]| 27.4954814497051672|      0.00000048|[299, 92, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      24|[5.776332562e-07, 2.96408090019e-05, 0.9999989091612671, 0.0500032014183266, 17.067938781121413, 7.999997943843577, 13642.299996993976]| 27.4947124469330682|      0.00000095|[312, 96, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      25|[5.776332562e-07, 2.96408090019e-05, 0.9999989091612671, 0.0500032014183266, 17.067938781121413, 7.999997943843577, 13642.299996993976]| 27.4947124469330682|      0.00000048|[325, 100, 25, 50]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      26|[5.776332562e-07, 2.96408090019e-05, 0.9999989091612671, 0.0500032014183266, 17.067938781121413, 7.999997943843577, 13642.299996993976]| 27.4947124469330682|      0.00000024|[338, 104, 26, 52]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      27|[6.312832858e-07, 2.98712848451e-05, 0.9999989154483986, 0.0500032157582682, 17.067938788098058, 7.999997921925388, 13642.299996985506]| 27.4945692952267606|      0.00000048|[351, 108, 27, 54]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      28|[6.312832858e-07, 2.98712848451e-05, 0.9999989154483986, 0.0500032157582682, 17.067938788098058, 7.999997921925388, 13642.299996985506]| 27.4945692952267606|      0.00000024|[364, 112, 28, 56]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      29|[6.312832858e-07, 2.98712848451e-05, 0.9999989154483986, 0.0500032157582682, 17.067938788098058, 7.999997921925388, 13642.299996985506]| 27.4945692952267606|      0.00000012|[377, 116, 29, 58]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      30|[6.352053384e-07, 2.97527149258e-05, 0.9999989118035306, 0.0500032190835627, 17.067938787586893, 7.999997922732159, 13642.29999699606]| 27.4944982592912091|      0.00000024|[390, 120, 30, 60]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      31|[6.352053384e-07, 2.97527149258e-05, 0.9999989118035306, 0.0500032190835627, 17.067938787586893, 7.999997922732159, 13642.29999699606]| 27.4944982592912091|      0.00000012|[403, 124, 31, 62]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      32|[6.352053384e-07, 2.97527149258e-05, 0.9999989118035306, 0.0500032190835627, 17.067938787586893, 7.999997922732159, 13642.29999699606]| 27.4944982592912091|      0.00000006|[416, 128, 32, 64]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      33|[6.352053384e-07, 2.97527149258e-05, 0.9999989118035306, 0.0500032190835627, 17.067938787586893, 7.999997922732159, 13642.29999699606]| 27.4944982592912091|      0.00000003|[429, 132, 33, 66]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      34|[6.329979621e-07, 2.97817044329e-05, 0.9999989151120058, 0.0500032163654063, 17.067938786424882, 7.999997926553879, 13642.299996998996]| 27.4944874969373778|      0.00000006|[442, 136, 34, 68]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      35|[6.329979621e-07, 2.97817044329e-05, 0.9999989151120058, 0.0500032163654063, 17.067938786424882, 7.999997926553879, 13642.299996998996]| 27.4944874969373778|      0.00000003|[455, 140, 35, 70]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
