k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 2.0]                                                                      |  5.9900000000000002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.0, 2.0]                                                                      |  5.9900000000000002|      0.50000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[2.2331355332828364, 1.5576790496472868]                                        |  0.4197517633438110|      1.00000000|[13, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[2.2331355332828364, 1.5576790496472868]                                        |  0.4197517633438110|      0.50000000|[19, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[2.2331355332828364, 1.5576790496472868]                                        |  0.4197517633438110|      0.25000000|[25, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[2.2331355332828364, 1.5576790496472868]                                        |  0.4197517633438110|      0.12500000|[31, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[2.2331355332828364, 1.5576790496472868]                                        |  0.4197517633438110|      0.06250000|[37, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[2.175997031403537, 1.5830057470827856]                                         |  0.3564973771572113|      0.12500000|[43, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       8|[2.175997031403537, 1.5830057470827856]                                         |  0.3564973771572113|      0.06250000|[49, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[2.175997031403537, 1.5830057470827856]                                         |  0.3564973771572113|      0.03125000|[55, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[2.1524764984534848, 1.5624303484294058]                                        |  0.3280024230480194|      0.06250000|[61, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
