k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.50000000|[113, 0, 1, 8]                                                             |  | used linear model with 113 points | iterate failure | actual_k=0
       2|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.25000000|[226, 0, 2, 16]                                                            |  | used linear model with 113 points | iterate failure | actual_k=0
       3|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.12500000|[339, 0, 3, 24]                                                            |  | used linear model with 113 points | iterate failure | actual_k=0
       4|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.06250000|[452, 0, 4, 32]                                                            |  | used linear model with 113 points | iterate failure | actual_k=0
       5|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.03125000|[565, 0, 5, 40]                                                            |  | used linear model with 113 points | iterate failure | actual_k=0
       6|[4.06006015525921, 0.0393476064659523, 4.066483946798091, 0.1651117429091015, 0.0211587285767447, 0.1639061646644723, 1.157282981531157, 0.0206036365913636, 1.1592882909538686, 0.2686598629934394, 0.0215819784831673, 0.270195926036151, 0.310578842041953, 0.020943442574001, 0.3117767308854627, 0.0705466277004576, 0.0183470509797783, 0.0732810804088757, 0.2288976873667097, 0.0195392397035968, 0.2344584915190616, 1.3651570517509644, 0.0236489082936316, 1.371471447046082, 0.2477150028300046, 0.0187775452181803, 0.2556809196523144, 1.1595124891591848, 0.0211463199784817, 1.1615858857108716, 0.0471187889281182, 0.0236123019111954, 0.0464256337653624, 0.1230716218181906, 0.0188532118652494, 0.1234426776857774, 0.2967185151068205, 0.019639897861972, 0.2960957694578873, 0.0942891386714509, 0.0163947858439217, 0.0959498658705872, 0.10269310929666, 0.0191515388425998, 0.1065232851302869, 0.534919725017339, 0.0218781816618502, 0.5409857817606857, 0.0051007419096733, 0.0196316207900995, 0.0011224596288443, 0.0859267148732164, 0.0222452995086035, 0.0876213337717392, 0.1002025844300459, 0.0168242635335579, 0.1051121544604329, 0.0288435376978374, 0.0191166010991226, 0.0263232245970214, 0.0942155759589722, 0.0211495965584847, 0.0951927849119151, 0.2738357168924364, 0.0173828356032238, 0.2713553637894068, 0.3947315399547322, 0.0184167422005617, 0.3935857989003979, 0.1310308063996562, 0.0205116788053456, 0.1300373512283084, 0.043674538349348, 0.0224727556472326, 0.0386282780431341, 0.2980812266997218, 0.0241271060962067, 0.290341033436608, 0.0888805146525434, 0.0213369711104331, 0.0905615355043908, 0.2743195105344675, 0.0231463777701521, 0.2682138293506497, 0.0569582429146631, 0.0229367714283653, 0.0597390791133771, 0.1517569897011017, 0.0173803664890157, 0.1491630723011219, 0.1688468101579673, 0.0185049158668804, 0.1714365995132681, 0.1397233108868808, 0.0200442911966627, 0.1417817440281894, 0.3800615738469099, 0.023114106796573, 0.3785506912026892]|75962.5103147510380950|      0.06250000|[678, 0, 6, 48]                                                            |  | used linear model with 113 points | iterate success | actual_k=0
       7|[4.056800081074228, 0.0897223387492377, 4.073268740864546, 0.1699659500426559, 0.0278986507757603, 0.1653183445933124, 1.1555522039657884, 0.0179340031063028, 1.1557432143497874, 0.269297749579476, 0.0241333691850462, 0.2690993795534549, 0.3065629416338124, 0.0238202561235716, 0.3116258673413178, 0.0730650449698293, 0.019374823394041, 0.0727117524941328, 0.2257174884042483, 0.0201657036050811, 0.238303439643576, 1.3635638770423084, 0.0210504192439586, 1.3697253408537877, 0.2494467634589204, 0.0144923837389817, 0.2553320867337772, 1.1577032139604655, 0.0224593412836506, 1.1591826840576225, 0.0394091235292001, 0.0254407139213996, 0.0418466449906206, 0.123180966142854, 0.0108132962813354, 0.1289051888039983, 0.2963424888832138, 0.0177835294755401, 0.2965832236710838, 0.0949186639722034, 0.0175160014603482, 0.0944869796847957, 0.1031121409087632, 0.014358676766189, 0.1093148382774605, 0.5398261818964658, 0.0252746903206937, 0.5406477477992518, 0.0022940021170729, 0.0146102257952551, -0.0051143543054298, 0.0866280594474707, 0.0168730784180843, 0.0902144362574652, 0.1001418677298299, 0.0130821395244923, 0.1023619380015161, 0.0247528926085805, 0.0210821510206075, 0.0209912118277232, 0.0909915808143618, 0.0171504779610424, 0.0926822500937046, 0.2762073916295404, 0.0226462422450143, 0.2645607766743149, 0.3995296881186998, 0.0178657270045002, 0.3928676522762953, 0.130716565502437, 0.0199926248201331, 0.12753808539614, 0.0410279664521745, 0.0217675551368173, 0.0336489880021237, 0.3050101991576282, 0.0209085226370239, 0.2921765008036281, 0.0873366712740845, 0.021573192055538, 0.0876464972804707, 0.2746663645015628, 0.0313004813767966, 0.26702712328217, 0.054574274687579, 0.0281618615403136, 0.0578233391993982, 0.1487209497040592, 0.0087270915787507, 0.1519802826856175, 0.1691189616933637, 0.0278595387016954, 0.1633339901698009, 0.1345928051610265, 0.0238556349236255, 0.1393146398753886, 0.3774559919139824, 0.0273864622956147, 0.3812764725272461]|32870.7537554368464043|      0.12500000|[791, 0, 7, 56]                                                            |  | used linear model with 113 points | iterate success | actual_k=0
       8|[4.050624362020711, 0.1945098075320966, 4.067375648741293, 0.1577457533664355, 0.0174458911610685, 0.1594333475460177, 1.1673602101506106, 0.0246502428311982, 1.1679047030606649, 0.2586024090397967, 0.0250597645462551, 0.2712582984198845, 0.3087721901343297, 0.0285450005940246, 0.3012404525588336, 0.0850804266274624, 0.0188730813089936, 0.0703646405931298, 0.2194761746691495, 0.0225401460923889, 0.2338570094321656, 1.362660378994639, 0.0260919525407285, 1.3622430465656643, 0.2409691800102786, 0.0209249404438512, 0.2436865261105434, 1.1569292386932857, 0.0343124873672374, 1.1644125988188907, 0.0450972035447424, 0.0304426941545009, 0.0448077945851228, 0.1223200931676986, 0.0085980281615485, 0.128200954355078, 0.2948378670552573, 0.0192293801547089, 0.2956200609976323, 0.0809335424373859, 0.0110339817051085, 0.086849680437106, 0.103686239741836, 0.0098571677110635, 0.1061156836370593, 0.540422431419934, 0.0163593002114173, 0.5462902612494362, 0.0085701163419803, 0.0132191251662177, -0.008870056503941, 0.0932619454882216, 0.015948166894604, 0.0845611960632731, 0.0857101246542587, 0.0013464559441618, 0.1053704286849677, 0.0151236338348428, 0.0209715087985412, 0.0285688606299244, 0.106317833185025, 0.0192604504840036, 0.0957458936326728, 0.2699820468984127, 0.0262536533950834, 0.2743516403419417, 0.3960722829684534, 0.0220189367628861, 0.3876615412765934, 0.1369946097379211, 0.0224183271305008, 0.1174331862896895, 0.0385819046509985, 0.0137924920837173, 0.0351370524742442, 0.3117116126287094, 0.0210793129868064, 0.2836267099135695, 0.0818572673507769, 0.0276954535861026, 0.0859984181568626, 0.2753135219441399, 0.0279631706382555, 0.2689556253271687, 0.0702749545156254, 0.0274705645737948, 0.0523566775460056, 0.1616630669783633, 0.0028814673182003, 0.1592670492839464, 0.17776055764516, 0.0294783816935108, 0.1649623765056926, 0.1348851160020728, 0.011633793812948, 0.1465430360343126, 0.3793905472082927, 0.0215823646022765, 0.3714044658757278]|14763.4335993185486586|      0.25000000|[904, 0, 8, 64]                                                            |  | used linear model with 113 points | iterate success | actual_k=0
       9|[4.041611025111397, 0.4089767410151575, 4.073975851282442, 0.1502183035072121, 0.0124345298373375, 0.163905351986615, 1.1789853540842214, 0.0222295184227552, 1.1731985113783325, 0.2349278869964319, 0.0124988084770896, 0.2779793333643529, 0.3088761401088421, 0.0222559547810689, 0.291837866712283, 0.0697098217753893, 0.026703458260786, 0.0671328224271776, 0.2292283864806155, 0.0215658702838893, 0.2248174953749893, 1.3474797254035753, 0.0348381302058786, 1.3552617068808748, 0.2398229361471069, 0.0085657704709111, 0.240067112016967, 1.1780554685584923, 0.0463245610607819, 1.1831485200732315, 0.0647539821240475, 0.0322718457636275, 0.0466523467583978, 0.1135729997853443, 0.0323241213302265, 0.1259986167291546, 0.2939959328219552, 0.0060616358285309, 0.2857473962731253, 0.0564921472191877, 0.019092915075629, 0.0985556596904267, 0.1108253245106496, -0.0072227690180511, 0.0976994000878437, 0.5722373003018443, 0.0245266144338401, 0.5529629958441609, -0.0058205238671853, 0.0192368223410768, -0.0086042545279349, 0.1060328291470194, 0.0023160191043945, 0.1221102389871151, 0.0929057518429437, 0.0067253274981746, 0.1082575625746796, 0.0136532627940598, 0.0199837527707848, 0.0415137385312059, 0.1392616153308789, 0.0175694856963507, 0.0798170332360995, 0.2695085041147208, 0.0161411909065875, 0.2946908890591866, 0.3925408684734435, 0.0424630379679096, 0.3982408693833704, 0.1529064187500781, 0.0177094384365622, 0.1298779538007686, 0.015694939016277, 0.022805878554056, 0.0080570620405347, 0.3234039764296436, 0.0123671184299308, 0.2760681078376824, 0.0920864128148402, 0.0211217976580851, 0.083416079019539, 0.3004741661474443, 0.0260288120989336, 0.2581081483197097, 0.0624615915268216, 0.0223463161438445, 0.0419132109871615, 0.1743618514175639, 0.0070496756048516, 0.1552264618397028, 0.1943275771800125, 0.0406912574962603, 0.1420266266324166, 0.1457412205769882, -0.0055001881442077, 0.146743132610255, 0.3925370426037757, 0.0315738785025022, 0.3682557169425096]|6661.7945121755747095|      0.50000000|[1017, 0, 9, 72]                                                           |  | used linear model with 113 points | iterate success | actual_k=0
      10|[3.9433455010344143, 0.8578434285581601, 4.11302153657131, 0.1465780453971957, -0.0136953194660684, 0.1816981652368019, 1.1755557667472205, 0.0234014438709233, 1.1935804517948998, 0.2386791492431226, -0.0020318240587792, 0.266839207768974, 0.2771738334011973, 0.0422145710704632, 0.2980163399239991, 0.0613988933158729, 0.051492919270288, 0.0859592969730205, 0.2057517953408501, 0.0479425352030534, 0.22050130144976, 1.3300682603667113, 0.0186789540923964, 1.3573044087187596, 0.244989018878626, 0.0164297773222604, 0.2714375962533015, 1.151057376881656, 0.0289328104443082, 1.1560382425556857, 0.0409585883519312, 0.0428178416813703, 0.0326889739401567, 0.1108569542749931, 0.0271782642212344, 0.1361545303272156, 0.2861538224405871, 0.0032829277213074, 0.2920770635581343, 0.0543464831352342, 0.0291486626095305, 0.1400789044998783, 0.0971533657580111, 0.0113683406629111, 0.0958133797644169, 0.6296407685540232, 0.0219038315220947, 0.5535609817509681, -0.0102753270334931, -0.0246333668717119, -0.0224236957710908, 0.111261174140157, -0.0062080671124786, 0.1589187445355124, 0.0906442855936706, -0.0058501615046926, 0.1013919345471031, 0.025469241568977, 0.0072406213579598, 0.0356158723202004, 0.1066555813424614, 0.0376931942677744, 0.0886606481765181, 0.2770333902322031, 0.0145805737600039, 0.3286352300901954, 0.3972789544519123, 0.0346266190357477, 0.4061308391314667, 0.1120486739654839, -0.0136223313706092, 0.1497214504290078, -0.0427715508870637, 0.0132418789371082, 0.0123402251456209, 0.328413585675119, 0.0259745329383011, 0.2687102521925494, 0.1047559241016211, 0.0319281777066543, 0.1051187808339739, 0.3096206206255412, -0.0015103479432935, 0.2570890441725124, 0.0230956247354424, 0.0177453998409158, 0.0551997818849564, 0.2031707097401619, -0.0114822092830019, 0.1581554333441346, 0.1743947142861762, 0.0334516458793203, 0.1314469291447131, 0.111878955423926, -0.0131984857884388, 0.1604797587328102, 0.3745282602892075, 0.0588341868193506, 0.3546562086655174]|2717.5225134559022990|      1.00000000|[1130, 0, 10, 80]                                                          |  | used linear model with 113 points | iterate success | actual_k=0
      11|[3.687797044243788, 1.5928298725745242, 4.119717699812827, 0.1700409952531717, 0.0419696076048307, 0.2150869924058456, 1.2170879284877953, -0.0442941446272956, 1.1696695352825166, 0.2695158191769104, -0.0037371576482783, 0.218519316150784, 0.359394867913406, 0.1280751585735259, 0.3029329425747302, 0.0522110704274096, 0.0367623072971756, 0.0124518356582606, 0.2520824661104641, -0.0500642094323149, 0.224567624876117, 1.2581779279682719, 0.0699414831018065, 1.4163589387950557, 0.2253028281636955, 0.0290452494731637, 0.1639496434493547, 1.1380120812707792, -0.0422246989529926, 1.2985451767284661, -0.0723983923123073, 0.070398750735095, 0.0637787320013924, 0.1034595914024913, -0.0256367873758056, 0.2751038786286799, 0.2820288059521965, -0.036154528539315, 0.28993579368332, 0.0298926559477527, 0.0227082935137363, 0.1841411825549223, 0.1332972243794775, -0.0535598400433485, 0.1597623502671001, 0.7369783816792806, 0.0210425699684283, 0.4667056710099152, -0.044864803225047, -0.1358150580329797, 0.0594388567812739, 0.1861019291743427, -0.0540727721666689, 0.2195963024982775, 0.0129005932540987, -0.0922225679490102, 0.0616960123413978, -0.1069668111112801, -0.0190025285203859, 0.0471673986076229, 0.1868616661539242, 0.0892519139828368, 0.1609703262600561, 0.2943498769895346, 0.081059639593116, 0.312339510677626, 0.3121400741108175, -0.0050737362138079, 0.2872894460661051, 0.1647583963567034, -0.1455727871451946, 0.1566555535555759, -0.0118171144800173, -0.0109582892924492, 0.0313522091813291, 0.3163485826362266, 0.0508062602857257, 0.3272057331928626, 0.1490111352671459, -0.0075672143633619, 0.2327720864414222, 0.2208511049032255, 0.0066639392256364, 0.1295316710459771, 0.0209563115953969, -0.1386719344336401, 0.1233053977845636, 0.2149147772315055, -0.0693411844065768, 0.171564281310406, 0.1954795822309751, 0.0157640399744723, 0.1465239423430542, 0.06576371293811, 0.0965334188070015, 0.1632529745876088, 0.337109078769797, 0.0411869915305094, 0.3978107258536254]|1087.7760203948948856|      2.00000000|[1243, 0, 11, 88]                                                          |  | used linear model with 113 points | iterate success | actual_k=0
