k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.50000000|[121, 8, 1, 3]                                                             |  | used linear model with 129 points | iterate failure | actual_k=4
       2|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.25000000|[242, 16, 2, 6]                                                            |  | used linear model with 129 points | iterate failure | actual_k=4
       3|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.12500000|[363, 24, 3, 9]                                                            |  | used linear model with 129 points | iterate failure | actual_k=4
       4|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.06250000|[484, 32, 4, 12]                                                           |  | used linear model with 129 points | iterate failure | actual_k=4
       5|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.03125000|[605, 40, 5, 15]                                                           |  | used linear model with 129 points | iterate failure | actual_k=4
       6|[0.6865505881929272, 0.0210232965156506, 0.6678807017970798, 0.0256124650652731, 0.6200084689919868, 0.0182091720991504, 1.3264176019627127, 0.0189133489112595, -0.0005988651939683, 0.0196522495462386, 1.2535854971924913, 0.0205900903719969, 0.2314158053749979, 0.0222209341244832, 1.2319920865010496, 0.0182582497500124, 4.594240490010444, 0.0389535578627106, 4.452434108831316, 0.0369381983930661, 0.0798855931989546, 0.0231839681437642, 0.2447753880756404, 0.0196701387974893, 0.7160842611542416, 0.02074320778623, 0.2064113562024326, 0.0169751217871028, -0.0639035196521127, 0.0177522778156041, 1.402572561603458, 0.0269656611180097, 0.2395326133507758, 0.0187312530531215, 0.0616856681870486, 0.0218367356010601, 0.0257899920362071, 0.020886144892305, 0.4282924703261844, 0.0191919149729034, 0.2665607253352836, 0.0195092858819744, 0.8354968570081722, 0.021175550375348, 1.027024310528529, 0.0235320298347954, 0.8008583461444033, 0.0226940631341776, 0.2442728410472779, 0.0151206410540061, 0.50556250014299, 0.0196277012309503, 0.2736522093301744, 0.0204413985039168, 0.3839553843443498, 0.0226269497902037, 0.1661058693928528, 0.0193255119196495, 0.2933031374280305, 0.0197408846994891, 0.1803456029025444, 0.0198447017372774, 0.0045838523536801, 0.0180641100911525, 0.1595600345035156, 0.018998096504256]|344105.9395304520148784|      0.06250000|[726, 48, 6, 18]                                                           |  | used linear model with 129 points | iterate success | actual_k=4
       7|[0.6865505881929272, 0.0210232965156506, 0.6678807017970798, 0.0256124650652731, 0.6200084689919868, 0.0182091720991504, 1.3264176019627127, 0.0189133489112595, -0.0005988651939683, 0.0196522495462386, 1.2535854971924913, 0.0205900903719969, 0.2314158053749979, 0.0222209341244832, 1.2319920865010496, 0.0182582497500124, 4.594240490010444, 0.0389535578627106, 4.452434108831316, 0.0369381983930661, 0.0798855931989546, 0.0231839681437642, 0.2447753880756404, 0.0196701387974893, 0.7160842611542416, 0.02074320778623, 0.2064113562024326, 0.0169751217871028, -0.0639035196521127, 0.0177522778156041, 1.402572561603458, 0.0269656611180097, 0.2395326133507758, 0.0187312530531215, 0.0616856681870486, 0.0218367356010601, 0.0257899920362071, 0.020886144892305, 0.4282924703261844, 0.0191919149729034, 0.2665607253352836, 0.0195092858819744, 0.8354968570081722, 0.021175550375348, 1.027024310528529, 0.0235320298347954, 0.8008583461444033, 0.0226940631341776, 0.2442728410472779, 0.0151206410540061, 0.50556250014299, 0.0196277012309503, 0.2736522093301744, 0.0204413985039168, 0.3839553843443498, 0.0226269497902037, 0.1661058693928528, 0.0193255119196495, 0.2933031374280305, 0.0197408846994891, 0.1803456029025444, 0.0198447017372774, 0.0045838523536801, 0.0180641100911525, 0.1595600345035156, 0.018998096504256]|344105.9395304520148784|      0.03125000|[847, 56, 7, 21]                                                           |  | used linear model with 129 points | iterate failure | actual_k=4
       8|[0.6869095450281014, 0.0211546285431151, 0.6702834024401113, 0.0236963730845217, 0.6199402406347151, 0.0207377056367465, 1.3271143555382248, 0.0241899814202768, -0.0023924926336775, 0.0176229566845672, 1.2506265939498673, 0.0226269603789709, 0.2291590369704775, 0.023934674324979, 1.2288467680050388, 0.0282405461433864, 4.594615105821656, 0.0526428180124774, 4.452341336677512, 0.0576936538633426, 0.0814092985252699, 0.0257587975051256, 0.2439422341345594, 0.0224709541637518, 0.7148873310328524, 0.0232208362855928, 0.2062593238993994, 0.015248058343309, -0.0645254358939554, 0.0167196507225438, 1.4031878608963, 0.0296516979798371, 0.2386405633661289, 0.0207958610669094, 0.064387405250131, 0.0192780974269881, 0.0276903275551428, 0.02020092654984, 0.4275781524139282, 0.0218382750446608, 0.2681390123705786, 0.0180793737674199, 0.8351125096800673, 0.0239014616100775, 1.0275679109128975, 0.0214725457260897, 0.7979093686286332, 0.0278127430811806, 0.2397762300469862, 0.0154207432812664, 0.5081324214671974, 0.0183201808465401, 0.2715850062804145, 0.0201534255408571, 0.3831010523908683, 0.0233374326236581, 0.1678361419635222, 0.0219696440556803, 0.2926672825235056, 0.0202924917501346, 0.1805662554957503, 0.0185078124269035, 0.0076674627184505, 0.0182945819855699, 0.160250193256882, 0.018597610751927]|294476.7045488686417229|      0.06250000|[968, 64, 8, 24]                                                           |  | used linear model with 129 points | iterate success | actual_k=4
       9|[0.6869095450281014, 0.0211546285431151, 0.6702834024401113, 0.0236963730845217, 0.6199402406347151, 0.0207377056367465, 1.3271143555382248, 0.0241899814202768, -0.0023924926336775, 0.0176229566845672, 1.2506265939498673, 0.0226269603789709, 0.2291590369704775, 0.023934674324979, 1.2288467680050388, 0.0282405461433864, 4.594615105821656, 0.0526428180124774, 4.452341336677512, 0.0576936538633426, 0.0814092985252699, 0.0257587975051256, 0.2439422341345594, 0.0224709541637518, 0.7148873310328524, 0.0232208362855928, 0.2062593238993994, 0.015248058343309, -0.0645254358939554, 0.0167196507225438, 1.4031878608963, 0.0296516979798371, 0.2386405633661289, 0.0207958610669094, 0.064387405250131, 0.0192780974269881, 0.0276903275551428, 0.02020092654984, 0.4275781524139282, 0.0218382750446608, 0.2681390123705786, 0.0180793737674199, 0.8351125096800673, 0.0239014616100775, 1.0275679109128975, 0.0214725457260897, 0.7979093686286332, 0.0278127430811806, 0.2397762300469862, 0.0154207432812664, 0.5081324214671974, 0.0183201808465401, 0.2715850062804145, 0.0201534255408571, 0.3831010523908683, 0.0233374326236581, 0.1678361419635222, 0.0219696440556803, 0.2926672825235056, 0.0202924917501346, 0.1805662554957503, 0.0185078124269035, 0.0076674627184505, 0.0182945819855699, 0.160250193256882, 0.018597610751927]|294476.7045488686417229|      0.03125000|[1089, 72, 9, 27]                                                          |  | used linear model with 129 points | iterate failure | actual_k=4
      10|[0.6855202671493592, 0.02125138227486, 0.6681357186329948, 0.0243275492413586, 0.6182006125082486, 0.0240570766767176, 1.3285212245244555, 0.0338669347224676, -0.0028841027226532, 0.0185210024577036, 1.253372868881021, 0.0263593877175146, 0.2285358793340319, 0.0224175566501307, 1.2273365354789294, 0.0319235687883461, 4.59162802426752, 0.0689602324924566, 4.454883431367687, 0.0710776920732845, 0.0812173323369042, 0.0242436559948836, 0.242131508190313, 0.0228924917117119, 0.7124354932996422, 0.0233654062142693, 0.2051208166412924, 0.0121805906783939, -0.0655814842916015, 0.0140094087160074, 1.3992138213955612, 0.0375208802557931, 0.2370192388956453, 0.0220270447032102, 0.0648557543786776, 0.0193668664232024, 0.0273845513419457, 0.020822096504396, 0.4280221340310205, 0.0232716711652385, 0.2632802004846597, 0.0172230057568358, 0.8368372213798013, 0.0283407412924709, 1.0279680705671577, 0.0279034898955486, 0.7989464288012559, 0.0309400843724786, 0.2377557723638059, 0.015825696545799, 0.5088924423075671, 0.0196305535752609, 0.2713148565933152, 0.0212274040539497, 0.3801628356383229, 0.0283316754948605, 0.1705065212709681, 0.0223528449912879, 0.2940140971367813, 0.02446636548295, 0.1747894054079858, 0.0244815126741706, 0.0075755356875627, 0.0182473375657905, 0.1581311049665114, 0.0198203651909921]|267440.7490646329242736|      0.06250000|[1210, 80, 10, 30]                                                         |  | used linear model with 129 points | iterate success | actual_k=4
      11|[0.6855202671493592, 0.02125138227486, 0.6681357186329948, 0.0243275492413586, 0.6182006125082486, 0.0240570766767176, 1.3285212245244555, 0.0338669347224676, -0.0028841027226532, 0.0185210024577036, 1.253372868881021, 0.0263593877175146, 0.2285358793340319, 0.0224175566501307, 1.2273365354789294, 0.0319235687883461, 4.59162802426752, 0.0689602324924566, 4.454883431367687, 0.0710776920732845, 0.0812173323369042, 0.0242436559948836, 0.242131508190313, 0.0228924917117119, 0.7124354932996422, 0.0233654062142693, 0.2051208166412924, 0.0121805906783939, -0.0655814842916015, 0.0140094087160074, 1.3992138213955612, 0.0375208802557931, 0.2370192388956453, 0.0220270447032102, 0.0648557543786776, 0.0193668664232024, 0.0273845513419457, 0.020822096504396, 0.4280221340310205, 0.0232716711652385, 0.2632802004846597, 0.0172230057568358, 0.8368372213798013, 0.0283407412924709, 1.0279680705671577, 0.0279034898955486, 0.7989464288012559, 0.0309400843724786, 0.2377557723638059, 0.015825696545799, 0.5088924423075671, 0.0196305535752609, 0.2713148565933152, 0.0212274040539497, 0.3801628356383229, 0.0283316754948605, 0.1705065212709681, 0.0223528449912879, 0.2940140971367813, 0.02446636548295, 0.1747894054079858, 0.0244815126741706, 0.0075755356875627, 0.0182473375657905, 0.1581311049665114, 0.0198203651909921]|267440.7490646329242736|      0.03125000|[1331, 88, 11, 33]                                                         |  | used linear model with 129 points | iterate failure | actual_k=4
